frame_number,timestamp,bbox_center_x,bbox_center_y,hip_center_x,hip_center_y,left_hip_x,left_hip_y,left_hip_visibility,right_hip_x,right_hip_y,right_hip_visibility,shoulder_center_x,shoulder_center_y,bbox_width,bbox_height,hip_available
1410,58.733333333333334,772.0,483.5,774.000129699707,489.5875382423401,787.5294494628906,488.72886657714844,0.9997851848602295,760.4708099365234,490.44620990753174,0.999694287776947,771.6322326660156,427.6480793952942,128,215,True
1420,59.150000000000006,772.0,482.0,775.5866622924805,488.89939069747925,788.9945220947266,487.2097063064575,0.9997847676277161,762.1788024902344,490.589075088501,0.9997060894966125,770.9938430786133,426.7151212692261,126,212,True
1430,59.56666666666667,771.5,481.0,776.359977722168,488.2780194282532,789.7527313232422,486.4295482635498,0.9997681975364685,762.9672241210938,490.12649059295654,0.9997016787528992,770.6481552124023,426.1557197570801,125,210,True
1440,59.983333333333334,784.0,482.5,777.5613403320312,488.2507038116455,790.1680755615234,486.1713695526123,0.9997394680976868,764.9546051025391,490.3300380706787,0.9996938705444336,770.6191253662109,426.39960765838623,142,211,True
1450,60.400000000000006,794.5,483.5,778.5261535644531,488.0390667915344,792.3350524902344,485.73702335357666,0.999749481678009,764.7172546386719,490.3411102294922,0.9997090101242065,771.1792373657227,426.90150260925293,151,211,True
1460,60.81666666666667,807.0,485.0,784.3461990356445,488.5080671310425,797.4709320068359,486.06549739837646,0.9997614026069641,771.2214660644531,490.9506368637085,0.9997283816337585,774.3401336669922,428.9878749847412,158,210,True
1470,61.233333333333334,803.5,485.5,785.0960540771484,489.33985233306885,799.4718933105469,486.708927154541,0.9997757077217102,770.72021484375,491.9707775115967,0.9997515082359314,776.0385894775391,430.7665228843689,169,211,True
1480,61.650000000000006,807.0,486.5,787.6784515380859,489.5375633239746,801.5758514404297,486.6897439956665,0.99977707862854,773.7810516357422,492.3853826522827,0.9997591376304626,776.8483352661133,430.89694261550903,170,209,True
1490,62.068333333333335,828.5,485.0,795.5321502685547,492.512412071228,805.3017425537109,487.7426290512085,0.9997432827949524,785.7625579833984,497.28219509124756,0.9996359944343567,783.6190795898438,432.92452096939087,163,206,True
1500,62.48500000000001,829.0,480.5,796.5827178955078,494.8388743400574,802.3017883300781,487.95870780944824,0.999710738658905,790.8636474609375,501.7190408706665,0.9995476007461548,781.5976333618164,435.471932888031,148,193,True
1510,62.90166666666667,829.0,479.5,794.7647857666016,494.37002420425415,800.4597473144531,488.04930210113525,0.9997100830078125,789.06982421875,500.69074630737305,0.9995485544204712,777.7420043945312,434.67211961746216,154,191,True
1520,63.318333333333335,825.5,480.5,794.8080444335938,493.8689875602722,801.588134765625,487.81468391418457,0.9996943473815918,788.0279541015625,499.92329120635986,0.9995186924934387,776.1183547973633,433.81394147872925,161,191,True
1530,63.73500000000001,821.0,483.0,793.1809997558594,491.85909032821655,800.7550811767578,487.14640617370605,0.999700665473938,785.6069183349609,496.57177448272705,0.9995220303535461,774.7532653808594,433.69643926620483,162,194,True
1540,64.15166666666667,826.0,480.0,789.7734069824219,494.55432415008545,795.9724426269531,490.62357902526855,0.9996780157089233,783.5743713378906,498.48506927490234,0.9994198083877563,774.7653579711914,433.24434757232666,154,190,True
1550,64.56833333333334,825.5,479.0,789.122428894043,494.65511083602905,794.3937683105469,490.4656934738159,0.9995232224464417,783.8510894775391,498.8445281982422,0.9990479350090027,773.7444305419922,433.1275534629822,151,190,True
1560,64.985,827.0,479.0,787.5448608398438,494.4446539878845,791.9073486328125,490.4274559020996,0.9994078278541565,783.182373046875,498.46185207366943,0.9987567067146301,772.6659393310547,433.05365324020386,156,190,True
1570,65.40166666666667,827.0,480.5,787.5407028198242,493.52821826934814,792.3486328125,489.8490858078003,0.9993698000907898,782.7327728271484,497.207350730896,0.9986992478370667,773.6678695678711,431.6304302215576,156,191,True
1580,65.81833333333334,828.5,479.5,790.9175872802734,493.3446478843689,792.4959564208984,489.83470916748047,0.9993773102760315,789.3392181396484,496.8545866012573,0.9987379312515259,775.4002380371094,431.026074886322,151,185,True
1590,66.23666666666666,794.0,474.0,789.51171875,492.87444591522217,779.22119140625,490.6452512741089,0.9994038343429565,799.80224609375,495.10364055633545,0.9988268613815308,774.8713302612305,432.9248642921448,108,176,True
1600,66.65333333333334,800.5,470.0,786.7664337158203,496.68556451797485,774.7187805175781,497.94922828674316,0.9994569420814514,798.8140869140625,495.42190074920654,0.9989392757415771,773.9718627929688,434.5774483680725,127,168,True
1610,67.07000000000002,804.0,472.0,784.6739196777344,496.9960141181946,774.6985626220703,498.93417835235596,0.9995009303092957,794.6492767333984,495.0578498840332,0.999038577079773,773.2062149047852,434.2915678024292,128,172,True
1620,67.48666666666666,804.5,469.5,784.6177673339844,496.6602659225464,773.5105895996094,498.20581912994385,0.9995498657226562,795.7249450683594,495.1147127151489,0.9991337656974792,775.8760452270508,434.9311566352844,131,167,True
1630,67.90333333333334,806.0,462.5,793.078727722168,497.3878312110901,777.8498077392578,497.663369178772,0.9995915293693542,808.3076477050781,497.1122932434082,0.9992192387580872,787.8680801391602,437.31523275375366,126,157,True
1640,68.32000000000002,804.5,468.0,794.9285888671875,497.9870581626892,779.5121765136719,498.04664611816406,0.9996278882026672,810.3450012207031,497.92747020721436,0.9992939233779907,790.8535003662109,434.37829971313477,123,176,True
1650,68.73666666666666,801.0,465.0,794.4043731689453,498.94859790802,779.9455261230469,499.03520107269287,0.9996640086174011,808.8632202148438,498.86199474334717,0.9993633031845093,791.8246459960938,432.4200510978699,112,172,True
1660,69.15333333333334,795.5,467.0,792.8829574584961,499.64962005615234,779.3207550048828,499.0269184112549,0.9996954202651978,806.4451599121094,500.2723217010498,0.9994256496429443,791.4609909057617,431.1773085594177,127,176,True
1670,69.57000000000002,799.5,456.0,793.5080718994141,499.40556049346924,779.7132110595703,498.65501403808594,0.9996684193611145,807.3029327392578,500.15610694885254,0.9994531273841858,795.4045104980469,429.03119802474976,129,156,True
1680,69.98833333333334,800.0,459.0,800.4763031005859,499.2114329338074,785.4759979248047,498.30963134765625,0.9996932744979858,815.4766082763672,500.1132345199585,0.9994978904724121,799.1668319702148,428.7768602371216,120,162,True
1690,70.405,800.0,454.0,799.5096588134766,495.7888698577881,785.1972961425781,494.46428775787354,0.9997087717056274,813.822021484375,497.11345195770264,0.9995236992835999,800.3641128540039,427.91273832321167,114,154,True
1700,70.82166666666667,801.0,452.0,801.452751159668,494.87910747528076,788.0052947998047,494.5725202560425,0.9997285604476929,814.9002075195312,495.18569469451904,0.9995489120483398,801.0609436035156,427.10970640182495,116,152,True
1710,71.23833333333334,800.5,444.5,803.3138656616211,492.79000997543335,790.0775146484375,493.5482597351074,0.9997487664222717,816.5502166748047,492.0317602157593,0.999575674533844,800.2442169189453,426.2719988822937,111,137,True
1720,71.655,792.0,443.0,797.6644134521484,490.03836393356323,789.3997955322266,492.08411693573,0.999768078327179,805.9290313720703,487.9926109313965,0.9996076822280884,796.0029983520508,425.1480460166931,94,138,True
1730,72.07166666666667,775.5,441.0,780.6499481201172,487.7338743209839,774.9414825439453,491.4447212219238,0.9997847676277161,786.3584136962891,484.02302742004395,0.9996240139007568,784.1242218017578,422.1692490577698,75,140,True
1740,72.48833333333334,773.5,439.0,774.0333938598633,485.52950620651245,765.3400421142578,488.63179206848145,0.9998000264167786,782.7267456054688,482.42722034454346,0.999632716178894,780.9308242797852,420.35590410232544,105,138,True
1750,72.905,775.5,438.5,771.7950057983398,481.9810080528259,764.9180603027344,485.0269889831543,0.9998140335083008,778.6719512939453,478.93502712249756,0.9996453523635864,779.7645568847656,419.8366928100586,109,133,True
1760,73.32166666666667,768.5,437.5,766.6130447387695,478.55981826782227,760.3353118896484,482.0263481140137,0.9998123049736023,772.8907775878906,475.09328842163086,0.9995933771133423,774.7785949707031,418.59362840652466,105,129,True
1770,73.73833333333334,747.0,436.0,750.4482650756836,477.8736448287964,746.4805603027344,480.7495307922363,0.9998252391815186,754.4159698486328,474.99775886535645,0.9996118545532227,758.275260925293,417.4051523208618,66,128,True
1780,74.15666666666667,739.5,433.5,739.4626998901367,476.0303235054016,738.9127349853516,478.7333679199219,0.9998347163200378,740.0126647949219,473.32727909088135,0.9996240735054016,743.704948425293,413.41780185699463,61,129,True
1790,74.57333333333334,735.5,447.0,739.825553894043,477.23862648010254,738.03466796875,480.022931098938,0.9998465776443481,741.6164398193359,474.4543218612671,0.9996343851089478,740.6901931762695,413.1237459182739,67,158,True
1800,74.99000000000001,734.5,446.0,736.6047668457031,473.609254360199,734.447021484375,476.98439598083496,0.9998586773872375,738.7625122070312,470.234112739563,0.9996582269668579,740.120849609375,412.306444644928,71,156,True
1810,75.40666666666667,732.5,445.5,738.1285095214844,473.5110855102539,732.7565002441406,475.65929889678955,0.9998689293861389,743.5005187988281,471.36287212371826,0.9996805787086487,739.3608856201172,411.3430166244507,69,153,True
1820,75.82333333333334,703.5,445.5,728.7821960449219,470.6397271156311,719.4075012207031,472.02406883239746,0.999872624874115,738.1568908691406,469.25538539886475,0.9996795654296875,724.8533630371094,411.0162591934204,111,153,True
1830,76.24000000000001,,,,,,,,,,,,,,,False
1840,76.65666666666667,,,,,,,,,,,,,,,False
1850,77.07333333333334,,,,,,,,,,,,,,,False
1860,77.49000000000001,,,,,,,,,,,,,,,False
1870,77.90666666666667,,,,,,,,,,,,,,,False
1880,78.325,,,,,,,,,,,,,,,False
1890,78.74166666666667,,,,,,,,,,,,,,,False
1900,79.15833333333333,,,,,,,,,,,,,,,False
1910,79.575,,,,,,,,,,,,,,,False
1920,79.99166666666667,,,,,,,,,,,,,,,False
1930,80.40833333333333,,,,,,,,,,,,,,,False
1940,80.825,,,,,,,,,,,,,,,False
1950,81.24166666666667,,,,,,,,,,,,,,,False
1960,81.65833333333335,,,,,,,,,,,,,,,False
1970,82.07666666666667,,,,,,,,,,,,,,,False
1980,82.49333333333334,,,,,,,,,,,,,,,False
1990,82.91000000000001,,,,,,,,,,,,,,,False
2000,83.32666666666667,,,,,,,,,,,,,,,False
2010,83.74333333333334,,,,,,,,,,,,,,,False
2020,84.16000000000001,,,,,,,,,,,,,,,False
2030,84.57666666666667,,,,,,,,,,,,,,,False
2040,84.99333333333334,,,,,,,,,,,,,,,False
2050,85.41000000000001,,,,,,,,,,,,,,,False
2060,85.82666666666667,,,,,,,,,,,,,,,False
2070,86.245,,,,,,,,,,,,,,,False
2080,86.66166666666668,,,,,,,,,,,,,,,False
2090,87.07833333333333,,,,,,,,,,,,,,,False
2100,87.495,,,,,,,,,,,,,,,False
2110,87.91166666666668,,,,,,,,,,,,,,,False
2120,88.32833333333333,,,,,,,,,,,,,,,False
2130,88.745,,,,,,,,,,,,,,,False
2140,89.16166666666668,,,,,,,,,,,,,,,False
2150,89.57833333333333,,,,,,,,,,,,,,,False
2160,89.99666666666667,,,,,,,,,,,,,,,False
2170,90.41333333333334,,,,,,,,,,,,,,,False
2180,90.83000000000001,,,,,,,,,,,,,,,False
2190,91.24666666666667,,,,,,,,,,,,,,,False
2200,91.66333333333334,,,,,,,,,,,,,,,False
2210,92.08000000000001,,,,,,,,,,,,,,,False
2220,92.49666666666667,,,,,,,,,,,,,,,False
2230,92.91333333333334,,,,,,,,,,,,,,,False
2240,93.33000000000001,,,,,,,,,,,,,,,False
2250,93.74666666666667,,,,,,,,,,,,,,,False
2260,94.165,,,,,,,,,,,,,,,False
2270,94.58166666666668,,,,,,,,,,,,,,,False
2280,94.99833333333333,799.0,474.0,779.8910522460938,463.77610445022583,789.2308044433594,464.8120164871216,0.9996898770332336,770.5513000488281,462.7401924133301,0.9993650913238525,787.3293685913086,427.6448178291321,98,176,True
2290,95.415,796.0,478.0,779.7538375854492,478.8886785507202,790.4384613037109,479.9846935272217,0.9996715784072876,769.0692138671875,477.79266357421875,0.9993686676025391,786.5762329101562,430.0426697731018,104,196,True
2300,95.83166666666668,787.0,481.5,777.9591369628906,484.410617351532,790.3535461425781,485.8065891265869,0.9996846914291382,765.5647277832031,483.01464557647705,0.9994146823883057,785.4991149902344,431.1664938926697,126,203,True
2310,96.24833333333333,785.0,485.0,777.0831680297852,486.9154143333435,790.1054382324219,488.75890731811523,0.9996764659881592,764.0608978271484,485.0719213485718,0.9994408488273621,785.0631713867188,430.77195167541504,130,210,True
2320,96.665,784.0,488.5,776.6479873657227,489.8163628578186,790.0632476806641,491.6520881652832,0.9996756911277771,763.2327270507812,487.980637550354,0.9994526505470276,784.7507858276367,430.9516382217407,130,215,True
2330,97.08166666666668,778.5,495.0,775.4001617431641,496.97028636932373,789.8121643066406,498.68531227111816,0.9996922016143799,760.9881591796875,495.2552604675293,0.9994887709617615,782.066764831543,436.0843563079834,137,224,True
2340,97.49833333333333,775.5,502.5,774.315299987793,505.22719860076904,789.5861053466797,506.40058994293213,0.9997149705886841,759.0444946289062,504.05380725860596,0.9995291829109192,779.7018814086914,442.2922110557556,145,237,True
2350,97.915,776.0,510.5,773.5845184326172,509.89394187927246,789.2900848388672,510.8004856109619,0.999657154083252,757.8789520263672,508.987398147583,0.999504804611206,779.3751525878906,442.7272653579712,144,245,True
2360,98.33333333333334,777.0,512.0,772.8335189819336,513.3712220191956,788.973388671875,514.2837524414062,0.9996299147605896,756.6936492919922,512.4586915969849,0.9994598627090454,779.7652053833008,444.1087746620178,142,240,True
2370,98.75,776.0,516.0,771.9050979614258,518.7578272819519,788.2326507568359,519.7755002975464,0.9996286630630493,755.5775451660156,517.7401542663574,0.9994523525238037,779.1899871826172,447.09922313690186,144,244,True
2380,99.16666666666667,770.5,526.5,767.5558090209961,529.5531392097473,785.1249694824219,531.375560760498,0.9996441006660461,749.9866485595703,527.7307176589966,0.9994751811027527,777.5581741333008,457.246298789978,155,259,True
2390,99.58333333333334,770.0,539.5,763.2107543945312,536.8594336509705,780.948486328125,539.8289823532104,0.9996622204780579,745.4730224609375,533.8898849487305,0.9995043277740479,775.7162475585938,460.52797079086304,164,277,True
2400,100.0,771.5,546.0,759.2705154418945,542.425274848938,777.3656463623047,545.4953098297119,0.9996576309204102,741.1753845214844,539.3552398681641,0.9994903802871704,773.7227249145508,462.3405861854553,157,284,True
2410,100.41666666666667,770.5,548.0,757.774658203125,544.1280484199524,776.0014343261719,547.3501110076904,0.9996704459190369,739.5478820800781,540.9059858322144,0.999496340751648,773.0815505981445,463.47726345062256,163,282,True
2420,100.83333333333334,766.5,552.5,756.0073089599609,549.6823024749756,774.7750854492188,552.9919338226318,0.9996907711029053,737.2395324707031,546.3726711273193,0.9995208978652954,770.0808334350586,467.1515893936157,169,283,True
2430,101.25,757.0,562.0,752.8440475463867,560.8445620536804,772.9940795898438,563.009877204895,0.9996957182884216,732.6940155029297,558.6792469024658,0.9995324611663818,763.2059860229492,477.5668430328369,170,296,True
2440,101.66666666666667,752.5,569.5,749.4735717773438,570.8119511604309,770.0685119628906,573.5474824905396,0.9996997714042664,728.8786315917969,568.0764198303223,0.999548614025116,758.3670425415039,482.4070715904236,183,301,True
2450,102.08500000000001,757.0,571.0,747.340087890625,576.6464853286743,768.1924438476562,579.0700006484985,0.9996351599693298,726.4877319335938,574.2229700088501,0.9994997978210449,757.2465515136719,483.2362174987793,172,298,True
2460,102.50166666666668,756.5,571.0,745.0777816772461,581.0741901397705,767.0073699951172,583.7282037734985,0.9995520710945129,723.148193359375,578.4201765060425,0.9993661642074585,757.0547103881836,483.90576124191284,171,298,True
2470,102.91833333333334,751.0,574.0,742.0453262329102,587.076244354248,764.3178558349609,590.5037641525269,0.9995030760765076,719.7727966308594,583.6487245559692,0.9993411898612976,754.4189834594727,489.3698501586914,182,292,True
2480,103.33500000000001,739.0,577.0,733.0218124389648,601.4577126502991,755.5552673339844,604.6882724761963,0.999480128288269,710.4883575439453,598.2271528244019,0.9993142485618591,745.3923797607422,505.5842328071594,194,286,True
2490,103.75166666666668,732.5,580.5,723.0997848510742,614.9338603019714,745.1725769042969,620.0601196289062,0.9993123412132263,701.0269927978516,609.8076009750366,0.9991922974586487,741.1741256713867,513.631374835968,209,279,True
2500,104.16833333333334,731.0,584.5,718.8176727294922,619.9607062339783,742.1478271484375,625.1424980163574,0.9989437460899353,695.4875183105469,614.7789144515991,0.9987722635269165,739.4111633300781,513.9883875846863,210,271,True
2510,104.58500000000001,730.0,586.5,717.1799850463867,627.0241212844849,742.4452209472656,632.0062065124512,0.998674750328064,691.9147491455078,622.0420360565186,0.9984873533248901,739.4071578979492,515.8326959609985,210,267,True
2520,105.00166666666668,720.5,588.5,712.9561614990234,645.884428024292,739.8577880859375,651.0413074493408,0.9982418417930603,686.0545349121094,640.7275485992432,0.9981459379196167,729.1923522949219,531.1559629440308,219,263,True
2530,105.41833333333334,709.5,591.5,700.2621459960938,671.3094305992126,729.1371154785156,676.9633340835571,0.9981904029846191,671.3871765136719,665.6555271148682,0.9980869293212891,720.3636169433594,546.4657759666443,243,257,True
2540,105.83500000000001,713.0,598.0,691.6464614868164,684.0253758430481,721.8083190917969,690.8022022247314,0.989545464515686,661.4846038818359,677.2485494613647,0.9937871694564819,718.8943862915039,554.4708824157715,240,244,True
2550,106.25333333333334,710.5,601.0,688.1008148193359,692.8611731529236,719.3408966064453,699.9149751663208,0.9698598980903625,656.8607330322266,685.8073711395264,0.9801443219184875,717.3953247070312,559.1251587867737,247,238,True
2560,106.67,693.5,607.5,680.5918502807617,718.950183391571,713.3683013916016,723.5309028625488,0.8938840627670288,647.8153991699219,714.3694639205933,0.923722505569458,703.8912200927734,577.6230025291443,257,225,True
2570,107.08666666666667,665.0,620.5,669.8277854919434,766.3657379150391,709.7528076171875,772.0506477355957,0.8050556778907776,629.9027633666992,760.6808280944824,0.8327440619468689,679.1939735412598,605.0874924659729,302,199,True
2580,107.50333333333334,644.5,628.0,662.3385620117188,786.17262840271,703.1922149658203,789.5335865020752,0.7245826721191406,621.4849090576172,782.8116703033447,0.749556303024292,668.6828804016113,615.1316571235657,265,184,True
2590,107.92,643.0,625.0,657.4622344970703,796.0968446731567,699.4895172119141,795.5879974365234,0.6521828174591064,615.4349517822266,796.60569190979,0.6747006773948669,663.5093307495117,617.7570462226868,302,190,True
2600,108.33666666666667,653.0,645.5,658.8201713562012,807.7639818191528,699.8747253417969,813.2000255584717,0.5874240398406982,617.7656173706055,802.327938079834,0.6079506278038025,652.7664184570312,633.3113479614258,300,149,True
2610,108.75333333333334,657.0,691.5,628.5863876342773,825.4932975769043,659.7323608398438,822.013463973999,0.5490990281105042,597.4404144287109,828.9731311798096,0.563612699508667,617.6363563537598,689.6134042739868,244,57,True
2620,109.17,645.0,684.5,629.8570442199707,785.7797813415527,668.4923553466797,791.3961124420166,0.5661290287971497,591.2217330932617,780.1634502410889,0.5666981935501099,612.2208976745605,679.4672513008118,270,71,True
2630,109.58666666666667,635.5,632.5,640.7854652404785,765.9080457687378,683.0979156494141,772.5198841094971,0.5262331962585449,598.473014831543,759.2962074279785,0.5248055458068848,647.5774002075195,599.3416857719421,297,175,True
2640,110.00500000000001,661.5,574.5,644.6006202697754,744.4065570831299,682.8382110595703,735.0209712982178,0.5092614889144897,606.3630294799805,753.792142868042,0.5005713105201721,653.6185455322266,527.4627757072449,315,291,True
2650,110.42166666666667,642.5,561.5,641.0555458068848,756.8277597427368,679.6139526367188,745.7002830505371,0.5255953073501587,602.4971389770508,767.9552364349365,0.5170744061470032,644.3986701965332,528.9515089988708,355,317,True
2660,110.83833333333334,825.5,580.5,,,,,,,,,791.694450378418,541.4589715003967,211,265,False
2670,111.25500000000001,,,,,,,,,,,,,,,False
2680,111.67166666666667,,,,,,,,,,,,,,,False
2690,112.08833333333334,,,,,,,,,,,,,,,False
2700,112.50500000000001,,,,,,,,,,,,,,,False
2710,112.92166666666667,,,,,,,,,,,,,,,False
2720,113.33833333333334,,,,,,,,,,,,,,,False
2730,113.75500000000001,,,,,,,,,,,,,,,False
