timestamp,frame_number,right_elbow_angle,right_elbow_state,left_elbow_angle,left_elbow_state,right_shoulder_angle,right_shoulder_state,left_shoulder_angle,left_shoulder_state,right_hip_angle,right_hip_state,left_hip_angle,left_hip_state,right_knee_angle,right_knee_state,left_knee_angle,left_knee_state,body_tilt_angle,neck_trunk_angle_angle,neck_trunk_angle_state,body_tilt_state,is_forward_leaning,forward_lean_score,forward_lean_ratio,avg_forward_lean_score,hip_center_x,hip_center_y,stay_duration,hip_confidence,is_long_stay,long_stay_alert
1.9166666666666667,46,117.44521263500097,STATIC,165.65948368795264,STATIC,52.60877590141684,STATIC,61.783764795112525,STATIC,133.86025139779233,STATIC,136.86844042775996,STATIC,117.3827424736266,STATIC,161.12189932208886,STATIC,132.47698427924834,101.82296786975448,HUNCH,FORWARD_TILT,False,0.14600010633554927,0.0,0.14600010633554927,1305.5831909179688,540.9208989143372,0.0,0.7860425114631653,False,
1.9583333333333335,47,116.1472928308161,STATIC,165.64659040151395,STATIC,54.850857258084105,STATIC,64.27560274180165,STATIC,130.38355357801586,STATIC,133.27883539458486,STATIC,116.33304853713373,STATIC,159.4887038906074,STATIC,130.72189785077504,122.25028767348071,HUNCH,FORWARD_TILT,False,0.10450625439054277,0.0,0.12525318036304603,1286.1832809448242,553.7805247306824,0.04166666666666674,0.7991268038749695,False,
2.001666666666667,48,112.89027003232418,STATIC,158.7354244261808,FLEXION,61.689547024847585,EXTENSION,67.60787251166622,STATIC,126.04877165414042,STATIC,131.380380966966,STATIC,114.90888246194845,STATIC,158.8134097644548,STATIC,129.6810672917968,108.64914825759081,HUNCH,FORWARD_TILT,False,0.1370439654458053,0.0,0.12918344205729912,1274.2694473266602,553.4891724586487,0.08500000000000019,0.8100298941135406,False,
2.085,50,116.26991999247504,STATIC,149.93766040004292,FLEXION,47.64031188937558,FLEXION,39.72593320925768,FLEXION,145.2193030442871,EXTENSION,156.57643672444055,EXTENSION,125.74732491651201,EXTENSION,149.79156767074016,FLEXION,165.85404199148934,115.56905682336131,HUNCH,UPRIGHT,False,0.40984654039253043,0.0,0.19934921664110694,1276.0693740844727,961.7152261734009,0.0,0.7294662594795227,False,
2.126666666666667,51,116.33504346347995,STATIC,147.91588244495952,STATIC,41.379079124731376,FLEXION,33.223427708991295,FLEXION,154.09074775014884,EXTENSION,166.81216011762672,EXTENSION,129.3170422176791,STATIC,153.6621725243037,STATIC,168.94592569101422,116.55045170096243,HUNCH,UPRIGHT,False,0.40766566288675016,0.0,0.24101250589023557,1222.2352600097656,955.8217477798462,0.0,0.6569760143756866,False,
2.1683333333333334,52,116.23633446148666,STATIC,148.8148375370996,STATIC,36.89340918311267,STATIC,27.579788555683574,FLEXION,160.8152873034738,EXTENSION,174.9365071626554,EXTENSION,132.0712546576795,STATIC,156.32274322339572,STATIC,172.27299216682835,112.18987588989751,HUNCH,UPRIGHT,False,0.2506891646891167,0.0,0.24262528235671577,1184.4866943359375,946.2723541259766,0.0,0.592752993106842,False,
2.21,53,112.73820314680141,STATIC,147.26947210156584,STATIC,37.15024057978262,STATIC,24.249839509294866,STATIC,166.51093714493794,EXTENSION,175.16233059845501,STATIC,135.06932803027894,STATIC,160.26360444483646,STATIC,175.5968010834314,109.35724875303596,HUNCH,UPRIGHT,False,0.09031722499325341,0.0,0.2208669884476497,1148.450050354004,924.8202610015869,0.0,0.536509782075882,False,
2.251666666666667,54,111.16365006042304,STATIC,148.34258787966147,STATIC,35.91080923798172,STATIC,23.904647925128856,STATIC,168.84334689916284,STATIC,170.27001796333656,STATIC,136.62444880641195,STATIC,162.8150123932438,STATIC,179.00812778812417,111.1839558921998,HUNCH,UPRIGHT,False,0.08625787579511153,0.0,0.20404084936608244,0,0,0.0,0.0,False,
2.2933333333333334,55,111.76211391402096,STATIC,158.1688917633227,EXTENSION,33.46043390252098,STATIC,23.15739147299532,STATIC,164.2931878584123,STATIC,173.7453597792997,STATIC,129.9481654119884,FLEXION,155.89095704818692,FLEXION,179.56660200528856,111.5609744094729,HUNCH,UPRIGHT,False,0.08542005686783798,0.0,0.19086076131072194,0,0,0.0,0.0,False,
2.335,56,110.27734287965762,STATIC,160.45638242897215,STATIC,30.896451926326048,STATIC,23.383426633259017,STATIC,164.09836651743066,STATIC,174.39743185220678,STATIC,128.54230359773462,STATIC,151.1336490287833,STATIC,178.9068109390545,113.63450427199608,HUNCH,UPRIGHT,False,0.0808122127288976,0.0,0.17985590645253952,0,0,0.0,0.0,False,
2.376666666666667,57,108.93217241397622,STATIC,163.17080649423053,STATIC,27.952779566565667,STATIC,23.128023376835817,STATIC,162.63754374921862,STATIC,172.90809118017106,STATIC,124.48197528965292,STATIC,144.60411938521008,FLEXION,179.30774458956603,117.0924536105071,HUNCH,UPRIGHT,False,0.07312788086553974,0.0,0.17015335867190318,0,0,0.0,0.0,False,
2.4183333333333334,58,107.80598576099645,STATIC,155.63170135022858,FLEXION,27.378127985233355,STATIC,22.646120311126243,STATIC,150.66642061037734,FLEXION,165.60727273482428,FLEXION,110.45968623094805,FLEXION,127.97179027101194,FLEXION,178.05913285857557,119.60170147879984,HUNCH,UPRIGHT,False,0.06755177449155592,0.0,0.16160322665687424,0,0,0.0,0.0,False,
2.46,59,111.1116823290595,STATIC,149.09788017269918,FLEXION,26.781650259479687,STATIC,10.599792299287854,FLEXION,152.3902863918293,STATIC,159.96152867761663,FLEXION,111.45262058999553,STATIC,126.46366226842429,STATIC,175.3218926241144,124.18377160269691,HUNCH,UPRIGHT,False,0.224036063105118,0.0,0.1664057525375084,0,0,0.0,0.0,False,
2.501666666666667,60,112.42427712202074,STATIC,142.347242811938,FLEXION,25.707174149758753,STATIC,7.4824311867967275,STATIC,118.87866183948962,FLEXION,105.20876096156817,FLEXION,87.14511703698757,FLEXION,93.39804188165346,FLEXION,176.2716755355093,123.80597518712416,HUNCH,UPRIGHT,False,0.058208944028612986,0.0,0.1586774090725873,0,0,0.0,0.0,False,
2.5433333333333334,61,114.27971299616324,STATIC,145.61372561298572,STATIC,25.45719276809267,STATIC,8.870379777107793,STATIC,125.99315177695803,EXTENSION,115.07792477799012,EXTENSION,89.39875914794231,STATIC,98.64134437850515,EXTENSION,177.5023983870236,127.3420918654338,HUNCH,UPRIGHT,False,0.05035090696570266,0.0,0.15145564226546165,0,0,0.0,0.0,False,
