frame_number,timestamp,YOLO_Simple_processing_time_ms,YOLO_Simple_fps,YOLO_Simple_track_count,YOLO_Simple_detection_count,YOLO_Simple_id_switches,YOLO_Advanced_processing_time_ms,YOLO_Advanced_fps,YOLO_Advanced_track_count,YOLO_Advanced_detection_count,YOLO_Advanced_id_switches,ByteTrack_processing_time_ms,ByteTrack_fps,ByteTrack_track_count,ByteTrack_detection_count,ByteTrack_id_switches
0,1748170189.0440772,93.0941104888916,10.75027040327252,6,6,0,53.52902412414551,18.694026724191723,6,6,0,49.552202224731445,20.195896591407013,3,6,0
1,1748170189.246271,33.299922943115234,15.837214000230329,6,6,0,38.39111328125,21.77411383599477,6,6,0,34.030914306640625,23.946925492435057,3,6,0
2,1748170189.355297,33.59794616699219,18.768196313454787,6,5,0,37.36710548400879,23.22174587854036,6,5,0,34.474849700927734,25.433280376438628,3,5,0
3,1748170189.4638941,33.35690498352051,20.707371591140515,5,5,0,36.38505935668945,24.161676793308494,5,5,0,34.24787521362305,26.285576412379147,4,5,1
4,1748170189.570295,32.90081024169922,22.12075983574654,5,5,0,39.65592384338379,24.368572049402914,5,5,0,38.62786293029785,26.20948572142723,4,5,0
5,1748170189.683659,35.93182563781738,22.906967895795596,5,5,0,38.32602500915527,24.6423466305277,5,5,0,35.674095153808594,26.500857708796016,4,5,0
6,1748170189.7965178,33.521175384521484,23.696518015247708,5,5,0,37.554025650024414,24.909963093369534,5,5,0,34.49821472167969,26.83228523983992,4,5,0
7,1748170189.9040651,32.814741134643555,24.376949353496812,5,5,0,38.880109786987305,25.010459028514866,5,5,0,34.36017036437988,27.100589269099554,4,5,0
8,1748170190.012403,33.48708152770996,24.88718705374626,5,5,0,37.03784942626953,25.218547576800567,5,5,0,34.127235412597656,27.331400160301314,4,5,0
9,1748170190.119416,35.962820053100586,25.15363957698891,5,5,0,43.42484474182129,24.982571839046226,5,5,0,33.95485877990723,27.531868749327177,4,5,0
10,1748170190.234965,34.2860221862793,25.474594613695892,5,5,0,38.632869720458984,25.06344665589612,5,5,0,34.87586975097656,27.63406888670338,4,5,0
11,1748170190.344921,33.94722938537598,25.767283941768763,5,5,0,37.754058837890625,25.177544146800333,5,5,0,34.874916076660156,27.71967966726459,4,5,0
12,1748170190.4537191,33.52189064025879,26.042046723463844,5,5,0,37.69493103027344,25.277855455378237,5,5,0,35.31384468078613,27.767539968772564,4,5,0
13,1748170190.5645282,33.65206718444824,26.275737424550435,6,6,1,38.01298141479492,25.34991143542816,6,6,1,34.98196601867676,27.82611596597002,4,6,0
14,1748170190.673995,34.50608253479004,26.44193283201953,7,6,1,39.24298286437988,25.35984711833294,7,6,1,33.63990783691406,27.946786352509097,4,6,0
15,1748170190.78406,34.51204299926758,26.588719314093726,7,7,1,40.94886779785156,25.30007886851578,7,7,1,34.358978271484375,28.01815637326778,4,7,0
16,1748170190.896972,33.528804779052734,26.76103346294156,7,5,0,38.6049747467041,25.33572537436046,7,5,0,34.73997116088867,28.063407100474343,4,5,1
17,1748170191.006892,33.27488899230957,26.926359113361983,5,5,0,38.12098503112793,25.384963931970052,5,5,0,34.64508056640625,28.10804274352618,4,5,0
18,1748170191.1157749,33.960819244384766,27.049619280595955,5,4,0,36.45014762878418,25.4860766739956,5,4,0,35.414934158325195,28.11594419696881,4,4,0
19,1748170191.224417,34.58976745605469,27.138236453055352,5,4,1,35.67910194396973,25.60310975271044,5,4,1,33.75101089477539,28.189222402825976,3,4,0
20,1748170191.331103,33.31875801086426,27.264032805843044,5,5,1,37.30893135070801,25.658601099632893,5,5,1,33.99920463562012,28.24622856127654,4,5,0
21,1748170191.438487,34.72495079040527,27.331408255757093,6,6,0,38.36488723754883,25.677656731631615,6,6,0,33.20503234863281,28.327555137228323,4,6,0
22,1748170191.547661,34.291982650756836,27.40722499160473,6,4,0,38.26093673706055,25.69800282316036,6,4,0,33.68091583251953,28.38542197531881,4,4,0
23,1748170191.6567008,32.83286094665527,27.52307189640771,4,4,0,35.13479232788086,25.803056277837477,4,4,0,34.79504585266113,28.40097958446659,4,4,0
24,1748170191.762469,33.05411338806152,27.624135606365762,5,5,1,36.39483451843262,25.86670620191047,5,5,1,33.432960510253906,28.459274703424825,4,5,0
25,1748170191.8692648,33.950090408325195,27.691368391864238,6,6,0,37.82486915588379,25.888853885669885,6,6,0,33.03408622741699,28.525836161234995,4,6,0
26,1748170191.9770482,33.10799598693848,27.779675390063005,6,6,0,37.94717788696289,25.906360184354227,6,6,0,34.734249114990234,28.53644055389511,4,6,0
