frame_number,timestamp,YOLO_Simple_processing_time_ms,YOLO_Simple_fps,YOLO_Simple_track_count,YOLO_Simple_detection_count,YOLO_Simple_id_switches,ByteTrack_processing_time_ms,ByteTrack_fps,ByteTrack_track_count,ByteTrack_detection_count,ByteTrack_id_switches
247,1748166620.1831412,32.72104263305664,30.614314840857006,2,2,0,34.2860221862793,30.256403350998852,2,2,0
248,1748166620.250497,32.171010971069336,30.622719038055866,2,2,0,34.252166748046875,30.240086286867303,2,2,0
249,1748166620.317284,32.46903419494629,30.618598318800164,2,2,0,33.798933029174805,30.188205572969334,2,2,0
250,1748166620.383883,32.5009822845459,30.61419566556598,3,3,0,32.45902061462402,30.18528709448207,2,3,0
251,1748166620.449163,32.758235931396484,30.606756495437413,3,2,0,33.068180084228516,30.160773893046557,2,2,0
252,1748166620.5153332,32.79399871826172,30.60833487596398,3,3,1,33.31494331359863,30.1412815080759,2,3,0
253,1748166620.581766,33.22601318359375,30.610888921325355,3,3,0,32.44471549987793,30.189603456077577,2,3,0
254,1748166620.647784,32.94515609741211,30.579562463500757,3,3,0,33.24699401855469,30.15610440704483,2,3,0
255,1748166620.714305,32.605886459350586,30.566228587336266,3,2,0,33.7069034576416,30.159190731910172,2,2,0
256,1748166620.780962,32.2418212890625,30.57685760629864,2,2,0,31.77618980407715,30.227903603470935,2,2,0
257,1748166620.8453178,33.495187759399414,30.538387553123403,2,2,0,37.85109519958496,30.067370688851796,2,2,0
258,1748166620.91733,38.6960506439209,30.422901353965187,2,2,0,36.99612617492676,29.94395731332074,2,2,0
259,1748166620.993332,33.43319892883301,30.423335342549617,3,3,0,34.67106819152832,29.886895491567216,2,3,0
260,1748166621.061773,32.874107360839844,30.42207019005525,3,3,0,34.18588638305664,29.872917540627142,2,3,0
261,1748166621.129164,33.14971923828125,30.399756085127642,3,3,0,34.08479690551758,29.875087877248927,2,3,0
262,1748166621.1967402,32.852888107299805,30.39098934556871,3,3,0,33.078908920288086,29.86390621580864,2,3,0
263,1748166621.2630029,33.16807746887207,30.37000350453417,3,3,0,32.60612487792969,29.8744353245885,2,3,0
264,1748166621.329103,31.596899032592773,30.397486820738365,3,3,0,33.029794692993164,29.89471323397344,2,3,0
265,1748166621.394075,32.56702423095703,30.384274536867782,3,3,0,33.96892547607422,29.859370706335792,2,3,0
266,1748166621.4609432,35.72797775268555,30.31070922448799,3,3,0,33.12087059020996,29.84014553308893,2,3,0
267,1748166621.53014,32.18507766723633,30.325538485119946,3,2,0,33.876895904541016,29.811061040013627,2,2,0
268,1748166621.596544,32.27496147155762,30.336154328519488,2,2,0,34.04092788696289,29.752463822945234,2,2,0
269,1748166621.663203,33.13803672790527,30.313016668541717,2,2,0,32.53602981567383,29.75942307514928,2,2,0
270,1748166621.729221,32.41610527038574,30.301344316995262,2,2,0,32.61590003967285,29.77156205614734,2,2,0
271,1748166621.79459,34.27720069885254,30.274216595333414,3,3,1,34.32178497314453,29.774901307686466,2,3,0
272,1748166621.863508,32.16695785522461,30.26902405710236,3,3,0,34.34896469116211,29.764857636029756,2,3,0
273,1748166621.930368,32.0587158203125,30.280022986315057,3,2,0,33.660888671875,29.723009284991626,2,2,0
274,1748166621.996418,32.5779914855957,30.302927842499773,3,3,1,32.17792510986328,29.74836297748608,2,3,0
275,1748166622.0615208,32.58800506591797,30.32002147452286,3,2,0,33.09798240661621,29.733502493089976,1,2,0
276,1748166622.127531,33.766984939575195,30.291613283433552,2,2,0,32.70888328552246,29.75164074955838,2,2,1
277,1748166622.194326,32.44781494140625,30.300067400843826,3,3,1,32.453060150146484,29.805581355025257,2,3,0
278,1748166622.2595599,32.69195556640625,30.28425715444405,3,2,0,33.6148738861084,29.824189404718478,2,2,0
279,1748166622.326208,32.837867736816406,30.273073064403206,2,2,0,32.347917556762695,29.86715278568987,2,2,0
280,1748166622.391711,32.610177993774414,30.269963388556413,3,3,0,32.85932540893555,29.855084499045358,2,3,0
281,1748166622.457515,32.73916244506836,30.270604206255328,3,2,0,33.64896774291992,29.83777508188076,2,2,0
282,1748166622.5242429,32.179832458496094,30.28926534958914,3,3,1,32.62186050415039,29.85836457690665,2,3,0
283,1748166622.58937,33.177852630615234,30.290913240228384,3,3,0,32.711029052734375,29.85060832041411,2,3,0
284,1748166622.655593,33.4782600402832,30.274493386505945,3,3,0,33.01095962524414,29.857620651566506,2,3,0
285,1748166622.722429,31.911134719848633,30.29573398507859,3,3,0,33.258914947509766,29.870974434891476,2,3,0
286,1748166622.787926,32.65976905822754,30.28303998313399,3,3,0,32.61518478393555,29.845956500453514,2,3,0
287,1748166622.853546,32.64570236206055,30.30908108139357,3,3,0,32.04798698425293,30.01755549040269,2,3,0
288,1748166622.918558,31.665802001953125,30.525896733296214,3,2,0,33.36191177368164,30.127136783855974,2,2,0
289,1748166622.983948,32.42802619934082,30.556898080387814,2,2,0,33.712148666381836,30.156140543025224,2,2,0
290,1748166623.050426,32.228946685791016,30.576917048566923,3,3,0,33.43510627746582,30.17867734300107,2,3,0
291,1748166623.116406,32.643795013427734,30.592595582167817,3,3,0,36.05985641479492,30.11875724968799,2,3,0
292,1748166623.185449,32.69600868225098,30.597587240695006,3,3,0,33.46109390258789,30.107205178580784,2,3,0
293,1748166623.251956,32.5779914855957,30.616110030927764,3,3,0,32.28425979614258,30.116875740630686,2,3,0
294,1748166623.317182,33.00189971923828,30.57245951969584,3,2,0,32.38224983215332,30.136661362436662,2,2,0
295,1748166623.382907,33.432960510253906,30.54555623742533,2,2,0,33.7679386138916,30.143476573542166,2,2,0
296,1748166623.4504561,31.91089630126953,30.664585141792106,2,2,0,33.54907035827637,30.130462486557576,2,2,0
297,1748166623.5162292,32.30690956115723,30.660864056141723,2,2,0,33.251285552978516,30.14935572463188,2,2,0
298,1748166623.5821152,32.2418212890625,30.661872694952077,2,2,0,32.83500671386719,30.185815710024144,2,2,0
299,1748166623.6475022,32.58395195007324,30.67908955392004,2,2,0,32.67788887023926,30.18148595266633,2,2,0
