Frame,Time,Detection_Time_ms,Tracking_Time_ms,Total_Time_ms,Objects_Detected,Objects_Tracked,FPS,YOLO_Preprocess_ms,YOLO_Inference_ms,YOLO_Postprocess_ms,CUDA_Used,Notes
961,205.115,240.6,23.2,263.8,1,1,4.7,0.0,0.0,0.0,Yes,
962,205.400,237.0,21.5,258.5,1,1,4.7,0.0,0.0,0.0,Yes,
963,205.678,239.0,13.7,252.7,1,1,4.7,0.0,0.0,0.0,Yes,
964,205.948,184.7,58.9,243.6,1,1,4.7,0.0,0.0,0.0,Yes,
965,206.224,214.9,36.3,251.2,1,1,4.7,0.0,0.0,0.0,Yes,
966,206.522,256.1,17.8,273.9,1,1,4.7,0.0,0.0,0.0,Yes,
967,206.807,238.6,16.6,255.2,1,1,4.7,0.0,0.0,0.0,Yes,
968,207.103,247.7,21.2,268.9,1,1,4.7,0.0,0.0,0.0,Yes,
969,207.376,234.6,12.0,246.6,1,1,4.7,0.0,0.0,0.0,Yes,
970,207.698,243.2,50.9,294.1,1,1,4.7,0.0,0.0,0.0,Yes,
971,207.979,232.8,21.9,254.7,1,1,4.7,0.0,0.0,0.0,Yes,
972,208.266,246.5,13.2,259.7,1,1,4.7,0.0,0.0,0.0,Yes,
973,208.574,253.1,22.9,276.0,1,1,4.7,0.0,0.0,0.0,Yes,
974,208.869,245.1,23.2,268.3,1,1,4.7,0.0,0.0,0.0,Yes,
975,209.147,230.3,23.1,253.4,1,1,4.7,0.0,0.0,0.0,Yes,
976,209.432,240.5,20.6,261.0,1,1,4.7,0.0,0.0,0.0,Yes,
977,209.692,185.9,49.0,234.9,1,1,4.7,0.0,0.0,0.0,Yes,
978,210.024,251.4,54.8,306.2,1,1,4.7,0.0,0.0,0.0,Yes,
979,210.309,238.1,22.0,260.1,1,1,4.7,0.0,0.0,0.0,Yes,
980,210.595,241.2,19.9,261.1,1,1,4.7,0.0,0.0,0.0,Yes,
981,210.876,204.8,51.5,256.4,1,1,4.7,0.0,0.0,0.0,Yes,
982,211.175,239.8,35.3,275.0,1,1,4.7,0.0,0.0,0.0,Yes,
983,211.481,248.5,32.2,280.7,1,1,4.6,0.0,0.0,0.0,Yes,
984,211.807,254.9,45.3,300.2,1,1,4.6,0.0,0.0,0.0,Yes,
985,212.090,211.5,47.7,259.2,1,1,4.6,0.0,0.0,0.0,Yes,
986,212.380,250.0,13.7,263.7,1,1,4.6,0.0,0.0,0.0,Yes,
987,212.666,249.9,12.4,262.3,1,1,4.6,0.0,0.0,0.0,Yes,
988,212.954,234.6,28.3,262.9,1,1,4.6,0.0,0.0,0.0,Yes,
989,213.218,209.1,29.3,238.4,1,1,4.6,0.0,0.0,0.0,Yes,
990,213.519,253.7,21.4,275.1,1,1,4.6,0.0,0.0,0.0,Yes,
991,213.806,182.5,79.8,262.3,1,1,4.6,0.0,0.0,0.0,Yes,
992,214.082,191.3,58.4,249.8,1,1,4.6,0.0,0.0,0.0,Yes,
993,214.364,240.8,17.1,257.9,1,1,4.6,0.0,0.0,0.0,Yes,
994,214.635,219.0,26.3,245.3,1,1,4.6,0.0,0.0,0.0,Yes,
995,214.931,256.6,15.5,272.2,1,1,4.6,0.0,0.0,0.0,Yes,
996,215.192,186.7,50.0,236.7,1,1,4.6,0.0,0.0,0.0,Yes,
997,215.464,226.8,21.0,247.8,1,1,4.6,0.0,0.0,0.0,Yes,
998,215.751,246.6,13.1,259.7,1,1,4.6,0.0,0.0,0.0,Yes,
999,216.042,253.3,12.9,266.2,1,1,4.6,0.0,0.0,0.0,Yes,
1000,216.329,246.8,15.8,262.7,1,1,4.6,0.0,0.0,0.0,Yes,
1001,216.612,242.3,16.3,258.6,1,1,4.6,0.0,0.0,0.0,Yes,
1002,216.891,185.8,68.5,254.3,1,1,4.6,0.0,0.0,0.0,Yes,
1003,217.170,235.5,19.6,255.1,1,1,4.6,0.0,0.0,0.0,Yes,
1004,217.451,241.6,14.4,256.0,1,1,4.6,0.0,0.0,0.0,Yes,
1005,217.741,242.8,22.8,265.6,1,1,4.6,0.0,0.0,0.0,Yes,
1006,218.007,208.6,34.3,242.9,1,1,4.6,0.0,0.0,0.0,Yes,
1007,218.268,176.0,62.0,238.0,1,1,4.6,0.0,0.0,0.0,Yes,
1008,218.550,235.8,21.2,257.0,1,1,4.6,0.0,0.0,0.0,Yes,
1009,218.809,182.4,53.1,235.5,1,1,4.6,0.0,0.0,0.0,Yes,
1010,219.092,246.1,11.4,257.6,1,1,4.6,0.0,0.0,0.0,Yes,
1011,219.364,172.4,74.5,246.9,1,1,4.6,0.0,0.0,0.0,Yes,
1012,219.651,251.7,11.5,263.1,1,1,4.6,0.0,0.0,0.0,Yes,
1013,219.892,151.6,64.9,216.5,1,1,4.6,0.0,0.0,0.0,Yes,
1014,220.182,250.8,13.9,264.8,1,1,4.6,0.0,0.0,0.0,Yes,
1015,220.448,184.4,57.0,241.5,1,1,4.6,0.0,0.0,0.0,Yes,
1016,220.717,201.8,43.3,245.1,1,1,4.6,0.0,0.0,0.0,Yes,
1017,221.013,248.1,21.1,269.2,1,1,4.6,0.0,0.0,0.0,Yes,
1018,221.293,241.9,13.2,255.1,1,1,4.6,0.0,0.0,0.0,Yes,
1019,221.574,222.6,33.3,255.9,1,1,4.6,0.0,0.0,0.0,Yes,
1020,221.862,239.3,25.4,264.7,1,1,4.6,0.0,0.0,0.0,Yes,
1021,222.072,124.0,60.7,184.7,1,1,4.6,0.0,0.0,0.0,Yes,
1022,222.353,228.6,25.7,254.3,1,1,4.6,0.0,0.0,0.0,Yes,
1023,222.597,153.9,64.4,218.3,1,1,4.6,0.0,0.0,0.0,Yes,
1024,222.866,205.6,39.5,245.1,1,1,4.6,0.0,0.0,0.0,Yes,
1025,223.146,204.6,50.9,255.5,1,1,4.6,0.0,0.0,0.0,Yes,
1026,223.432,246.0,14.6,260.6,1,1,4.6,0.0,0.0,0.0,Yes,
1027,223.644,145.6,42.1,187.7,1,1,4.6,0.0,0.0,0.0,Yes,
1028,223.929,223.7,36.6,260.4,1,1,4.6,0.0,0.0,0.0,Yes,
1029,224.171,152.1,66.2,218.3,1,1,4.6,0.0,0.0,0.0,Yes,
1030,224.394,144.7,53.5,198.2,1,1,4.6,0.0,0.0,0.0,Yes,
1031,224.569,107.7,42.9,150.6,1,1,4.6,0.0,0.0,0.0,Yes,
1032,224.728,100.8,33.9,134.7,1,1,4.6,0.0,0.0,0.0,Yes,
1033,224.960,155.8,50.9,206.7,1,1,4.6,0.0,0.0,0.0,Yes,
1034,225.216,155.2,74.7,229.9,1,1,4.6,0.0,0.0,0.0,Yes,
1035,225.484,169.0,74.4,243.4,1,1,4.6,0.0,0.0,0.0,Yes,
1036,225.761,161.2,92.0,253.1,1,1,4.6,0.0,0.0,0.0,Yes,
1037,226.048,243.6,18.4,262.0,1,1,4.6,0.0,0.0,0.0,Yes,
1038,226.332,244.2,14.9,259.1,1,1,4.6,0.0,0.0,0.0,Yes,
1039,226.535,118.1,59.0,177.2,1,1,4.6,0.0,0.0,0.0,Yes,
1040,226.818,216.3,42.5,258.8,1,1,4.6,0.0,0.0,0.0,Yes,
1041,227.137,245.9,48.7,294.6,1,1,4.6,0.0,0.0,0.0,Yes,
1042,227.425,248.3,14.1,262.4,1,1,4.6,0.0,0.0,0.0,Yes,
1043,227.632,125.0,56.1,181.1,1,1,4.6,0.0,0.0,0.0,Yes,
1044,227.908,177.7,73.1,250.8,1,1,4.6,0.0,0.0,0.0,Yes,
1045,228.183,167.0,82.7,249.7,1,1,4.6,0.0,0.0,0.0,Yes,
1046,228.451,164.0,77.5,241.4,1,1,4.6,0.0,0.0,0.0,Yes,
1047,228.712,191.5,44.6,236.0,1,1,4.6,0.0,0.0,0.0,Yes,
1048,228.986,198.2,50.4,248.7,1,1,4.6,0.0,0.0,0.0,Yes,
1049,229.338,252.1,74.0,326.2,1,1,4.6,0.0,0.0,0.0,Yes,
1050,229.588,196.2,27.2,223.4,1,1,4.6,0.0,0.0,0.0,Yes,
1051,229.887,248.4,25.2,273.6,1,1,4.6,0.0,0.0,0.0,Yes,
1052,230.161,181.0,66.9,247.9,1,1,4.6,0.0,0.0,0.0,Yes,
1053,230.362,130.6,45.1,175.7,1,1,4.6,0.0,0.0,0.0,Yes,
1054,230.610,155.4,67.1,222.5,1,1,4.6,0.0,0.0,0.0,Yes,
1055,230.841,153.7,52.7,206.4,1,1,4.6,0.0,0.0,0.0,Yes,
1056,231.070,124.5,79.6,204.1,1,1,4.6,0.0,0.0,0.0,Yes,
1057,231.229,96.7,36.3,133.0,1,1,4.6,0.0,0.0,0.0,Yes,
1058,231.509,126.2,122.8,249.0,1,1,4.6,0.0,0.0,0.0,Yes,
1059,231.783,157.7,89.6,247.3,1,1,4.6,0.0,0.0,0.0,Yes,
1060,232.055,150.8,96.9,247.8,1,1,4.6,0.0,0.0,0.0,Yes,
1061,232.320,178.1,62.0,240.1,1,1,4.6,0.0,0.0,0.0,Yes,
1062,232.603,197.0,60.5,257.5,1,1,4.6,0.0,0.0,0.0,Yes,
1063,232.862,141.0,92.9,233.9,1,1,4.6,0.0,0.0,0.0,Yes,
1064,233.137,124.0,126.1,250.1,1,1,4.6,0.0,0.0,0.0,Yes,
1065,233.418,165.7,89.3,255.0,1,1,4.6,0.0,0.0,0.0,Yes,
1066,233.702,179.6,79.7,259.4,1,1,4.6,0.0,0.0,0.0,Yes,
1067,233.983,184.7,70.6,255.3,1,1,4.6,0.0,0.0,0.0,Yes,
1068,234.267,182.9,75.2,258.1,1,1,4.6,0.0,0.0,0.0,Yes,
1069,234.552,151.5,109.0,260.5,1,1,4.6,0.0,0.0,0.0,Yes,
1070,234.802,193.6,29.2,222.7,1,1,4.6,0.0,0.0,0.0,Yes,
1071,235.058,144.7,85.7,230.4,1,1,4.6,0.0,0.0,0.0,Yes,
1072,235.332,158.5,90.4,248.9,1,1,4.6,0.0,0.0,0.0,Yes,
1073,235.619,200.5,62.6,263.1,1,1,4.6,0.0,0.0,0.0,Yes,
1074,235.896,237.1,14.7,251.8,1,1,4.6,0.0,0.0,0.0,Yes,
1075,236.160,169.8,70.2,240.1,1,1,4.6,0.0,0.0,0.0,Yes,
1076,236.423,207.0,30.6,237.6,1,1,4.6,0.0,0.0,0.0,Yes,
1077,236.736,239.7,47.5,287.2,1,1,4.5,0.0,0.0,0.0,Yes,
1078,236.998,149.5,89.0,238.5,1,1,4.5,0.0,0.0,0.0,Yes,
1079,237.281,199.8,58.0,257.8,1,1,4.5,0.0,0.0,0.0,Yes,
1080,237.578,254.3,16.5,270.9,1,1,4.5,0.0,0.0,0.0,Yes,
1081,237.844,172.1,68.8,240.9,1,1,4.5,0.0,0.0,0.0,Yes,
1082,238.141,244.6,26.1,270.8,1,1,4.5,0.0,0.0,0.0,Yes,
1083,238.421,224.8,29.5,254.4,1,1,4.5,0.0,0.0,0.0,Yes,
1084,238.698,210.6,41.6,252.1,1,1,4.5,0.0,0.0,0.0,Yes,
1085,238.981,237.0,19.8,256.8,1,1,4.5,0.0,0.0,0.0,Yes,
1086,239.265,242.0,16.4,258.4,1,1,4.5,0.0,0.0,0.0,Yes,
1087,239.508,185.9,29.5,215.5,1,1,4.5,0.0,0.0,0.0,Yes,
1088,239.766,175.5,57.6,233.1,1,1,4.5,0.0,0.0,0.0,Yes,
1089,240.048,241.8,16.6,258.4,1,1,4.5,0.0,0.0,0.0,Yes,
1090,240.328,241.8,13.0,254.9,1,1,4.5,0.0,0.0,0.0,Yes,
1091,240.616,242.5,20.5,263.0,1,1,4.5,0.0,0.0,0.0,Yes,
1092,240.895,234.5,19.9,254.5,1,1,4.5,0.0,0.0,0.0,Yes,
1093,241.195,233.7,41.2,274.9,1,1,4.5,0.0,0.0,0.0,Yes,
1094,241.499,253.8,23.5,277.3,1,1,4.5,0.0,0.0,0.0,Yes,
1095,241.782,245.6,11.4,257.0,1,1,4.5,0.0,0.0,0.0,Yes,
1096,242.060,234.4,18.0,252.4,1,1,4.5,0.0,0.0,0.0,Yes,
1097,242.342,226.4,31.1,257.5,1,1,4.5,0.0,0.0,0.0,Yes,
1098,242.609,222.9,19.4,242.3,1,1,4.5,0.0,0.0,0.0,Yes,
1099,242.887,236.2,16.1,252.3,1,1,4.5,0.0,0.0,0.0,Yes,
1100,243.165,210.8,42.0,252.9,1,1,4.5,0.0,0.0,0.0,Yes,
1101,243.446,245.6,11.0,256.6,1,1,4.5,0.0,0.0,0.0,Yes,
1102,243.725,215.6,39.3,254.9,1,1,4.5,0.0,0.0,0.0,Yes,
1103,243.989,174.9,63.5,238.4,2,1,4.5,0.0,0.0,0.0,Yes,
1104,244.068,39.3,14.1,53.4,2,1,4.5,0.0,0.0,0.0,Yes,
1105,244.146,37.6,14.6,52.2,2,2,4.5,0.0,0.0,0.0,Yes,
1106,244.219,35.2,11.2,46.4,1,1,4.5,0.0,0.0,0.0,Yes,
1107,244.507,247.7,13.6,261.3,1,1,4.5,0.0,0.0,0.0,Yes,
1108,244.799,255.3,11.2,266.6,1,1,4.5,0.0,0.0,0.0,Yes,
1109,245.071,217.5,29.3,246.8,1,1,4.5,0.0,0.0,0.0,Yes,
1110,245.340,197.5,46.4,244.0,1,1,4.5,0.0,0.0,0.0,Yes,
1111,245.628,248.8,15.6,264.4,2,2,4.5,0.0,0.0,0.0,Yes,
1112,245.709,39.0,16.1,55.1,2,2,4.5,0.0,0.0,0.0,Yes,
1113,245.792,43.4,14.3,57.6,2,2,4.5,0.0,0.0,0.0,Yes,
1114,245.872,38.4,16.1,54.5,2,2,4.5,0.0,0.0,0.0,Yes,
1115,245.952,40.6,13.7,54.3,2,2,4.5,0.0,0.0,0.0,Yes,
1116,246.032,37.7,16.8,54.5,2,2,4.5,0.0,0.0,0.0,Yes,
1117,246.111,37.1,16.3,53.4,2,2,4.5,0.0,0.0,0.0,Yes,
1118,246.193,40.0,14.3,54.3,2,2,4.5,0.0,0.0,0.0,Yes,
1119,246.274,39.7,15.8,55.6,2,2,4.5,0.0,0.0,0.0,Yes,
1120,246.361,43.3,17.2,60.5,2,2,4.5,0.0,0.0,0.0,Yes,
1121,246.443,40.2,16.9,57.1,2,2,4.5,0.0,0.0,0.0,Yes,
1122,246.539,47.0,23.3,70.3,2,2,4.6,0.0,0.0,0.0,Yes,
1123,246.629,44.7,19.5,64.1,2,2,4.6,0.0,0.0,0.0,Yes,
1124,246.719,49.1,15.7,64.8,2,2,4.6,0.0,0.0,0.0,Yes,
1125,246.800,39.0,16.0,55.1,2,2,4.6,0.0,0.0,0.0,Yes,
1126,246.918,53.3,38.0,91.3,2,2,4.6,0.0,0.0,0.0,Yes,
1127,246.999,36.5,19.0,55.5,1,1,4.6,0.0,0.0,0.0,Yes,
1128,247.274,218.5,32.1,250.6,1,1,4.6,0.0,0.0,0.0,Yes,
1129,247.578,241.6,34.7,276.3,1,1,4.6,0.0,0.0,0.0,Yes,
1130,247.812,135.1,72.3,207.4,1,1,4.6,0.0,0.0,0.0,Yes,
1131,248.083,189.8,56.8,246.6,1,1,4.6,0.0,0.0,0.0,Yes,
1132,248.375,252.6,15.1,267.7,1,1,4.6,0.0,0.0,0.0,Yes,
1133,248.676,255.3,21.1,276.4,1,1,4.6,0.0,0.0,0.0,Yes,
1134,248.959,245.9,11.8,257.7,1,1,4.6,0.0,0.0,0.0,Yes,
1135,249.244,248.6,13.0,261.7,1,1,4.6,0.0,0.0,0.0,Yes,
1136,249.526,208.7,47.7,256.4,1,1,4.6,0.0,0.0,0.0,Yes,
1137,249.818,251.8,14.4,266.2,1,1,4.6,0.0,0.0,0.0,Yes,
1138,250.060,183.5,34.4,217.9,1,1,4.6,0.0,0.0,0.0,Yes,
1139,250.350,245.6,20.9,266.6,1,1,4.5,0.0,0.0,0.0,Yes,
1140,250.629,199.2,55.5,254.7,1,1,4.5,0.0,0.0,0.0,Yes,
1141,250.909,238.1,16.9,255.0,1,1,4.5,0.0,0.0,0.0,Yes,
1142,251.197,247.5,14.0,261.5,1,1,4.5,0.0,0.0,0.0,Yes,
1143,251.475,238.6,13.9,252.5,1,1,4.5,0.0,0.0,0.0,Yes,
1144,251.746,189.2,56.3,245.4,1,1,4.5,0.0,0.0,0.0,Yes,
1145,252.038,245.2,23.3,268.5,1,1,4.5,0.0,0.0,0.0,Yes,
1146,252.327,245.7,19.1,264.8,1,1,4.5,0.0,0.0,0.0,Yes,
1147,252.619,246.9,21.0,267.9,1,1,4.5,0.0,0.0,0.0,Yes,
1148,252.902,239.0,18.6,257.6,1,1,4.5,0.0,0.0,0.0,Yes,
1149,253.193,253.1,14.3,267.4,1,1,4.5,0.0,0.0,0.0,Yes,
1150,253.490,248.9,23.2,272.1,1,1,4.5,0.0,0.0,0.0,Yes,
1151,253.747,188.6,44.2,232.8,1,1,4.5,0.0,0.0,0.0,Yes,
1152,254.028,218.9,36.5,255.4,1,1,4.5,0.0,0.0,0.0,Yes,
1153,254.308,238.1,18.1,256.2,1,1,4.5,0.0,0.0,0.0,Yes,
1154,254.578,173.1,69.1,242.2,1,1,4.5,0.0,0.0,0.0,Yes,
1155,254.860,236.7,21.1,257.8,1,1,4.5,0.0,0.0,0.0,Yes,
1156,255.167,237.9,44.3,282.2,1,1,4.5,0.0,0.0,0.0,Yes,
1157,255.435,182.3,60.1,242.5,1,1,4.5,0.0,0.0,0.0,Yes,
1158,255.726,251.4,16.5,267.9,2,1,4.5,0.0,0.0,0.0,Yes,
1159,255.808,39.4,17.3,56.6,2,1,4.5,0.0,0.0,0.0,Yes,
1160,255.882,36.0,13.2,49.2,1,1,4.5,0.0,0.0,0.0,Yes,
1161,256.157,151.7,99.0,250.6,1,1,4.5,0.0,0.0,0.0,Yes,
1162,256.472,245.0,45.1,290.1,1,1,4.5,0.0,0.0,0.0,Yes,
1163,256.759,250.8,11.0,261.8,1,1,4.5,0.0,0.0,0.0,Yes,
1164,257.012,174.1,52.6,226.7,1,1,4.5,0.0,0.0,0.0,Yes,
1165,257.307,219.8,50.6,270.4,1,1,4.5,0.0,0.0,0.0,Yes,
1166,257.621,233.7,53.3,287.0,1,1,4.5,0.0,0.0,0.0,Yes,
1167,257.894,235.7,13.2,248.9,1,1,4.5,0.0,0.0,0.0,Yes,
1168,258.160,188.5,51.6,240.0,1,1,4.5,0.0,0.0,0.0,Yes,
1169,258.449,247.8,16.4,264.2,1,1,4.5,0.0,0.0,0.0,Yes,
1170,258.747,257.1,16.6,273.8,1,1,4.5,0.0,0.0,0.0,Yes,
1171,258.978,137.6,67.9,205.5,1,1,4.5,0.0,0.0,0.0,Yes,
1172,259.210,173.1,33.7,206.8,1,1,4.5,0.0,0.0,0.0,Yes,
1173,259.493,195.3,63.3,258.6,1,1,4.5,0.0,0.0,0.0,Yes,
1174,259.761,159.6,83.6,243.2,1,1,4.5,0.0,0.0,0.0,Yes,
1175,260.031,172.9,72.8,245.7,1,1,4.5,0.0,0.0,0.0,Yes,
1176,260.299,187.9,56.9,244.8,1,1,4.5,0.0,0.0,0.0,Yes,
1177,260.558,167.1,68.0,235.1,1,1,4.5,0.0,0.0,0.0,Yes,
1178,260.837,205.8,46.9,252.6,1,1,4.5,0.0,0.0,0.0,Yes,
1179,261.118,207.3,48.9,256.1,1,1,4.5,0.0,0.0,0.0,Yes,
1180,261.386,217.1,25.5,242.6,1,1,4.5,0.0,0.0,0.0,Yes,
1181,261.661,162.9,87.2,250.1,1,1,4.5,0.0,0.0,0.0,Yes,
1182,261.936,226.5,25.2,251.6,1,1,4.5,0.0,0.0,0.0,Yes,
1183,262.209,192.2,53.0,245.3,2,1,4.5,0.0,0.0,0.0,Yes,
1184,262.289,40.9,15.1,56.0,2,1,4.5,0.0,0.0,0.0,Yes,
1185,262.363,33.8,14.8,48.6,2,2,4.5,0.0,0.0,0.0,Yes,
1186,262.443,36.2,17.1,53.3,1,1,4.5,0.0,0.0,0.0,Yes,
1187,262.713,189.9,55.8,245.6,1,1,4.5,0.0,0.0,0.0,Yes,
1188,262.985,205.6,42.7,248.3,1,1,4.5,0.0,0.0,0.0,Yes,
1189,263.266,227.9,27.8,255.7,1,1,4.5,0.0,0.0,0.0,Yes,
1190,263.542,231.2,18.1,249.3,1,1,4.5,0.0,0.0,0.0,Yes,
1191,263.815,188.8,58.1,246.9,1,1,4.5,0.0,0.0,0.0,Yes,
1192,264.043,152.7,51.1,203.8,1,1,4.5,0.0,0.0,0.0,Yes,
1193,264.317,238.3,11.2,249.5,1,1,4.5,0.0,0.0,0.0,Yes,
1194,264.599,196.6,59.7,256.3,1,1,4.5,0.0,0.0,0.0,Yes,
1195,264.764,104.8,36.2,141.0,1,1,4.5,0.0,0.0,0.0,Yes,
1196,264.929,95.4,45.5,140.9,1,1,4.5,0.0,0.0,0.0,Yes,
1197,265.195,104.6,136.9,241.6,2,1,4.5,0.0,0.0,0.0,Yes,
1198,265.277,42.6,13.9,56.5,1,0,4.5,0.0,0.0,0.0,Yes,
1199,265.600,251.1,46.4,297.5,1,1,4.5,0.0,0.0,0.0,Yes,
1200,265.876,202.0,50.1,252.1,2,1,4.5,0.0,0.0,0.0,Yes,
1201,265.958,41.5,16.2,57.7,2,1,4.5,0.0,0.0,0.0,Yes,
1202,266.045,42.7,16.9,59.6,2,2,4.5,0.0,0.0,0.0,Yes,
1203,266.111,37.1,2.9,40.0,0,0,4.5,0.0,0.0,0.0,Yes,
1204,266.178,39.1,2.3,41.4,0,0,4.5,0.0,0.0,0.0,Yes,
1205,266.265,40.1,22.0,62.1,1,0,4.5,0.0,0.0,0.0,Yes,
1206,266.542,166.9,84.9,251.8,2,0,4.5,0.0,0.0,0.0,Yes,
1207,266.635,41.0,27.4,68.4,2,1,4.5,0.0,0.0,0.0,Yes,
1208,266.714,37.3,15.8,53.0,2,2,4.5,0.0,0.0,0.0,Yes,
1209,266.819,43.8,36.3,80.1,1,1,4.5,0.0,0.0,0.0,Yes,
1210,267.116,231.9,37.9,269.8,1,1,4.5,0.0,0.0,0.0,Yes,
1211,267.416,240.8,33.5,274.4,1,1,4.5,0.0,0.0,0.0,Yes,
1212,267.713,252.3,20.6,272.9,1,1,4.5,0.0,0.0,0.0,Yes,
1213,268.004,246.3,19.5,265.8,1,1,4.5,0.0,0.0,0.0,Yes,
1214,268.286,210.1,44.0,254.1,1,1,4.5,0.0,0.0,0.0,Yes,
1215,268.562,236.5,15.5,252.0,1,1,4.5,0.0,0.0,0.0,Yes,
1216,268.860,249.9,23.6,273.4,1,1,4.5,0.0,0.0,0.0,Yes,
1217,269.121,157.8,77.8,235.6,1,1,4.5,0.0,0.0,0.0,Yes,
1218,269.405,213.9,46.2,260.2,1,1,4.5,0.0,0.0,0.0,Yes,
1219,269.696,249.7,16.5,266.2,1,1,4.5,0.0,0.0,0.0,Yes,
1220,270.001,247.7,32.6,280.3,1,1,4.5,0.0,0.0,0.0,Yes,
1221,270.294,248.8,20.6,269.4,1,1,4.5,0.0,0.0,0.0,Yes,
1222,270.571,237.9,13.5,251.4,1,1,4.5,0.0,0.0,0.0,Yes,
1223,270.853,211.2,47.5,258.6,1,1,4.5,0.0,0.0,0.0,Yes,
1224,271.138,248.4,11.9,260.2,1,1,4.5,0.0,0.0,0.0,Yes,
1225,271.419,207.5,48.8,256.3,1,1,4.5,0.0,0.0,0.0,Yes,
1226,271.708,251.1,11.8,263.0,1,1,4.5,0.0,0.0,0.0,Yes,
1227,272.001,247.2,20.3,267.4,1,1,4.5,0.0,0.0,0.0,Yes,
1228,272.283,168.3,90.5,258.8,1,1,4.5,0.0,0.0,0.0,Yes,
1229,272.595,235.4,52.7,288.1,1,1,4.5,0.0,0.0,0.0,Yes,
1230,272.870,171.4,77.7,249.1,2,1,4.5,0.0,0.0,0.0,Yes,
1231,272.946,36.5,15.0,51.4,2,1,4.5,0.0,0.0,0.0,Yes,
1232,273.033,36.2,23.7,59.9,1,1,4.5,0.0,0.0,0.0,Yes,
1233,273.334,247.3,28.0,275.3,1,1,4.5,0.0,0.0,0.0,Yes,
1234,273.611,234.2,17.5,251.7,1,1,4.5,0.0,0.0,0.0,Yes,
1235,273.885,223.6,24.9,248.5,1,1,4.5,0.0,0.0,0.0,Yes,
1236,274.137,122.5,104.3,226.8,2,1,4.5,0.0,0.0,0.0,Yes,
1237,274.213,37.3,15.2,52.5,2,1,4.5,0.0,0.0,0.0,Yes,
1238,274.295,37.2,17.5,54.7,2,2,4.5,0.0,0.0,0.0,Yes,
1239,274.379,40.9,16.3,57.2,2,2,4.5,0.0,0.0,0.0,Yes,
1240,274.488,57.2,26.5,83.7,1,1,4.5,0.0,0.0,0.0,Yes,
1241,274.764,234.2,17.0,251.2,1,1,4.5,0.0,0.0,0.0,Yes,
1242,275.030,201.8,39.4,241.2,1,1,4.5,0.0,0.0,0.0,Yes,
1243,275.316,245.2,16.2,261.4,1,1,4.5,0.0,0.0,0.0,Yes,
1244,275.583,241.8,1.4,243.3,0,0,4.5,0.0,0.0,0.0,Yes,
1245,275.658,48.5,1.5,50.0,0,0,4.5,0.0,0.0,0.0,Yes,
1246,275.727,41.2,1.6,42.8,0,0,4.5,0.0,0.0,0.0,Yes,
1247,275.796,42.0,1.5,43.5,0,0,4.5,0.0,0.0,0.0,Yes,
1248,275.859,35.5,1.7,37.3,0,0,4.5,0.0,0.0,0.0,Yes,
1249,275.924,38.8,1.6,40.4,0,0,4.5,0.0,0.0,0.0,Yes,
1250,275.992,38.4,1.7,40.1,0,0,4.5,0.0,0.0,0.0,Yes,
1251,276.056,36.7,1.7,38.4,0,0,4.5,0.0,0.0,0.0,Yes,
1252,276.122,38.4,1.6,39.9,0,0,4.5,0.0,0.0,0.0,Yes,
1253,276.188,38.6,1.6,40.2,0,0,4.5,0.0,0.0,0.0,Yes,
1254,276.250,35.6,1.6,37.1,0,0,4.5,0.0,0.0,0.0,Yes,
1255,276.314,36.8,1.5,38.3,0,0,4.5,0.0,0.0,0.0,Yes,
1256,276.381,39.5,1.5,41.0,0,0,4.5,0.0,0.0,0.0,Yes,
1257,276.450,41.6,2.0,43.6,0,0,4.5,0.0,0.0,0.0,Yes,
1258,276.526,47.7,1.7,49.4,0,0,4.5,0.0,0.0,0.0,Yes,
1259,276.594,41.7,1.5,43.2,0,0,4.6,0.0,0.0,0.0,Yes,
1260,276.663,41.4,1.5,42.9,0,0,4.6,0.0,0.0,0.0,Yes,
1261,276.734,43.2,1.9,45.1,0,0,4.6,0.0,0.0,0.0,Yes,
1262,276.802,38.6,1.7,40.3,0,0,4.6,0.0,0.0,0.0,Yes,
1263,276.870,40.1,2.0,42.1,0,0,4.6,0.0,0.0,0.0,Yes,
1264,276.945,46.4,1.7,48.0,0,0,4.6,0.0,0.0,0.0,Yes,
1265,277.012,39.6,1.6,41.2,0,0,4.6,0.0,0.0,0.0,Yes,
1266,277.080,41.7,1.7,43.5,0,0,4.6,0.0,0.0,0.0,Yes,
1267,277.152,44.1,1.7,45.8,0,0,4.6,0.0,0.0,0.0,Yes,
1268,277.222,42.2,1.6,43.9,0,0,4.6,0.0,0.0,0.0,Yes,
1269,277.294,44.6,1.7,46.2,0,0,4.6,0.0,0.0,0.0,Yes,
1270,277.365,44.5,1.6,46.1,0,0,4.6,0.0,0.0,0.0,Yes,
1271,277.434,41.5,1.7,43.2,0,0,4.6,0.0,0.0,0.0,Yes,
1272,277.506,44.4,1.6,46.0,0,0,4.6,0.0,0.0,0.0,Yes,
1273,277.577,43.1,1.6,44.6,0,0,4.6,0.0,0.0,0.0,Yes,
1274,277.650,42.5,1.8,44.3,0,0,4.6,0.0,0.0,0.0,Yes,
1275,277.722,45.6,0.1,45.7,0,0,4.6,0.0,0.0,0.0,Yes,
1276,277.787,38.5,0.1,38.6,0,0,4.6,0.0,0.0,0.0,Yes,
