# System Information
# OS,Darwin,Darwin Kernel Version 24.4.0: Fri Apr 11 18:34:14 PDT 2025; root:xnu-11417.101.15~117/RELEASE_ARM64_T8122
# Python,3.11.5
# CPU,arm,"8 cores, 8 threads"
# RAM,24.0 GB

# YOLO Model,models/yolov8n.pt
# Tracker,deepsort

# Video,/Users/takahashiryoutarou/Desktop/国宝さん一覧/box/data/raw/WIN_20250319_10_03_53_Pro.mp4

Frame,Time,Detection_Time_ms,Tracking_Time_ms,Stay_Check_Time_ms,Total_Time_ms,Objects_Detected,Objects_Tracked,FPS,Model,Tracker,Notes
# Resolution,1920x1080,FPS,28.09
# Stay Threshold (s),6.0
# Move Threshold (px),20.0

281,33.662,81.2,43.7,0.0,127.0,1,1,8.3,yolov8n,deepsort,
282,33.818,108.6,37.3,0.0,152.1,1,1,8.3,yolov8n,deepsort,
283,33.942,65.7,45.5,0.0,122.0,1,1,8.3,yolov8n,deepsort,
284,34.054,63.2,42.3,0.0,111.1,1,1,8.3,yolov8n,deepsort,
285,34.207,91.6,51.9,0.0,151.6,1,1,8.3,yolov8n,deepsort,
286,34.304,50.2,43.4,0.0,96.2,1,1,8.3,yolov8n,deepsort,
287,34.430,66.8,50.0,0.0,123.5,1,1,8.3,yolov8n,deepsort,
288,34.560,72.0,49.3,0.0,127.4,1,1,8.3,yolov8n,deepsort,
289,34.703,100.9,38.9,0.0,142.2,1,1,8.3,yolov8n,deepsort,
290,34.823,71.4,41.6,0.0,117.0,1,1,8.3,yolov8n,deepsort,
291,34.955,79.8,49.7,0.0,131.6,1,1,8.3,yolov8n,deepsort,
292,35.090,79.1,52.2,0.0,134.0,1,1,8.3,yolov8n,deepsort,
293,35.202,62.9,45.4,0.0,110.6,1,1,8.3,yolov8n,deepsort,
294,35.341,82.1,52.3,0.0,137.7,1,1,8.3,yolov8n,deepsort,
295,35.452,61.6,45.1,0.0,109.7,1,1,8.3,yolov8n,deepsort,
296,35.560,58.6,45.9,0.0,107.1,1,1,8.3,yolov8n,deepsort,
297,35.670,63.9,42.1,0.0,108.3,1,1,8.3,yolov8n,deepsort,
298,35.789,58.3,49.2,0.0,118.6,1,1,8.3,yolov8n,deepsort,
299,35.879,51.1,35.5,0.0,88.8,1,1,8.3,yolov8n,deepsort,
300,35.989,70.0,37.4,0.0,109.6,1,1,8.3,yolov8n,deepsort,
301,36.104,52.8,50.4,0.0,111.6,1,1,8.3,yolov8n,deepsort,
302,36.231,76.8,46.9,0.0,125.9,1,1,8.3,yolov8n,deepsort,
303,36.339,71.5,32.8,0.0,107.0,1,1,8.3,yolov8n,deepsort,
304,36.434,54.9,36.5,0.0,94.8,1,1,8.3,yolov8n,deepsort,
305,36.559,63.7,57.4,0.0,123.9,1,1,8.3,yolov8n,deepsort,
306,36.675,81.3,30.7,0.0,114.8,1,1,8.3,yolov8n,deepsort,
307,36.832,76.9,76.7,0.0,156.2,2,1,8.3,yolov8n,deepsort,
308,36.962,61.1,64.8,0.0,128.4,2,1,8.3,yolov8n,deepsort,
309,37.043,45.7,31.8,0.0,79.7,1,2,8.3,yolov8n,deepsort,
310,37.158,63.4,48.5,0.0,114.1,1,2,8.3,yolov8n,deepsort,
311,37.303,76.8,50.2,1.9,144.8,1,2,8.3,yolov8n,deepsort,
312,37.382,40.1,29.8,0.0,76.4,1,2,8.3,yolov8n,deepsort,
313,37.459,42.3,30.1,0.0,75.6,1,2,8.4,yolov8n,deepsort,
314,37.541,43.0,35.7,0.0,81.3,1,2,8.4,yolov8n,deepsort,
315,37.613,39.1,29.4,0.0,70.7,1,2,8.4,yolov8n,deepsort,
316,37.690,46.1,27.7,0.0,76.5,1,2,8.4,yolov8n,deepsort,
317,37.774,46.3,34.5,0.0,82.9,1,2,8.4,yolov8n,deepsort,
318,37.871,54.8,38.5,0.0,96.1,1,2,8.4,yolov8n,deepsort,
319,37.974,66.4,31.9,0.0,101.2,1,2,8.4,yolov8n,deepsort,
320,38.069,53.5,38.9,0.0,94.5,1,2,8.4,yolov8n,deepsort,
321,38.161,55.8,32.6,0.0,91.2,1,2,8.4,yolov8n,deepsort,
322,38.238,68.2,0.1,0.0,72.5,0,2,8.4,yolov8n,deepsort,
323,38.291,49.5,0.1,0.0,52.0,0,2,8.4,yolov8n,deepsort,
324,38.364,69.7,0.1,0.0,71.9,0,2,8.4,yolov8n,deepsort,
325,38.433,65.7,0.1,0.0,68.3,0,2,8.5,yolov8n,deepsort,
326,38.473,37.2,0.1,0.0,39.6,0,2,8.5,yolov8n,deepsort,
327,38.515,38.1,0.1,0.0,40.3,0,2,8.5,yolov8n,deepsort,
328,38.554,36.6,0.1,0.0,38.7,0,2,8.5,yolov8n,deepsort,
329,38.593,36.3,0.1,0.0,38.4,0,2,8.5,yolov8n,deepsort,
330,38.633,36.9,0.1,0.0,39.1,0,2,8.5,yolov8n,deepsort,
331,38.687,50.6,0.1,0.0,52.8,0,2,8.6,yolov8n,deepsort,
332,38.734,44.0,0.1,0.0,46.2,0,2,8.6,yolov8n,deepsort,
333,38.783,46.1,0.1,0.0,48.3,0,2,8.6,yolov8n,deepsort,
334,38.854,39.9,26.8,0.0,69.2,1,2,8.6,yolov8n,deepsort,
335,38.987,76.2,53.4,0.0,132.4,1,2,8.6,yolov8n,deepsort,
336,39.100,56.1,49.5,0.0,110.5,1,2,8.6,yolov8n,deepsort,
337,39.236,91.6,41.2,0.0,135.0,1,1,8.6,yolov8n,deepsort,
338,39.365,79.7,46.1,0.0,128.4,1,1,8.6,yolov8n,deepsort,
339,39.479,59.7,50.2,0.0,112.7,1,1,8.6,yolov8n,deepsort,
340,39.603,59.8,51.4,0.0,122.7,1,1,8.6,yolov8n,deepsort,
341,39.731,76.7,48.6,0.0,127.3,1,1,8.6,yolov8n,deepsort,
342,39.873,83.0,45.3,0.0,140.8,1,1,8.6,yolov8n,deepsort,
343,39.986,51.6,49.2,0.0,112.7,1,1,8.6,yolov8n,deepsort,
344,40.101,59.3,51.6,0.0,113.8,1,1,8.6,yolov8n,deepsort,
345,40.212,71.8,34.1,0.0,109.5,1,1,8.6,yolov8n,deepsort,
346,40.296,46.4,33.2,0.0,83.1,1,1,8.6,yolov8n,deepsort,
347,40.374,46.3,27.6,0.0,76.7,1,1,8.6,yolov8n,deepsort,
348,40.475,64.1,33.1,0.0,100.3,1,1,8.6,yolov8n,deepsort,
349,40.567,44.4,44.0,0.0,91.0,1,1,8.6,yolov8n,deepsort,
350,40.675,47.9,52.1,0.0,103.7,1,1,8.6,yolov8n,deepsort,
351,40.795,82.0,33.8,0.0,119.3,1,1,8.6,yolov8n,deepsort,
352,40.915,74.2,42.6,0.0,118.9,1,1,8.6,yolov8n,deepsort,
353,41.027,60.1,49.7,0.0,111.9,1,1,8.6,yolov8n,deepsort,
354,41.152,67.6,46.7,0.0,120.2,1,1,8.6,yolov8n,deepsort,
355,41.269,69.1,41.6,0.0,113.7,1,1,8.6,yolov8n,deepsort,
356,41.374,50.8,45.2,0.0,102.7,1,1,8.6,yolov8n,deepsort,
357,41.482,46.5,57.9,0.0,107.1,1,1,8.6,yolov8n,deepsort,
358,41.583,69.5,27.7,0.0,100.0,1,1,8.6,yolov8n,deepsort,
359,41.696,80.9,28.3,0.0,112.2,1,1,8.6,yolov8n,deepsort,
360,41.796,59.8,37.0,0.0,98.9,1,1,8.6,yolov8n,deepsort,
361,41.919,63.3,47.5,0.0,118.6,1,1,8.6,yolov8n,deepsort,
362,42.034,69.7,39.7,0.0,112.7,1,1,8.6,yolov8n,deepsort,
363,42.180,81.9,61.5,0.0,145.9,1,1,8.6,yolov8n,deepsort,
364,42.406,112.9,36.4,0.0,210.1,1,1,8.6,yolov8n,deepsort,
365,42.514,62.5,39.5,0.0,104.8,1,1,8.6,yolov8n,deepsort,
366,42.641,57.3,47.2,0.0,124.9,1,1,8.6,yolov8n,deepsort,
367,42.764,67.7,44.4,0.0,118.9,1,1,8.6,yolov8n,deepsort,
368,42.865,66.7,30.7,0.0,100.2,1,1,8.6,yolov8n,deepsort,
369,42.978,65.8,43.3,0.0,112.1,1,1,8.6,yolov8n,deepsort,
370,43.082,68.5,31.9,0.0,102.8,1,1,8.6,yolov8n,deepsort,1 notifications
371,43.183,61.3,32.6,0.0,98.4,1,1,8.6,yolov8n,deepsort,
372,43.290,52.9,48.1,0.0,104.6,1,1,8.6,yolov8n,deepsort,
373,43.417,72.2,49.5,0.0,124.1,1,1,8.6,yolov8n,deepsort,
374,43.507,86.5,0.1,0.0,88.8,0,1,8.6,yolov8n,deepsort,
375,43.588,75.1,0.1,0.0,78.9,0,1,8.6,yolov8n,deepsort,
376,43.676,79.1,0.1,0.0,87.4,0,1,8.6,yolov8n,deepsort,
377,43.728,41.4,0.1,0.0,50.2,0,1,8.6,yolov8n,deepsort,
378,43.775,44.0,0.1,0.0,46.2,0,1,8.6,yolov8n,deepsort,
379,43.822,42.8,0.1,0.0,45.3,0,1,8.6,yolov8n,deepsort,
380,43.901,45.0,30.9,0.0,78.2,1,1,8.7,yolov8n,deepsort,
381,44.016,61.8,49.5,0.0,113.9,1,1,8.7,yolov8n,deepsort,
382,44.110,85.0,0.1,0.0,93.1,0,1,8.7,yolov8n,deepsort,
383,44.176,62.8,0.1,0.0,65.2,0,1,8.7,yolov8n,deepsort,
384,44.295,78.2,37.6,0.0,117.9,1,1,8.7,yolov8n,deepsort,
385,44.361,62.9,0.1,0.0,65.1,0,1,8.7,yolov8n,deepsort,
386,44.479,85.5,29.2,0.0,116.7,1,1,8.7,yolov8n,deepsort,
387,44.576,53.8,39.9,0.0,96.3,1,1,8.7,yolov8n,deepsort,
388,44.701,81.3,38.9,0.0,122.8,1,1,8.7,yolov8n,deepsort,
389,44.767,59.4,0.1,0.0,65.2,0,1,8.7,yolov8n,deepsort,
390,44.900,95.9,33.3,0.0,131.8,1,1,8.7,yolov8n,deepsort,
391,45.012,64.6,43.8,0.0,111.2,1,1,8.7,yolov8n,deepsort,
392,45.102,52.9,30.8,0.0,89.4,1,1,8.7,yolov8n,deepsort,
393,45.290,93.2,90.3,0.0,186.2,2,1,8.7,yolov8n,deepsort,
394,45.393,66.8,33.0,0.0,102.6,1,1,8.7,yolov8n,deepsort,
395,45.511,66.7,46.2,0.0,116.5,1,2,8.7,yolov8n,deepsort,
396,45.672,94.0,59.8,0.0,158.1,1,2,8.7,yolov8n,deepsort,
397,45.776,46.2,50.5,0.0,102.6,1,2,8.7,yolov8n,deepsort,
398,45.844,38.4,26.7,0.0,67.3,1,2,8.7,yolov8n,deepsort,
399,45.919,41.8,29.9,0.0,73.8,1,2,8.7,yolov8n,deepsort,
400,45.993,38.9,32.8,0.0,73.7,1,2,8.7,yolov8n,deepsort,
401,46.065,39.2,29.3,0.0,70.5,1,2,8.7,yolov8n,deepsort,
402,46.159,53.8,37.0,0.0,93.1,1,2,8.7,yolov8n,deepsort,
403,46.249,51.2,34.7,0.0,88.9,1,2,8.7,yolov8n,deepsort,
404,46.336,50.3,32.7,0.0,86.2,1,2,8.7,yolov8n,deepsort,
405,46.413,40.2,33.1,0.0,76.0,1,2,8.7,yolov8n,deepsort,
406,46.513,51.3,46.1,0.0,99.6,1,2,8.7,yolov8n,deepsort,
407,46.623,61.9,43.9,0.0,108.5,1,2,8.7,yolov8n,deepsort,
408,46.741,71.4,38.8,0.0,116.6,1,2,8.7,yolov8n,deepsort,
409,46.859,69.8,38.6,0.0,115.1,1,2,8.7,yolov8n,deepsort,
410,47.047,101.0,74.9,0.0,185.5,1,2,8.7,yolov8n,deepsort,
411,47.184,78.7,55.4,0.0,136.3,1,2,8.7,yolov8n,deepsort,
412,47.287,70.6,27.8,0.0,101.8,1,2,8.7,yolov8n,deepsort,
413,47.392,64.1,38.4,0.0,104.7,1,2,8.7,yolov8n,deepsort,
414,47.518,68.0,52.1,0.0,122.7,1,2,8.7,yolov8n,deepsort,
415,47.652,72.0,57.1,0.0,132.2,1,2,8.7,yolov8n,deepsort,
416,47.773,56.8,52.1,0.0,118.5,1,2,8.7,yolov8n,deepsort,
417,47.872,60.3,34.2,0.0,97.6,1,2,8.7,yolov8n,deepsort,
418,48.009,84.2,47.4,0.0,135.4,1,2,8.7,yolov8n,deepsort,
419,48.139,71.3,54.7,0.0,128.8,1,2,8.7,yolov8n,deepsort,
420,48.247,64.4,38.1,0.0,106.7,1,2,8.7,yolov8n,deepsort,
421,48.409,77.7,76.4,0.0,159.5,1,2,8.7,yolov8n,deepsort,
422,48.540,68.5,59.1,0.0,130.7,1,2,8.7,yolov8n,deepsort,
423,48.660,61.1,45.6,0.0,118.9,1,2,8.7,yolov8n,deepsort,
424,48.802,71.9,63.4,0.1,139.0,1,2,8.7,yolov8n,deepsort,
425,48.922,64.3,45.4,0.0,115.9,1,2,8.7,yolov8n,deepsort,
426,49.042,64.3,52.4,0.0,118.9,1,2,8.7,yolov8n,deepsort,
427,49.174,75.9,53.0,0.0,131.1,1,2,8.7,yolov8n,deepsort,
428,49.450,144.4,48.5,0.0,272.8,1,2,8.7,yolov8n,deepsort,
429,49.573,69.0,43.9,0.0,119.6,1,2,8.7,yolov8n,deepsort,
430,49.684,78.0,30.8,0.0,111.0,1,2,8.7,yolov8n,deepsort,
431,49.797,75.1,34.9,0.0,112.1,1,2,8.7,yolov8n,deepsort,
432,49.916,65.5,49.3,0.0,117.4,1,2,8.7,yolov8n,deepsort,
433,50.022,64.9,38.7,0.0,105.8,1,2,8.7,yolov8n,deepsort,
434,50.152,84.5,42.1,0.0,128.8,1,2,8.7,yolov8n,deepsort,
435,50.279,69.4,51.2,0.0,124.5,1,2,8.7,yolov8n,deepsort,
436,50.415,67.8,64.9,0.0,134.8,1,2,8.6,yolov8n,deepsort,
437,50.536,76.0,41.1,0.0,120.6,1,2,8.6,yolov8n,deepsort,
438,50.658,73.2,39.7,0.0,118.7,1,2,8.6,yolov8n,deepsort,
439,50.761,66.3,34.1,0.0,102.6,1,2,8.6,yolov8n,deepsort,
440,50.864,55.8,43.8,0.0,101.9,1,2,8.7,yolov8n,deepsort,
441,50.983,69.3,40.9,0.0,116.2,1,2,8.6,yolov8n,deepsort,
442,51.109,66.3,56.1,0.0,125.2,1,2,8.6,yolov8n,deepsort,
443,51.273,76.7,83.5,0.0,163.2,2,2,8.6,yolov8n,deepsort,
444,51.425,93.5,55.5,0.0,151.2,2,2,8.6,yolov8n,deepsort,
445,51.576,60.0,81.4,0.0,147.6,2,2,8.6,yolov8n,deepsort,
446,51.681,44.5,56.8,0.0,104.3,2,2,8.6,yolov8n,deepsort,
447,51.763,45.5,32.0,0.0,81.0,1,2,8.6,yolov8n,deepsort,
448,51.888,63.3,58.2,0.0,124.2,1,2,8.6,yolov8n,deepsort,
449,52.036,84.7,60.1,0.0,147.1,2,2,8.6,yolov8n,deepsort,
450,52.222,84.5,92.5,0.0,181.5,2,2,8.6,yolov8n,deepsort,
451,52.357,76.9,55.1,0.0,134.2,2,2,8.6,yolov8n,deepsort,
452,52.432,43.3,28.6,0.0,74.0,1,2,8.6,yolov8n,deepsort,
453,52.557,74.6,47.4,0.0,124.0,1,2,8.6,yolov8n,deepsort,
454,52.683,59.4,55.5,0.0,125.3,1,2,8.6,yolov8n,deepsort,
455,52.795,51.0,45.2,0.0,111.0,1,2,8.6,yolov8n,deepsort,
456,52.913,64.3,50.2,0.0,116.6,1,2,8.6,yolov8n,deepsort,
457,53.034,65.5,51.7,0.0,120.1,1,2,8.6,yolov8n,deepsort,
458,53.157,74.8,44.5,0.0,122.2,1,2,8.6,yolov8n,deepsort,
459,53.311,98.3,50.6,0.0,152.9,1,2,8.6,yolov8n,deepsort,
460,53.421,53.9,47.8,0.0,107.8,1,2,8.6,yolov8n,deepsort,
461,53.541,74.2,43.1,0.0,119.5,1,2,8.6,yolov8n,deepsort,
462,53.665,65.5,55.2,0.0,122.8,1,2,8.6,yolov8n,deepsort,
463,53.792,70.4,53.3,0.0,126.2,1,2,8.6,yolov8n,deepsort,
464,53.907,60.3,51.1,0.0,113.7,1,2,8.6,yolov8n,deepsort,
465,54.031,66.4,50.5,0.0,123.1,1,2,8.6,yolov8n,deepsort,
466,54.171,97.3,38.8,0.0,139.2,1,2,8.6,yolov8n,deepsort,
467,54.325,72.3,76.1,0.0,152.5,2,2,8.6,yolov8n,deepsort,
468,54.435,57.0,44.9,0.0,109.5,1,2,8.6,yolov8n,deepsort,
469,54.562,67.3,42.5,0.0,120.3,1,2,8.6,yolov8n,deepsort,
470,54.674,66.2,43.0,0.0,111.4,1,2,8.6,yolov8n,deepsort,
471,54.771,58.0,36.0,0.0,96.1,1,2,8.6,yolov8n,deepsort,
472,54.864,47.8,40.6,0.0,91.4,1,2,8.6,yolov8n,deepsort,
473,54.978,73.3,37.4,0.0,113.2,1,2,8.6,yolov8n,deepsort,
474,55.074,52.3,40.0,0.0,95.3,1,2,8.6,yolov8n,deepsort,
475,55.239,100.8,59.6,0.0,163.8,1,2,8.6,yolov8n,deepsort,
476,55.356,68.2,45.1,0.0,116.2,1,2,8.6,yolov8n,deepsort,
477,55.477,88.5,28.1,0.0,120.0,1,2,8.6,yolov8n,deepsort,
478,55.546,37.4,28.4,0.0,67.8,1,2,8.6,yolov8n,deepsort,
479,55.615,37.4,28.9,0.0,68.4,1,2,8.6,yolov8n,deepsort,
480,55.684,37.2,29.2,0.0,68.4,1,2,8.6,yolov8n,deepsort,
481,55.755,67.5,0.1,0.0,69.6,0,2,8.6,yolov8n,deepsort,
482,55.818,59.3,0.1,0.0,62.0,0,2,8.6,yolov8n,deepsort,
483,55.891,63.2,0.1,0.0,72.2,0,2,8.6,yolov8n,deepsort,
484,55.952,57.7,0.1,0.0,59.9,0,2,8.7,yolov8n,deepsort,
485,55.996,39.9,0.1,0.0,43.0,0,2,8.7,yolov8n,deepsort,
486,56.047,45.6,0.1,0.0,49.6,0,2,8.7,yolov8n,deepsort,
487,56.089,39.4,0.1,0.0,41.7,0,2,8.7,yolov8n,deepsort,
488,56.133,41.3,0.1,0.0,43.5,0,2,8.7,yolov8n,deepsort,
489,56.173,36.8,0.1,0.0,38.9,0,2,8.7,yolov8n,deepsort,
490,56.222,45.4,0.1,0.0,47.6,0,2,8.7,yolov8n,deepsort,
491,56.273,47.1,0.1,0.0,49.8,0,2,8.7,yolov8n,deepsort,
492,56.321,44.2,0.1,0.0,46.9,0,2,8.7,yolov8n,deepsort,
493,56.366,40.6,0.1,0.0,43.8,0,2,8.7,yolov8n,deepsort,
494,56.411,40.3,0.1,0.0,43.0,0,2,8.8,yolov8n,deepsort,
495,56.453,38.8,0.1,0.0,41.3,0,2,8.8,yolov8n,deepsort,
496,56.499,43.1,0.1,0.0,45.3,0,2,8.8,yolov8n,deepsort,
497,56.546,43.9,0.1,0.0,46.0,0,2,8.8,yolov8n,deepsort,
498,56.588,38.4,0.1,0.0,40.8,0,1,8.8,yolov8n,deepsort,
499,56.636,44.7,0.1,0.0,46.9,0,1,8.8,yolov8n,deepsort,
500,56.687,47.0,0.1,0.0,49.6,0,1,8.8,yolov8n,deepsort,
501,56.730,39.0,0.1,0.0,42.0,0,1,8.8,yolov8n,deepsort,
502,56.779,45.8,0.1,0.0,48.0,0,1,8.8,yolov8n,deepsort,
503,56.828,46.5,0.1,0.0,48.7,0,1,8.9,yolov8n,deepsort,
504,56.874,41.2,0.1,0.0,43.8,0,1,8.9,yolov8n,deepsort,
505,56.918,41.7,0.1,0.0,43.9,0,1,8.9,yolov8n,deepsort,
506,56.960,38.3,0.1,0.0,40.4,0,1,8.9,yolov8n,deepsort,
507,57.009,46.0,0.1,0.0,48.2,0,1,8.9,yolov8n,deepsort,
508,57.053,41.4,0.1,0.0,43.5,0,1,8.9,yolov8n,deepsort,
509,57.093,37.3,0.1,0.0,39.4,0,1,8.9,yolov8n,deepsort,
510,57.135,38.9,0.1,0.0,41.0,0,1,8.9,yolov8n,deepsort,
511,57.191,51.1,0.1,0.0,54.3,0,0,8.9,yolov8n,deepsort,
512,57.238,43.1,0.0,0.0,45.7,0,0,8.9,yolov8n,deepsort,
513,57.285,42.1,0.0,0.0,45.5,0,0,9.0,yolov8n,deepsort,
514,57.336,47.4,0.0,0.0,49.7,0,0,9.0,yolov8n,deepsort,
515,57.380,41.3,0.0,0.0,44.0,0,0,9.0,yolov8n,deepsort,
516,57.423,39.9,0.0,0.0,42.0,0,0,9.0,yolov8n,deepsort,
517,57.474,46.6,0.0,0.0,49.1,0,0,9.0,yolov8n,deepsort,
518,57.516,37.9,0.0,0.0,41.0,0,0,9.0,yolov8n,deepsort,
519,57.561,41.5,0.0,0.0,44.2,0,0,9.0,yolov8n,deepsort,
520,57.610,45.4,0.0,0.0,48.2,0,0,9.0,yolov8n,deepsort,
521,57.661,46.9,0.0,0.0,49.4,0,0,9.0,yolov8n,deepsort,
522,57.710,44.6,0.0,0.0,48.2,0,0,9.0,yolov8n,deepsort,
523,57.774,60.3,0.0,0.0,63.0,0,0,9.1,yolov8n,deepsort,
524,57.829,49.9,0.0,0.0,52.9,0,0,9.1,yolov8n,deepsort,
525,57.880,46.9,0.0,0.0,50.3,0,0,9.1,yolov8n,deepsort,
526,57.931,46.4,0.0,0.0,49.0,0,0,9.1,yolov8n,deepsort,
527,57.982,47.8,0.0,0.0,50.3,0,0,9.1,yolov8n,deepsort,
528,58.029,42.8,0.0,0.0,45.4,0,0,9.1,yolov8n,deepsort,
529,58.076,44.7,0.0,0.0,46.7,0,0,9.1,yolov8n,deepsort,
530,58.125,44.4,0.0,0.0,46.8,0,0,9.1,yolov8n,deepsort,
531,58.178,49.8,0.0,0.0,52.2,0,0,9.1,yolov8n,deepsort,
532,58.229,46.4,0.0,0.0,48.9,0,0,9.1,yolov8n,deepsort,
533,58.274,40.9,0.0,0.0,43.5,0,0,9.1,yolov8n,deepsort,
534,58.323,44.4,0.0,0.0,47.7,0,0,9.2,yolov8n,deepsort,
535,58.373,46.4,0.0,0.0,48.8,0,0,9.2,yolov8n,deepsort,
536,58.422,45.5,0.0,0.0,47.9,0,0,9.2,yolov8n,deepsort,
537,58.467,40.6,0.0,0.0,43.2,0,0,9.2,yolov8n,deepsort,
538,58.512,42.8,0.0,0.0,45.0,0,0,9.2,yolov8n,deepsort,
539,58.556,39.9,0.0,0.0,42.3,0,0,9.2,yolov8n,deepsort,
540,58.607,47.6,0.0,0.0,50.0,0,0,9.2,yolov8n,deepsort,
541,58.653,42.5,0.0,0.0,44.9,0,0,9.2,yolov8n,deepsort,
542,58.702,45.2,0.0,0.0,47.6,0,0,9.2,yolov8n,deepsort,
543,58.746,40.6,0.0,0.0,43.0,0,0,9.2,yolov8n,deepsort,
544,58.789,39.2,0.0,0.0,42.0,0,0,9.3,yolov8n,deepsort,
545,58.834,42.0,0.0,0.0,44.1,0,0,9.3,yolov8n,deepsort,
546,58.874,37.4,0.0,0.0,39.5,0,0,9.3,yolov8n,deepsort,
547,58.922,45.2,0.0,0.0,47.2,0,0,9.3,yolov8n,deepsort,
548,58.963,37.8,0.0,0.0,40.3,0,0,9.3,yolov8n,deepsort,
549,59.011,44.4,0.0,0.0,47.0,0,0,9.3,yolov8n,deepsort,
550,59.063,47.4,0.0,0.0,49.9,0,0,9.3,yolov8n,deepsort,
551,59.105,38.0,0.0,0.0,41.2,0,0,9.3,yolov8n,deepsort,
552,59.151,43.3,0.0,0.0,45.4,0,0,9.3,yolov8n,deepsort,
553,59.206,52.2,0.0,0.0,54.2,0,0,9.3,yolov8n,deepsort,
554,59.249,39.3,0.0,0.0,41.9,0,0,9.4,yolov8n,deepsort,
555,59.301,47.2,0.0,0.0,50.7,0,0,9.4,yolov8n,deepsort,
556,59.351,46.7,0.0,0.0,49.2,0,0,9.4,yolov8n,deepsort,
557,59.402,48.2,0.0,0.0,50.2,0,0,9.4,yolov8n,deepsort,
558,59.450,44.2,0.0,0.0,46.7,0,0,9.4,yolov8n,deepsort,
559,59.500,46.0,0.0,0.0,48.5,0,0,9.4,yolov8n,deepsort,
560,59.549,44.5,0.0,0.0,47.9,0,0,9.4,yolov8n,deepsort,
561,59.594,41.4,0.0,0.0,44.7,0,0,9.4,yolov8n,deepsort,
562,59.641,43.0,0.0,0.0,45.4,0,0,9.4,yolov8n,deepsort,
563,59.687,42.1,0.0,0.0,44.4,0,0,9.4,yolov8n,deepsort,
564,59.732,41.7,0.0,0.0,43.8,0,0,9.4,yolov8n,deepsort,
565,59.784,47.8,0.0,0.0,51.1,0,0,9.5,yolov8n,deepsort,
566,59.833,46.5,0.0,0.0,48.8,0,0,9.5,yolov8n,deepsort,
567,59.877,39.8,0.0,0.0,42.2,0,0,9.5,yolov8n,deepsort,
568,59.923,42.4,0.0,0.0,44.7,0,0,9.5,yolov8n,deepsort,
569,59.966,38.9,0.0,0.0,41.4,0,0,9.5,yolov8n,deepsort,
570,60.006,37.0,0.0,0.0,39.3,0,0,9.5,yolov8n,deepsort,
571,60.054,45.1,0.0,0.0,47.1,0,0,9.5,yolov8n,deepsort,
572,60.102,44.3,0.0,0.0,46.7,0,0,9.5,yolov8n,deepsort,
573,60.148,42.6,0.0,0.0,45.4,0,0,9.5,yolov8n,deepsort,
574,60.199,48.2,0.0,0.0,50.3,0,0,9.5,yolov8n,deepsort,
575,60.242,39.7,0.0,0.0,41.8,0,0,9.5,yolov8n,deepsort,
576,60.287,41.7,0.0,0.0,44.1,0,0,9.6,yolov8n,deepsort,
577,60.335,44.8,0.0,0.0,47.1,0,0,9.6,yolov8n,deepsort,
578,60.387,48.0,0.0,0.0,50.4,0,0,9.6,yolov8n,deepsort,
579,60.436,44.6,0.0,0.0,47.6,0,0,9.6,yolov8n,deepsort,
580,60.477,37.5,0.0,0.0,40.0,0,0,9.6,yolov8n,deepsort,
581,60.517,37.0,0.0,0.0,39.0,0,0,9.6,yolov8n,deepsort,
582,60.566,45.5,0.0,0.0,48.1,0,0,9.6,yolov8n,deepsort,
583,60.612,42.6,0.0,0.0,45.0,0,0,9.6,yolov8n,deepsort,
584,60.688,45.0,26.8,0.0,74.3,1,0,9.6,yolov8n,deepsort,
585,60.730,39.3,0.1,0.0,41.5,0,0,9.6,yolov8n,deepsort,
586,60.811,46.6,31.0,0.0,80.0,1,0,9.6,yolov8n,deepsort,
587,60.890,43.9,32.2,0.0,78.1,1,0,9.6,yolov8n,deepsort,
588,60.968,44.1,30.2,0.0,77.4,1,1,9.6,yolov8n,deepsort,
589,61.057,47.7,36.3,0.0,88.1,1,1,9.6,yolov8n,deepsort,
590,61.146,48.1,36.2,0.0,87.6,1,1,9.6,yolov8n,deepsort,
591,61.235,51.3,33.6,0.0,87.8,1,1,9.7,yolov8n,deepsort,
592,61.289,50.1,0.1,0.0,53.6,0,1,9.7,yolov8n,deepsort,
593,61.341,46.4,0.1,0.0,49.7,0,1,9.7,yolov8n,deepsort,
594,61.387,42.5,0.1,0.0,45.1,0,1,9.7,yolov8n,deepsort,
595,61.432,41.6,0.1,0.0,44.3,0,1,9.7,yolov8n,deepsort,
596,61.478,42.6,0.1,0.0,44.7,0,1,9.7,yolov8n,deepsort,
597,61.519,37.6,0.1,0.0,39.8,0,1,9.7,yolov8n,deepsort,
598,61.559,37.2,0.1,0.0,39.4,0,1,9.7,yolov8n,deepsort,
599,61.607,45.3,0.1,0.0,47.4,0,1,9.7,yolov8n,deepsort,
600,61.657,45.8,0.1,0.0,48.3,0,1,9.7,yolov8n,deepsort,
601,61.745,47.3,35.8,0.0,86.0,1,1,9.7,yolov8n,deepsort,
602,61.834,46.7,39.7,0.0,88.6,1,1,9.7,yolov8n,deepsort,
603,61.928,57.0,34.4,0.0,93.5,1,1,9.7,yolov8n,deepsort,
604,62.028,65.6,28.0,0.0,98.0,1,1,9.7,yolov8n,deepsort,
