# System Information
# OS,Darwin,Darwin Kernel Version 24.4.0: Fri Apr 11 18:34:14 PDT 2025; root:xnu-11417.101.15~117/RELEASE_ARM64_T8122
# Python,3.11.5
# CPU,arm,"8 cores, 8 threads"
# RAM,24.0 GB

# YOLO Model,models/yolov8n.pt
# Tracker,bytetrack

# Video,data/clips/2025-05-03_152528フロア10minites_30sec.mp4

Frame,Time,Detection_Time_ms,Tracking_Time_ms,Stay_Check_Time_ms,Total_Time_ms,Objects_Detected,Objects_Tracked,FPS,Memory_MB,Model,Tracker,Notes
285,15.297,51.7,0.8,0.0,53.2,7,6,18.6,758.8,yolov8n,bytetrack,
286,15.348,49.6,0.7,0.0,51.1,7,6,18.6,758.8,yolov8n,bytetrack,
287,15.401,50.6,0.8,0.0,52.1,7,6,18.6,759.1,yolov8n,bytetrack,
288,15.452,50.0,0.7,0.0,51.4,9,6,18.6,759.1,yolov8n,bytetrack,
289,15.506,51.2,0.8,0.0,52.9,9,8,18.6,759.1,yolov8n,bytetrack,
290,15.560,52.6,0.9,0.0,54.3,9,9,18.6,759.1,yolov8n,bytetrack,
291,15.613,50.5,0.9,0.0,52.2,9,9,18.6,759.1,yolov8n,bytetrack,
292,15.663,48.5,0.9,0.0,50.2,9,9,18.6,759.1,yolov8n,bytetrack,
293,15.714,49.1,0.9,0.0,50.7,9,9,18.6,759.1,yolov8n,bytetrack,
294,15.765,49.0,0.9,0.0,50.7,9,9,18.6,759.1,yolov8n,bytetrack,
295,15.815,48.4,0.8,0.0,50.1,8,8,18.7,759.1,yolov8n,bytetrack,
296,15.867,50.2,0.8,0.0,51.7,7,7,18.7,759.1,yolov8n,bytetrack,
297,15.920,50.8,0.8,0.0,52.3,7,7,18.7,759.2,yolov8n,bytetrack,
298,15.972,50.1,0.9,0.0,51.7,9,7,18.7,759.2,yolov8n,bytetrack,
299,16.024,50.4,0.8,0.0,52.0,8,7,18.7,759.2,yolov8n,bytetrack,
300,16.076,50.4,0.8,0.0,51.8,7,6,18.7,759.2,yolov8n,bytetrack,
301,16.129,50.8,0.7,0.0,52.2,8,6,18.7,759.2,yolov8n,bytetrack,
302,16.180,49.2,0.7,0.0,50.7,6,6,18.7,759.2,yolov8n,bytetrack,
303,16.231,49.8,0.7,0.0,51.1,8,6,18.7,759.5,yolov8n,bytetrack,
304,16.285,51.5,0.8,0.0,53.0,8,7,18.7,759.6,yolov8n,bytetrack,
305,16.337,50.5,0.9,0.0,52.1,8,7,18.7,759.6,yolov8n,bytetrack,
306,16.389,50.0,0.8,0.0,51.6,9,7,18.7,759.6,yolov8n,bytetrack,
307,16.441,50.8,0.8,0.0,52.3,8,7,18.7,759.6,yolov8n,bytetrack,
308,16.493,49.9,0.8,0.0,51.4,8,8,18.7,759.6,yolov8n,bytetrack,
309,16.545,50.4,0.8,0.0,51.9,8,8,18.7,759.6,yolov8n,bytetrack,
310,16.598,50.4,0.8,0.0,51.9,8,8,18.7,759.6,yolov8n,bytetrack,
311,16.649,49.8,1.0,0.0,51.6,9,8,18.7,759.6,yolov8n,bytetrack,
312,16.701,50.0,0.8,0.0,51.5,8,7,18.7,759.6,yolov8n,bytetrack,
313,16.754,50.9,0.8,0.0,52.4,8,7,18.7,759.6,yolov8n,bytetrack,
314,16.805,49.5,0.7,0.0,51.1,9,7,18.7,759.6,yolov8n,bytetrack,
315,16.857,50.7,0.7,0.0,52.2,10,7,18.7,759.6,yolov8n,bytetrack,
316,16.910,50.8,0.7,0.0,52.3,9,7,18.7,759.6,yolov8n,bytetrack,
317,16.965,52.7,0.7,0.0,54.2,8,6,18.7,759.6,yolov8n,bytetrack,
318,17.019,52.1,0.7,0.0,53.8,9,5,18.7,759.6,yolov8n,bytetrack,
319,17.070,49.3,0.7,0.0,50.7,9,6,18.7,759.6,yolov8n,bytetrack,
320,17.122,50.2,0.7,0.0,51.6,9,6,18.7,759.6,yolov8n,bytetrack,
321,17.172,48.7,0.7,0.0,50.1,8,6,18.7,759.6,yolov8n,bytetrack,
322,17.224,49.9,0.8,0.0,51.5,8,7,18.7,759.6,yolov8n,bytetrack,
323,17.276,50.7,0.7,0.0,52.1,9,7,18.7,759.6,yolov8n,bytetrack,
324,17.330,51.8,0.8,0.0,53.3,8,7,18.7,759.6,yolov8n,bytetrack,
325,17.382,50.5,0.7,0.0,52.1,7,6,18.7,759.6,yolov8n,bytetrack,
326,17.432,48.3,0.8,0.0,49.9,9,6,18.7,759.6,yolov8n,bytetrack,
327,17.484,50.0,0.8,0.0,51.5,9,7,18.7,759.6,yolov8n,bytetrack,
328,17.535,49.5,0.7,0.0,50.8,8,7,18.7,759.6,yolov8n,bytetrack,
329,17.588,50.9,0.7,0.0,52.3,8,7,18.7,759.6,yolov8n,bytetrack,
330,17.639,49.7,0.7,0.0,51.2,8,6,18.7,759.6,yolov8n,bytetrack,
331,17.692,50.7,0.7,0.0,52.2,7,6,18.7,759.6,yolov8n,bytetrack,
332,17.744,50.5,0.7,0.0,51.9,9,6,18.7,759.6,yolov8n,bytetrack,
333,17.796,50.0,0.8,0.0,51.4,10,6,18.7,759.6,yolov8n,bytetrack,
334,17.847,49.6,0.7,0.0,51.1,9,6,18.7,759.6,yolov8n,bytetrack,
335,17.900,51.4,0.8,0.0,53.0,9,7,18.7,759.6,yolov8n,bytetrack,
336,17.953,50.7,0.8,0.0,52.3,9,8,18.7,759.6,yolov8n,bytetrack,
337,18.010,55.2,0.9,0.0,57.0,9,9,18.7,759.6,yolov8n,bytetrack,1 notifications
338,18.062,50.4,0.8,0.0,52.1,8,8,18.7,759.6,yolov8n,bytetrack,
339,18.114,49.8,0.8,0.0,51.3,8,8,18.7,764.9,yolov8n,bytetrack,
340,18.167,51.6,0.7,0.0,52.9,5,5,18.7,764.9,yolov8n,bytetrack,
341,18.219,50.3,0.7,0.0,51.6,8,4,18.7,764.9,yolov8n,bytetrack,
342,18.270,49.5,0.6,0.0,50.8,7,5,18.7,764.9,yolov8n,bytetrack,
343,18.324,51.6,0.7,0.0,53.0,7,7,18.7,764.9,yolov8n,bytetrack,
344,18.377,51.7,0.8,0.0,53.2,9,7,18.7,764.9,yolov8n,bytetrack,
345,18.429,50.6,0.8,0.0,52.1,9,8,18.7,764.9,yolov8n,bytetrack,
346,18.482,50.4,0.8,0.0,52.1,8,8,18.7,764.9,yolov8n,bytetrack,
347,18.534,50.3,0.9,0.0,52.1,8,8,18.7,764.9,yolov8n,bytetrack,
348,18.586,49.9,0.8,0.0,51.9,8,8,18.7,764.9,yolov8n,bytetrack,
349,18.640,51.3,0.8,0.0,52.8,8,8,18.7,764.9,yolov8n,bytetrack,
350,18.690,48.8,0.8,0.0,50.4,8,8,18.7,764.9,yolov8n,bytetrack,
351,18.743,50.9,0.7,0.0,52.4,8,8,18.7,764.9,yolov8n,bytetrack,
352,18.795,50.4,0.7,0.0,51.9,8,8,18.7,764.9,yolov8n,bytetrack,
353,18.846,49.3,0.7,0.0,50.9,9,8,18.7,764.9,yolov8n,bytetrack,
354,18.900,51.3,1.0,0.0,53.1,10,8,18.7,764.9,yolov8n,bytetrack,
355,18.951,49.6,0.8,0.0,51.2,10,8,18.7,764.9,yolov8n,bytetrack,
356,19.002,49.0,0.7,0.0,50.4,8,8,18.7,764.9,yolov8n,bytetrack,
357,19.053,50.0,0.7,0.0,51.5,8,8,18.7,764.9,yolov8n,bytetrack,
358,19.104,49.3,0.8,0.0,50.8,8,8,18.7,764.9,yolov8n,bytetrack,
359,19.157,50.4,0.8,0.0,52.0,9,8,18.7,764.9,yolov8n,bytetrack,
360,19.208,49.5,0.8,0.0,51.1,8,8,18.7,764.9,yolov8n,bytetrack,
361,19.261,51.3,0.8,0.0,52.8,8,7,18.7,764.9,yolov8n,bytetrack,
362,19.312,48.9,0.8,0.0,50.6,9,7,18.7,764.9,yolov8n,bytetrack,
363,19.363,49.4,0.9,0.0,51.0,9,9,18.7,764.9,yolov8n,bytetrack,
364,19.416,50.7,1.0,0.0,52.5,9,9,18.7,764.9,yolov8n,bytetrack,
365,19.468,50.3,0.8,0.0,51.9,10,9,18.7,764.9,yolov8n,bytetrack,
366,19.520,50.0,0.8,0.0,51.6,9,9,18.7,764.9,yolov8n,bytetrack,
367,19.573,50.5,0.8,0.0,52.1,9,9,18.8,764.9,yolov8n,bytetrack,
368,19.625,51.1,0.8,0.0,52.6,8,8,18.8,764.9,yolov8n,bytetrack,
369,19.676,48.8,0.7,0.0,50.1,7,7,18.8,764.9,yolov8n,bytetrack,
370,19.728,50.7,0.8,0.0,52.2,8,7,18.8,764.9,yolov8n,bytetrack,
371,19.780,50.3,0.8,0.0,51.8,8,7,18.8,764.9,yolov8n,bytetrack,
372,19.833,50.2,1.0,0.0,52.0,9,8,18.8,768.2,yolov8n,bytetrack,
373,19.884,49.5,0.7,0.0,50.8,7,7,18.8,768.2,yolov8n,bytetrack,
374,19.936,50.7,0.7,0.0,52.1,8,7,18.8,768.2,yolov8n,bytetrack,
375,19.987,49.5,0.6,0.0,50.8,6,6,18.8,768.2,yolov8n,bytetrack,
376,20.038,49.2,0.7,0.0,50.5,6,6,18.8,768.2,yolov8n,bytetrack,
377,20.089,49.5,0.7,0.0,51.0,6,6,18.8,768.2,yolov8n,bytetrack,
378,20.141,50.7,0.6,0.0,52.0,6,6,18.8,768.2,yolov8n,bytetrack,
379,20.192,49.2,0.7,0.0,50.6,6,6,18.8,768.2,yolov8n,bytetrack,
380,20.244,49.4,0.8,0.0,51.0,8,6,18.8,768.2,yolov8n,bytetrack,
381,20.297,51.7,0.8,0.0,53.2,8,8,18.8,768.2,yolov8n,bytetrack,
382,20.349,49.5,0.8,0.0,51.2,9,8,18.8,768.2,yolov8n,bytetrack,
383,20.400,49.2,0.8,0.0,50.9,8,8,18.8,768.2,yolov8n,bytetrack,
384,20.453,51.7,0.8,0.0,53.3,8,8,18.8,768.2,yolov8n,bytetrack,
385,20.505,49.6,0.7,0.0,51.1,7,6,18.8,768.2,yolov8n,bytetrack,
386,20.557,50.9,0.6,0.0,52.2,6,6,18.8,768.2,yolov8n,bytetrack,
387,20.611,52.0,0.7,0.0,53.3,6,6,18.8,768.2,yolov8n,bytetrack,
388,20.662,49.5,0.7,0.0,50.9,6,5,18.8,768.2,yolov8n,bytetrack,
389,20.713,49.6,0.7,0.0,51.0,8,5,18.8,768.2,yolov8n,bytetrack,
390,20.767,52.1,0.8,0.0,53.7,9,5,18.8,768.2,yolov8n,bytetrack,
391,20.821,51.7,0.9,0.0,53.3,10,7,18.8,768.2,yolov8n,bytetrack,
392,20.874,51.1,0.9,0.0,52.8,11,10,18.8,768.2,yolov8n,bytetrack,
393,20.926,50.6,1.0,0.0,52.5,13,10,18.8,768.2,yolov8n,bytetrack,
394,20.981,52.7,1.0,0.0,54.7,12,11,18.8,768.2,yolov8n,bytetrack,
395,21.034,50.5,0.9,0.0,52.2,11,11,18.8,768.2,yolov8n,bytetrack,
396,21.086,50.2,1.0,0.0,52.1,12,11,18.8,768.2,yolov8n,bytetrack,
397,21.139,50.4,1.1,0.0,52.4,12,12,18.8,768.2,yolov8n,bytetrack,
398,21.191,50.2,1.0,0.0,52.2,12,12,18.8,768.2,yolov8n,bytetrack,
399,21.244,50.1,1.0,0.0,52.0,12,12,18.8,768.2,yolov8n,bytetrack,
400,21.295,49.3,0.9,0.0,51.1,11,11,18.8,768.3,yolov8n,bytetrack,
401,21.348,50.9,1.0,0.0,52.7,11,11,18.8,768.3,yolov8n,bytetrack,
402,21.401,50.5,1.0,0.0,52.3,11,11,18.8,768.3,yolov8n,bytetrack,
403,21.453,50.2,0.9,0.0,51.9,10,10,18.8,768.3,yolov8n,bytetrack,
404,21.505,50.1,0.9,0.0,51.8,9,9,18.8,768.3,yolov8n,bytetrack,
405,21.558,51.0,0.8,0.0,52.7,10,9,18.8,768.3,yolov8n,bytetrack,
406,21.609,49.1,0.9,0.0,50.9,10,9,18.8,768.3,yolov8n,bytetrack,
407,21.665,53.2,0.8,0.0,55.0,11,10,18.8,768.3,yolov8n,bytetrack,
408,21.717,50.2,0.9,0.0,52.0,10,10,18.8,768.3,yolov8n,bytetrack,
409,21.770,50.8,0.9,0.0,52.6,12,10,18.8,768.3,yolov8n,bytetrack,
410,21.875,102.8,1.0,0.0,104.6,10,10,18.7,773.4,yolov8n,bytetrack,
411,21.928,50.9,1.0,0.0,52.9,11,10,18.7,773.4,yolov8n,bytetrack,
412,21.981,51.2,0.9,0.0,52.8,10,8,18.7,773.4,yolov8n,bytetrack,
413,22.035,51.4,0.9,0.0,53.3,11,10,18.7,773.4,yolov8n,bytetrack,
414,22.087,49.9,0.9,0.0,51.6,13,11,18.7,773.4,yolov8n,bytetrack,
415,22.138,49.3,0.9,0.0,50.9,11,10,18.7,773.4,yolov8n,bytetrack,
416,22.191,50.6,0.9,0.0,52.5,12,11,18.7,773.4,yolov8n,bytetrack,
417,22.246,52.9,1.0,0.0,54.8,12,11,18.7,773.4,yolov8n,bytetrack,
418,22.299,51.6,1.1,0.0,53.6,10,10,18.7,773.4,yolov8n,bytetrack,
419,22.353,51.0,1.0,0.0,52.9,12,10,18.7,773.4,yolov8n,bytetrack,
420,22.408,53.3,1.0,0.0,55.1,11,11,18.7,773.5,yolov8n,bytetrack,
421,22.461,50.3,1.0,0.0,52.2,11,11,18.7,773.5,yolov8n,bytetrack,
422,22.513,50.0,0.9,0.0,52.0,11,11,18.7,773.5,yolov8n,bytetrack,
423,22.566,50.8,1.1,0.0,52.8,11,11,18.7,773.5,yolov8n,bytetrack,
424,22.620,52.2,0.9,0.0,53.8,10,9,18.7,773.5,yolov8n,bytetrack,
425,22.673,50.5,0.9,0.0,52.1,9,9,18.7,773.5,yolov8n,bytetrack,
426,22.725,50.0,0.9,0.0,51.9,9,9,18.7,773.5,yolov8n,bytetrack,
427,22.777,50.4,0.8,0.0,52.1,8,8,18.7,773.5,yolov8n,bytetrack,
428,22.831,51.2,0.8,0.0,52.8,8,8,18.7,773.5,yolov8n,bytetrack,
429,22.887,54.6,0.9,0.0,56.2,8,8,18.7,773.5,yolov8n,bytetrack,
430,22.942,53.6,0.8,0.0,55.0,6,6,18.7,773.5,yolov8n,bytetrack,
431,23.004,59.6,0.7,0.0,61.1,6,6,18.7,778.8,yolov8n,bytetrack,
432,23.058,52.8,0.8,0.0,54.3,7,7,18.7,778.8,yolov8n,bytetrack,
433,23.111,50.8,0.7,0.0,52.3,7,7,18.7,778.8,yolov8n,bytetrack,
434,23.163,50.4,0.7,0.0,51.8,7,7,18.7,778.8,yolov8n,bytetrack,
435,23.218,52.8,0.8,0.0,54.4,7,7,18.7,778.8,yolov8n,bytetrack,
436,23.272,52.5,0.7,0.0,53.8,6,6,18.7,778.8,yolov8n,bytetrack,
437,23.324,50.8,0.7,0.0,52.1,6,6,18.7,778.8,yolov8n,bytetrack,
438,23.377,50.6,0.7,0.0,52.1,6,6,18.7,778.8,yolov8n,bytetrack,
439,23.431,52.3,0.7,0.0,53.7,6,6,18.7,778.8,yolov8n,bytetrack,
440,23.485,52.8,0.7,0.0,54.2,6,6,18.7,778.8,yolov8n,bytetrack,
441,23.539,52.5,0.7,0.0,53.9,6,6,18.7,778.8,yolov8n,bytetrack,
442,23.595,53.8,0.7,0.0,55.2,6,6,18.7,778.8,yolov8n,bytetrack,
443,23.647,51.2,0.7,0.0,52.6,5,5,18.7,778.8,yolov8n,bytetrack,
444,23.701,51.3,0.7,0.0,52.8,6,5,18.7,778.8,yolov8n,bytetrack,
445,23.754,51.2,0.8,0.0,52.8,6,5,18.7,778.8,yolov8n,bytetrack,
446,23.807,51.6,0.7,0.0,53.2,7,6,18.7,778.8,yolov8n,bytetrack,
447,23.862,53.0,0.8,0.0,54.6,6,6,18.7,778.8,yolov8n,bytetrack,
448,23.914,50.3,0.7,0.0,51.8,7,6,18.7,778.8,yolov8n,bytetrack,
449,23.969,53.0,0.8,0.0,54.5,7,6,18.7,778.8,yolov8n,bytetrack,
450,24.023,52.9,0.7,0.0,54.4,6,6,18.7,778.8,yolov8n,bytetrack,
451,24.076,51.0,0.6,0.0,52.2,3,3,18.7,778.8,yolov8n,bytetrack,
452,24.128,50.9,0.7,0.0,52.2,6,4,18.7,778.8,yolov8n,bytetrack,
453,24.181,51.4,0.7,0.0,52.9,6,5,18.7,778.8,yolov8n,bytetrack,
454,24.237,53.4,0.7,0.0,54.8,7,5,18.7,778.8,yolov8n,bytetrack,
455,24.292,53.2,0.6,0.0,54.8,5,4,18.7,778.8,yolov8n,bytetrack,1 notifications
456,24.347,53.3,0.6,0.0,54.7,5,4,18.7,778.8,yolov8n,bytetrack,
457,24.400,51.9,0.6,0.0,53.1,4,4,18.7,778.8,yolov8n,bytetrack,
458,24.453,51.1,0.6,0.0,52.6,4,4,18.7,778.8,yolov8n,bytetrack,
459,24.507,52.5,0.5,0.0,53.6,4,4,18.7,778.8,yolov8n,bytetrack,
460,24.557,48.8,0.6,0.0,50.0,4,4,18.7,778.8,yolov8n,bytetrack,
461,24.611,52.3,0.6,0.0,53.5,5,5,18.7,778.8,yolov8n,bytetrack,
462,24.665,52.1,0.6,0.0,53.4,5,4,18.7,778.8,yolov8n,bytetrack,
463,24.717,50.5,0.6,0.0,51.7,5,4,18.7,778.8,yolov8n,bytetrack,
464,24.771,52.7,0.6,0.0,54.1,6,4,18.7,778.8,yolov8n,bytetrack,
465,24.826,52.9,0.6,0.0,54.1,6,4,18.7,778.8,yolov8n,bytetrack,
466,24.878,51.2,0.5,0.0,52.4,4,4,18.7,778.8,yolov8n,bytetrack,
467,24.931,51.4,0.6,0.0,52.8,7,5,18.7,778.8,yolov8n,bytetrack,
468,24.987,54.1,0.6,0.0,55.5,7,5,18.7,778.8,yolov8n,bytetrack,
469,25.042,53.0,0.6,0.0,54.3,6,6,18.7,778.8,yolov8n,bytetrack,
470,25.093,49.5,0.7,0.0,50.9,6,6,18.7,778.8,yolov8n,bytetrack,
471,25.145,50.5,0.6,0.0,51.9,5,5,18.7,778.8,yolov8n,bytetrack,
472,25.199,52.2,0.7,0.0,53.7,6,5,18.7,778.8,yolov8n,bytetrack,
473,25.250,49.5,0.5,0.0,50.6,4,4,18.7,778.8,yolov8n,bytetrack,
474,25.304,52.7,0.6,0.0,53.9,5,5,18.7,778.8,yolov8n,bytetrack,
475,25.359,53.5,0.6,0.0,54.8,5,5,18.7,778.8,yolov8n,bytetrack,
476,25.412,51.3,0.6,0.0,52.5,6,5,18.7,778.8,yolov8n,bytetrack,
477,25.463,50.3,0.6,0.0,51.5,6,5,18.7,778.8,yolov8n,bytetrack,
478,25.517,51.9,0.7,0.0,53.3,6,5,18.7,778.8,yolov8n,bytetrack,
479,25.570,51.4,0.6,0.0,52.7,6,5,18.7,778.8,yolov8n,bytetrack,
480,25.623,51.8,0.7,0.0,53.2,6,5,18.7,778.8,yolov8n,bytetrack,
481,25.677,51.7,0.7,0.0,53.0,7,5,18.7,778.8,yolov8n,bytetrack,
482,25.731,52.6,0.7,0.0,54.0,7,7,18.7,778.8,yolov8n,bytetrack,
483,25.784,50.7,0.7,0.0,52.4,8,7,18.7,778.8,yolov8n,bytetrack,
484,25.837,51.9,0.8,0.0,53.4,8,7,18.7,778.8,yolov8n,bytetrack,
485,25.892,52.8,0.8,0.0,54.4,8,7,18.7,778.8,yolov8n,bytetrack,
486,25.944,49.7,0.7,0.0,51.2,8,7,18.7,778.8,yolov8n,bytetrack,
487,26.007,61.5,0.8,0.0,63.1,8,6,18.7,778.8,yolov8n,bytetrack,
488,26.069,60.6,0.8,0.0,62.2,7,6,18.7,778.8,yolov8n,bytetrack,
489,26.123,52.2,0.7,0.0,53.6,7,6,18.7,778.8,yolov8n,bytetrack,
490,26.178,52.5,0.7,0.0,54.0,6,6,18.7,778.8,yolov8n,bytetrack,
491,26.239,59.0,0.7,0.0,60.5,6,6,18.7,778.8,yolov8n,bytetrack,
492,26.293,52.6,0.7,0.0,54.0,6,6,18.7,778.8,yolov8n,bytetrack,
493,26.347,52.2,0.6,0.0,53.5,5,5,18.7,778.8,yolov8n,bytetrack,
494,26.403,54.7,0.7,0.0,56.0,5,5,18.7,778.8,yolov8n,bytetrack,
495,26.458,53.2,0.7,0.0,54.6,6,6,18.7,778.8,yolov8n,bytetrack,
496,26.513,53.4,0.7,0.0,54.8,6,6,18.7,778.8,yolov8n,bytetrack,
497,26.567,52.6,0.8,0.0,54.1,5,5,18.7,778.8,yolov8n,bytetrack,
498,26.621,52.1,0.7,0.0,53.5,6,5,18.7,778.8,yolov8n,bytetrack,
499,26.674,50.9,0.7,0.0,52.3,7,5,18.7,778.8,yolov8n,bytetrack,
500,26.728,53.0,0.7,0.0,54.3,6,5,18.7,778.8,yolov8n,bytetrack,
501,26.784,54.4,0.7,0.0,55.8,6,6,18.7,778.8,yolov8n,bytetrack,
502,26.839,53.2,0.7,0.0,54.7,6,6,18.7,778.8,yolov8n,bytetrack,
503,26.894,53.6,0.6,0.0,54.8,6,6,18.7,782.1,yolov8n,bytetrack,
504,26.954,57.4,0.7,0.0,58.7,6,6,18.7,782.1,yolov8n,bytetrack,
505,27.016,59.5,1.0,0.0,61.5,7,6,18.7,782.1,yolov8n,bytetrack,
506,27.070,52.5,0.7,0.0,54.1,6,6,18.7,782.1,yolov8n,bytetrack,
507,27.126,54.0,0.7,0.0,56.0,7,6,18.7,782.1,yolov8n,bytetrack,
508,27.179,51.3,0.7,0.0,52.7,6,6,18.7,782.1,yolov8n,bytetrack,
509,27.232,50.7,0.7,0.0,52.1,7,6,18.7,782.1,yolov8n,bytetrack,
510,27.286,52.3,0.7,0.0,53.8,7,6,18.7,782.1,yolov8n,bytetrack,
511,27.338,50.4,0.7,0.0,51.9,7,6,18.7,782.1,yolov8n,bytetrack,
512,27.391,51.2,0.7,0.0,52.7,6,6,18.7,782.1,yolov8n,bytetrack,
513,27.444,51.4,0.7,0.0,52.8,7,6,18.7,782.1,yolov8n,bytetrack,
514,27.500,53.7,0.8,0.0,55.4,8,7,18.7,782.1,yolov8n,bytetrack,
515,27.554,51.9,0.7,0.0,53.5,8,7,18.7,782.1,yolov8n,bytetrack,
516,27.609,53.6,0.7,0.0,55.1,8,7,18.7,782.1,yolov8n,bytetrack,
517,27.662,51.6,0.7,0.0,53.0,8,7,18.7,782.1,yolov8n,bytetrack,
518,27.715,51.0,0.9,0.0,52.6,8,8,18.7,782.1,yolov8n,bytetrack,
519,27.770,52.7,0.8,0.0,54.7,8,8,18.7,782.1,yolov8n,bytetrack,
520,27.824,52.5,0.7,0.0,54.2,8,8,18.7,782.1,yolov8n,bytetrack,
521,27.877,51.2,0.7,0.0,52.7,8,8,18.7,782.1,yolov8n,bytetrack,
522,27.930,51.1,0.8,0.0,52.7,9,8,18.7,782.1,yolov8n,bytetrack,
523,27.984,51.8,0.8,0.0,53.5,9,8,18.7,782.1,yolov8n,bytetrack,
524,28.035,49.1,0.8,0.0,50.6,9,8,18.7,782.1,yolov8n,bytetrack,
525,28.086,48.8,0.9,0.0,50.5,9,9,18.7,782.1,yolov8n,bytetrack,
526,28.140,51.9,0.7,0.0,53.4,8,8,18.7,782.1,yolov8n,bytetrack,
527,28.193,51.8,0.7,0.0,53.2,8,8,18.7,782.1,yolov8n,bytetrack,
528,28.244,49.3,0.7,0.0,50.8,9,8,18.7,782.1,yolov8n,bytetrack,
529,28.296,50.2,0.7,0.0,51.7,8,8,18.7,782.1,yolov8n,bytetrack,
530,28.349,50.7,0.9,0.0,52.4,8,8,18.7,782.1,yolov8n,bytetrack,
531,28.402,51.6,0.7,0.0,53.1,8,8,18.7,782.1,yolov8n,bytetrack,
532,28.454,49.8,0.7,0.0,51.3,8,8,18.7,782.1,yolov8n,bytetrack,
533,28.508,52.2,0.7,0.0,53.9,8,8,18.7,782.1,yolov8n,bytetrack,
534,28.560,50.2,0.7,0.0,51.8,8,8,18.7,782.1,yolov8n,bytetrack,
535,28.613,50.7,0.7,0.0,52.2,8,8,18.7,782.1,yolov8n,bytetrack,
536,28.666,51.3,0.9,0.0,53.0,9,8,18.7,782.1,yolov8n,bytetrack,
537,28.719,51.6,0.7,0.0,53.0,10,8,18.7,782.1,yolov8n,bytetrack,
538,28.771,50.2,0.7,0.0,51.7,8,7,18.7,782.1,yolov8n,bytetrack,
539,28.825,51.6,0.7,0.0,53.1,8,7,18.7,782.1,yolov8n,bytetrack,
540,28.876,49.1,0.7,0.0,50.6,7,7,18.7,782.1,yolov8n,bytetrack,
541,28.928,50.9,0.7,0.0,52.3,7,7,18.7,782.1,yolov8n,bytetrack,
542,28.984,53.6,0.7,0.0,55.1,8,7,18.7,782.1,yolov8n,bytetrack,
543,29.036,51.2,0.7,0.0,52.6,8,7,18.7,782.1,yolov8n,bytetrack,
544,29.089,50.5,0.7,0.0,52.0,9,7,18.7,782.1,yolov8n,bytetrack,
545,29.141,50.3,0.7,0.0,51.8,8,7,18.7,782.1,yolov8n,bytetrack,
546,29.193,50.8,0.7,0.0,52.3,8,7,18.7,782.1,yolov8n,bytetrack,
547,29.251,55.6,0.8,0.0,57.2,8,7,18.7,782.2,yolov8n,bytetrack,
548,29.370,117.0,1.0,0.0,119.0,8,8,18.7,782.2,yolov8n,bytetrack,
549,29.426,53.8,0.8,0.0,55.4,8,8,18.7,782.2,yolov8n,bytetrack,
550,29.479,51.1,0.8,0.0,52.6,8,8,18.7,782.2,yolov8n,bytetrack,
551,29.535,53.7,0.7,0.0,55.1,8,8,18.7,782.2,yolov8n,bytetrack,
552,29.590,53.5,0.8,0.0,55.1,9,8,18.7,782.2,yolov8n,bytetrack,
553,29.647,55.5,0.8,0.0,57.1,8,8,18.7,782.2,yolov8n,bytetrack,
554,29.703,54.0,0.8,0.0,55.5,8,8,18.7,782.2,yolov8n,bytetrack,
555,29.757,52.5,0.8,0.0,54.1,9,8,18.7,782.2,yolov8n,bytetrack,
556,29.810,51.0,0.8,0.0,52.5,8,8,18.7,782.2,yolov8n,bytetrack,
557,29.864,51.6,0.8,0.0,53.2,8,8,18.7,782.2,yolov8n,bytetrack,
558,29.919,53.0,0.8,0.0,54.5,8,7,18.7,782.2,yolov8n,bytetrack,
559,29.978,57.1,0.8,0.0,58.7,9,7,18.6,782.2,yolov8n,bytetrack,
560,30.034,54.2,0.9,0.0,55.9,9,8,18.6,782.2,yolov8n,bytetrack,
561,30.089,53.0,0.8,0.0,54.6,9,9,18.6,782.2,yolov8n,bytetrack,
562,30.142,51.5,0.8,0.0,53.2,9,9,18.6,782.3,yolov8n,bytetrack,
563,30.195,50.2,0.8,0.0,51.9,9,9,18.6,782.3,yolov8n,bytetrack,
564,30.248,51.9,0.8,0.0,53.5,9,9,18.6,782.3,yolov8n,bytetrack,
565,30.303,52.7,0.8,0.0,54.2,8,8,18.6,782.3,yolov8n,bytetrack,
566,30.357,52.0,0.7,0.0,53.5,8,8,18.6,782.3,yolov8n,bytetrack,
567,30.412,53.6,0.7,0.0,55.0,7,7,18.6,782.3,yolov8n,bytetrack,
568,30.466,52.4,0.8,0.0,53.9,9,7,18.6,782.3,yolov8n,bytetrack,
569,30.529,61.0,0.8,0.0,62.6,8,7,18.6,782.3,yolov8n,bytetrack,
570,30.586,54.8,0.7,0.0,56.3,8,7,18.6,782.3,yolov8n,bytetrack,
571,30.641,53.2,0.7,0.0,54.7,7,7,18.6,782.3,yolov8n,bytetrack,
572,30.697,54.4,0.8,0.0,55.8,7,7,18.6,782.3,yolov8n,bytetrack,
573,30.755,56.0,0.7,0.0,57.8,6,6,18.6,782.3,yolov8n,bytetrack,
574,30.811,54.6,0.7,0.0,56.1,7,7,18.6,782.3,yolov8n,bytetrack,
575,30.866,53.0,0.7,0.0,54.6,6,6,18.6,782.3,yolov8n,bytetrack,
