# System Information
# OS,Darwin,Darwin Kernel Version 24.4.0: Fri Apr 11 18:34:14 PDT 2025; root:xnu-11417.101.15~117/RELEASE_ARM64_T8122
# Python,3.11.5
# CPU,arm,"8 cores, 8 threads"
# RAM,24.0 GB

# YOLO Model,models/yolov8n.pt
# Tracker,bytetrack

# Video,data/clips/2025-05-03_152528フロア10minites_30sec.mp4

Frame,Time,Detection_Time_ms,Tracking_Time_ms,Stay_Check_Time_ms,Total_Time_ms,Objects_Detected,Objects_Tracked,FPS,Memory_MB,Model,Tracker,Notes
25,1.539,53.2,1.1,0.0,55.3,13,10,16.2,653.9,yolov8n,bytetrack,
26,1.593,50.8,1.0,0.0,52.8,14,10,16.3,653.9,yolov8n,bytetrack,
27,1.647,52.8,0.9,0.0,54.6,10,9,16.4,661.2,yolov8n,bytetrack,
28,1.706,56.7,0.9,0.0,58.5,10,9,16.4,661.2,yolov8n,bytetrack,
29,1.763,54.3,0.9,0.0,56.1,12,10,16.5,661.2,yolov8n,bytetrack,
30,1.817,52.2,1.0,0.0,54.0,10,10,16.5,661.2,yolov8n,bytetrack,
31,1.874,54.6,1.0,0.0,56.5,12,10,16.5,661.2,yolov8n,bytetrack,
32,1.927,51.1,1.0,0.0,53.2,13,10,16.6,661.2,yolov8n,bytetrack,
33,1.980,50.7,1.0,0.0,52.7,13,10,16.7,661.2,yolov8n,bytetrack,
34,2.033,50.7,1.1,0.0,52.7,12,10,16.7,661.2,yolov8n,bytetrack,
35,2.086,51.1,1.1,0.0,53.0,12,10,16.8,663.6,yolov8n,bytetrack,
36,2.137,48.5,0.9,0.0,50.3,11,9,16.8,666.0,yolov8n,bytetrack,
37,2.190,51.3,1.0,0.0,53.2,11,8,16.9,668.3,yolov8n,bytetrack,
38,2.243,51.1,1.0,0.0,52.8,10,8,16.9,673.0,yolov8n,bytetrack,
39,2.296,50.7,1.1,0.0,52.6,13,9,17.0,673.0,yolov8n,bytetrack,
40,2.348,49.9,1.1,0.0,51.8,13,10,17.0,673.0,yolov8n,bytetrack,
41,2.401,50.3,1.0,0.0,52.2,12,10,17.1,673.0,yolov8n,bytetrack,
42,2.453,50.4,1.0,0.0,52.1,11,10,17.1,677.8,yolov8n,bytetrack,
43,2.506,51.0,1.0,0.0,52.7,11,11,17.2,683.2,yolov8n,bytetrack,
44,2.557,48.8,1.0,0.0,50.8,11,10,17.2,686.5,yolov8n,bytetrack,
45,2.610,50.8,1.0,0.0,52.6,10,9,17.2,686.5,yolov8n,bytetrack,
46,2.663,50.5,0.9,0.0,52.4,9,9,17.3,686.5,yolov8n,bytetrack,
47,2.715,50.1,0.9,0.0,52.1,12,9,17.3,696.1,yolov8n,bytetrack,
48,2.769,51.4,0.9,0.0,53.5,10,9,17.3,703.2,yolov8n,bytetrack,
49,2.821,50.5,1.0,0.0,52.3,11,9,17.4,709.8,yolov8n,bytetrack,
50,2.876,52.4,1.0,0.0,54.4,10,9,17.4,710.6,yolov8n,bytetrack,
51,2.930,52.0,1.0,0.0,53.7,9,7,17.4,711.4,yolov8n,bytetrack,
52,2.990,57.8,1.1,0.0,59.8,10,9,17.4,713.6,yolov8n,bytetrack,
53,3.043,51.1,0.9,0.0,52.8,8,8,17.4,715.5,yolov8n,bytetrack,
54,3.095,50.0,0.9,0.0,51.8,9,7,17.4,716.3,yolov8n,bytetrack,
55,3.149,52.3,1.0,0.0,54.2,9,7,17.5,717.1,yolov8n,bytetrack,
56,3.202,50.2,0.8,0.0,51.7,10,7,17.5,719.4,yolov8n,bytetrack,
57,3.253,49.3,0.8,0.0,50.9,10,7,17.5,721.3,yolov8n,bytetrack,
58,3.306,50.8,1.0,0.0,52.6,12,7,17.5,722.2,yolov8n,bytetrack,
59,3.358,49.9,1.0,0.0,51.7,12,9,17.6,722.2,yolov8n,bytetrack,
60,3.410,49.9,1.1,0.0,52.1,15,11,17.6,722.7,yolov8n,bytetrack,
61,3.464,52.1,1.0,0.0,54.0,13,10,17.6,722.7,yolov8n,bytetrack,
62,3.518,52.2,0.9,0.0,53.9,11,8,17.6,722.7,yolov8n,bytetrack,
63,3.570,49.6,1.0,0.0,51.3,12,9,17.6,722.7,yolov8n,bytetrack,
64,3.624,51.5,1.0,0.0,53.4,11,9,17.7,727.5,yolov8n,bytetrack,
65,3.678,52.4,1.0,0.0,54.3,11,10,17.7,730.8,yolov8n,bytetrack,
66,3.730,49.3,1.0,0.0,51.1,11,10,17.7,730.8,yolov8n,bytetrack,
67,3.781,49.2,0.9,0.0,50.8,9,9,17.7,730.8,yolov8n,bytetrack,
68,3.836,53.1,0.9,0.0,54.7,10,9,17.7,730.9,yolov8n,bytetrack,
69,3.889,51.0,0.9,0.0,52.7,11,9,17.7,730.9,yolov8n,bytetrack,
70,3.940,49.4,1.0,0.0,51.1,11,9,17.8,730.9,yolov8n,bytetrack,
71,3.992,49.9,1.0,0.0,51.8,14,10,17.8,730.9,yolov8n,bytetrack,
72,4.044,50.4,1.0,0.0,52.2,13,9,17.8,730.9,yolov8n,bytetrack,
73,4.097,50.6,1.0,0.0,52.3,12,9,17.8,731.0,yolov8n,bytetrack,
74,4.150,50.9,1.1,0.0,52.9,12,9,17.8,731.0,yolov8n,bytetrack,
75,4.203,50.6,1.0,0.0,52.4,13,11,17.8,731.0,yolov8n,bytetrack,
76,4.254,49.0,0.9,0.0,50.7,13,9,17.9,731.0,yolov8n,bytetrack,
77,4.306,50.7,1.0,0.0,52.5,14,11,17.9,731.0,yolov8n,bytetrack,
78,4.360,51.8,1.0,0.0,53.7,12,11,17.9,731.0,yolov8n,bytetrack,
79,4.412,49.4,1.1,0.0,51.3,13,10,17.9,731.0,yolov8n,bytetrack,
80,4.464,49.4,1.0,0.0,51.2,13,10,17.9,731.0,yolov8n,bytetrack,
81,4.517,50.6,1.2,0.0,52.6,12,10,17.9,739.0,yolov8n,bytetrack,
82,4.569,50.5,1.0,0.0,52.3,12,12,17.9,739.0,yolov8n,bytetrack,
83,4.623,51.9,1.1,0.0,53.8,12,12,18.0,739.0,yolov8n,bytetrack,
84,4.677,51.6,1.0,0.0,53.4,13,12,18.0,739.0,yolov8n,bytetrack,
85,4.728,49.4,1.0,0.0,51.2,12,12,18.0,739.0,yolov8n,bytetrack,
86,4.784,53.7,1.2,0.0,55.8,13,12,18.0,739.0,yolov8n,bytetrack,
87,4.841,54.2,1.0,0.0,56.2,13,12,18.0,739.0,yolov8n,bytetrack,
88,4.895,51.7,1.1,0.0,53.7,14,12,18.0,739.0,yolov8n,bytetrack,
89,4.948,50.7,1.1,0.0,52.7,13,12,18.0,739.1,yolov8n,bytetrack,
90,5.006,55.7,1.0,0.0,57.5,12,11,18.0,739.1,yolov8n,bytetrack,
91,5.061,53.4,1.0,0.0,55.3,12,12,18.0,739.1,yolov8n,bytetrack,
92,5.115,51.0,1.1,0.0,52.9,12,12,18.0,739.1,yolov8n,bytetrack,
93,5.168,51.5,1.0,0.0,53.4,12,12,18.0,740.0,yolov8n,bytetrack,
94,5.221,50.8,1.0,0.0,52.7,13,12,18.0,740.0,yolov8n,bytetrack,
95,5.275,51.6,1.0,0.0,53.5,12,12,18.0,740.0,yolov8n,bytetrack,
96,5.327,50.2,1.1,0.0,52.3,15,12,18.0,740.0,yolov8n,bytetrack,
97,5.382,52.3,1.0,0.0,54.1,13,10,18.0,740.0,yolov8n,bytetrack,
98,5.436,52.2,1.0,0.0,54.1,12,10,18.0,740.0,yolov8n,bytetrack,
99,5.489,50.5,1.0,0.0,52.3,12,10,18.0,740.0,yolov8n,bytetrack,
100,5.541,50.2,1.0,0.0,52.0,12,10,18.0,740.0,yolov8n,bytetrack,
101,5.594,50.6,0.9,0.0,52.5,12,10,18.1,740.0,yolov8n,bytetrack,
102,5.647,50.7,1.0,0.0,52.6,13,10,18.1,740.0,yolov8n,bytetrack,
103,5.699,50.4,1.1,0.0,52.2,11,10,18.1,740.0,yolov8n,bytetrack,
104,5.752,51.2,0.9,0.0,52.9,11,10,18.1,740.0,yolov8n,bytetrack,
105,5.805,50.7,1.0,0.0,52.6,11,11,18.1,740.0,yolov8n,bytetrack,
106,5.857,49.3,1.0,0.0,51.3,11,11,18.1,740.0,yolov8n,bytetrack,
107,5.909,50.5,0.9,0.0,52.3,11,11,18.1,740.0,yolov8n,bytetrack,
108,5.967,54.5,1.9,0.0,57.3,12,11,18.1,740.0,yolov8n,bytetrack,
109,6.021,51.8,1.0,0.0,53.6,11,11,18.1,740.0,yolov8n,bytetrack,
110,6.074,51.0,0.9,0.0,52.8,10,10,18.1,740.0,yolov8n,bytetrack,3 notifications
111,6.127,51.5,0.9,0.0,53.1,10,9,18.1,740.0,yolov8n,bytetrack,
112,6.179,50.1,0.9,0.0,51.8,10,9,18.1,740.0,yolov8n,bytetrack,
113,6.231,49.5,0.9,0.0,51.2,11,10,18.1,740.0,yolov8n,bytetrack,
114,6.285,51.7,1.0,0.0,53.6,11,10,18.1,740.0,yolov8n,bytetrack,
115,6.337,50.5,1.0,0.0,52.3,12,11,18.1,740.0,yolov8n,bytetrack,
116,6.390,50.5,1.0,0.0,52.3,12,11,18.2,740.0,yolov8n,bytetrack,
117,6.442,49.7,1.1,0.0,51.8,13,12,18.2,740.0,yolov8n,bytetrack,
118,6.496,52.0,1.0,0.0,53.8,13,12,18.2,740.0,yolov8n,bytetrack,
119,6.549,51.0,1.1,0.0,53.0,14,12,18.2,740.0,yolov8n,bytetrack,
120,6.602,50.8,1.0,0.0,52.7,13,12,18.2,740.0,yolov8n,bytetrack,
121,6.656,51.1,1.0,0.0,53.1,13,11,18.2,740.0,yolov8n,bytetrack,
122,6.709,51.6,1.0,0.0,53.6,15,11,18.2,740.0,yolov8n,bytetrack,
123,6.762,50.5,1.0,0.0,52.5,12,11,18.2,740.0,yolov8n,bytetrack,
124,6.815,50.6,1.0,0.0,52.5,12,11,18.2,740.0,yolov8n,bytetrack,
125,6.869,51.9,0.9,0.0,53.7,13,11,18.2,745.3,yolov8n,bytetrack,
126,6.922,50.4,1.0,0.0,52.2,12,11,18.2,746.8,yolov8n,bytetrack,
127,6.979,55.0,1.2,0.0,57.0,13,11,18.2,748.1,yolov8n,bytetrack,
128,7.034,52.8,1.0,0.0,54.6,14,11,18.2,748.1,yolov8n,bytetrack,
129,7.085,49.3,0.9,0.0,51.0,12,10,18.2,748.1,yolov8n,bytetrack,
130,7.138,51.2,0.9,0.0,53.0,11,10,18.2,749.6,yolov8n,bytetrack,
131,7.190,49.3,0.9,0.0,51.1,12,10,18.2,749.6,yolov8n,bytetrack,
132,7.242,50.6,0.9,0.0,52.4,12,10,18.2,749.6,yolov8n,bytetrack,
133,7.296,51.3,0.9,0.0,53.1,10,10,18.2,749.6,yolov8n,bytetrack,
134,7.349,50.7,0.9,0.0,52.5,11,10,18.2,751.1,yolov8n,bytetrack,
135,7.401,50.0,0.9,0.0,51.7,10,10,18.2,752.3,yolov8n,bytetrack,
136,7.452,49.3,0.8,0.0,50.9,10,10,18.3,752.3,yolov8n,bytetrack,
137,7.505,50.8,0.8,0.0,52.4,10,10,18.3,752.3,yolov8n,bytetrack,
138,7.558,51.4,0.9,0.0,53.0,11,10,18.3,752.3,yolov8n,bytetrack,
139,7.611,50.9,0.9,0.0,52.6,11,9,18.3,752.3,yolov8n,bytetrack,
140,7.664,50.8,0.9,0.0,52.5,11,9,18.3,752.3,yolov8n,bytetrack,
141,7.718,52.0,0.9,0.0,53.7,11,10,18.3,752.3,yolov8n,bytetrack,
142,7.770,50.4,0.9,0.0,52.2,11,9,18.3,752.3,yolov8n,bytetrack,1 notifications
143,7.823,51.0,0.9,0.0,52.6,10,9,18.3,752.3,yolov8n,bytetrack,
144,7.879,53.7,0.9,0.0,55.5,12,9,18.3,752.3,yolov8n,bytetrack,
145,7.932,51.4,1.0,0.0,53.3,14,10,18.3,752.3,yolov8n,bytetrack,
146,7.985,50.8,0.9,0.0,52.5,13,10,18.3,752.3,yolov8n,bytetrack,
147,8.037,50.3,1.0,0.0,52.1,11,11,18.3,752.3,yolov8n,bytetrack,
148,8.091,51.3,1.0,0.0,53.1,12,11,18.3,752.3,yolov8n,bytetrack,
149,8.143,50.1,1.0,0.0,52.0,12,11,18.3,752.3,yolov8n,bytetrack,
150,8.196,51.2,0.9,0.0,53.0,12,11,18.3,752.3,yolov8n,bytetrack,
151,8.249,51.0,1.1,0.0,53.0,14,11,18.3,752.3,yolov8n,bytetrack,
152,8.302,50.8,1.1,0.0,52.8,15,12,18.3,752.3,yolov8n,bytetrack,
153,8.356,51.6,1.1,0.0,53.6,15,14,18.3,752.7,yolov8n,bytetrack,
154,8.410,51.3,1.0,0.0,53.2,14,14,18.3,752.7,yolov8n,bytetrack,
155,8.463,51.5,1.0,0.0,53.4,13,13,18.3,752.7,yolov8n,bytetrack,
156,8.515,49.5,1.0,0.0,51.4,13,12,18.3,752.7,yolov8n,bytetrack,
157,8.568,51.0,1.0,0.0,52.9,14,11,18.3,753.1,yolov8n,bytetrack,
158,8.621,50.4,1.0,0.0,52.3,12,11,18.3,753.1,yolov8n,bytetrack,1 notifications
159,8.672,49.4,0.9,0.0,51.2,12,10,18.3,753.1,yolov8n,bytetrack,
160,8.725,50.2,1.0,0.0,52.1,13,11,18.3,753.1,yolov8n,bytetrack,
161,8.778,51.5,1.0,0.0,53.3,11,11,18.3,753.1,yolov8n,bytetrack,
162,8.830,49.8,0.9,0.0,51.5,12,11,18.3,753.1,yolov8n,bytetrack,
163,8.883,50.7,1.0,0.0,52.7,12,11,18.3,753.1,yolov8n,bytetrack,
164,8.936,51.3,0.9,0.0,53.2,10,10,18.4,753.1,yolov8n,bytetrack,
165,8.990,51.7,0.9,0.0,53.4,10,10,18.4,753.2,yolov8n,bytetrack,
166,9.044,51.9,1.0,0.0,53.7,11,10,18.4,753.2,yolov8n,bytetrack,
167,9.097,51.0,1.0,0.0,52.9,12,10,18.4,753.2,yolov8n,bytetrack,
168,9.149,49.7,1.0,0.0,51.6,11,10,18.4,753.2,yolov8n,bytetrack,
169,9.201,50.0,0.9,0.0,51.7,12,10,18.4,753.2,yolov8n,bytetrack,
170,9.253,49.9,1.0,0.0,51.6,10,9,18.4,753.2,yolov8n,bytetrack,
171,9.305,49.8,0.9,0.0,51.5,10,9,18.4,753.2,yolov8n,bytetrack,
172,9.357,50.5,0.9,0.0,52.3,10,9,18.4,753.2,yolov8n,bytetrack,
173,9.413,53.4,0.9,0.0,55.0,11,9,18.4,753.2,yolov8n,bytetrack,
174,9.466,51.6,1.0,0.0,53.4,10,9,18.4,753.2,yolov8n,bytetrack,1 notifications
175,9.518,49.6,0.9,0.0,51.2,11,9,18.4,753.2,yolov8n,bytetrack,
176,9.569,49.9,0.9,0.0,51.6,12,10,18.4,753.2,yolov8n,bytetrack,
177,9.622,50.6,0.9,0.0,52.3,11,9,18.4,753.2,yolov8n,bytetrack,
178,9.676,52.2,1.0,0.0,54.2,11,11,18.4,753.2,yolov8n,bytetrack,
179,9.729,50.2,1.0,0.0,52.2,13,11,18.4,753.2,yolov8n,bytetrack,1 notifications
180,9.782,50.5,1.0,0.0,52.4,12,12,18.4,753.2,yolov8n,bytetrack,
181,9.835,51.0,1.0,0.0,53.0,13,12,18.4,753.2,yolov8n,bytetrack,
182,9.888,50.6,1.0,0.0,52.7,13,12,18.4,753.2,yolov8n,bytetrack,
183,9.940,50.2,1.0,0.0,52.1,14,12,18.4,753.2,yolov8n,bytetrack,
184,9.993,50.1,1.0,0.0,52.0,14,12,18.4,753.2,yolov8n,bytetrack,
185,10.046,51.3,1.1,0.0,53.3,16,12,18.4,753.2,yolov8n,bytetrack,
186,10.098,49.6,1.0,0.0,51.5,13,11,18.4,753.2,yolov8n,bytetrack,
187,10.153,52.6,1.0,0.0,54.5,14,12,18.4,753.2,yolov8n,bytetrack,
188,10.205,50.6,1.0,0.0,52.4,15,11,18.4,753.2,yolov8n,bytetrack,
189,10.259,51.4,1.0,0.0,53.2,14,11,18.4,753.2,yolov8n,bytetrack,
190,10.314,52.6,1.0,0.0,54.5,14,12,18.4,753.2,yolov8n,bytetrack,
191,10.366,50.5,1.1,0.0,52.5,13,11,18.4,753.2,yolov8n,bytetrack,
192,10.418,50.1,1.0,0.0,51.9,14,11,18.4,753.2,yolov8n,bytetrack,
193,10.471,50.2,0.9,0.0,52.1,11,10,18.4,753.2,yolov8n,bytetrack,
194,10.524,51.6,1.0,0.0,53.4,13,10,18.4,753.2,yolov8n,bytetrack,
195,10.576,49.7,1.0,0.0,51.7,13,11,18.4,753.2,yolov8n,bytetrack,
196,10.628,49.6,1.0,0.0,51.5,13,10,18.4,753.2,yolov8n,bytetrack,
197,10.680,49.9,0.9,0.0,51.6,12,10,18.4,753.2,yolov8n,bytetrack,
198,10.731,49.4,1.0,0.0,51.2,14,10,18.5,753.2,yolov8n,bytetrack,
199,10.783,49.0,1.2,0.0,51.2,14,11,18.5,753.2,yolov8n,bytetrack,
200,10.836,51.3,0.9,0.0,53.0,11,11,18.5,753.2,yolov8n,bytetrack,
201,10.889,51.0,0.9,0.0,52.8,12,11,18.5,753.2,yolov8n,bytetrack,
202,10.941,49.5,1.0,0.0,51.4,13,11,18.5,753.2,yolov8n,bytetrack,
203,10.998,55.3,1.2,0.0,57.3,16,11,18.5,753.3,yolov8n,bytetrack,
204,11.052,51.2,1.1,0.0,53.3,16,12,18.5,753.3,yolov8n,bytetrack,
205,11.103,49.2,1.0,0.0,51.3,15,12,18.5,753.3,yolov8n,bytetrack,
206,11.157,51.3,1.1,0.0,53.2,13,12,18.5,753.3,yolov8n,bytetrack,
207,11.209,49.7,1.1,0.0,51.6,12,12,18.5,753.3,yolov8n,bytetrack,
208,11.261,50.3,1.0,0.0,52.2,13,12,18.5,753.3,yolov8n,bytetrack,
209,11.312,48.4,1.0,0.0,50.3,12,12,18.5,753.3,yolov8n,bytetrack,
210,11.366,51.5,1.1,0.0,53.5,11,11,18.5,753.3,yolov8n,bytetrack,
211,11.419,51.2,1.0,0.0,53.0,12,11,18.5,753.3,yolov8n,bytetrack,
212,11.470,48.9,1.1,0.0,50.8,13,11,18.5,753.3,yolov8n,bytetrack,
213,11.522,49.9,1.0,0.0,51.8,12,11,18.5,753.3,yolov8n,bytetrack,
214,11.575,50.6,0.9,0.0,52.3,10,10,18.5,753.3,yolov8n,bytetrack,
215,11.627,50.2,0.9,0.0,51.9,11,10,18.5,753.3,yolov8n,bytetrack,
216,11.680,50.8,1.0,0.0,52.5,10,10,18.5,753.3,yolov8n,bytetrack,
217,11.731,49.4,1.0,0.0,51.3,10,10,18.5,753.3,yolov8n,bytetrack,
218,11.784,49.9,1.0,0.0,51.9,10,10,18.5,753.3,yolov8n,bytetrack,
219,11.835,49.2,0.9,0.0,50.9,10,10,18.5,753.3,yolov8n,bytetrack,
220,11.887,50.3,0.9,0.0,52.1,12,10,18.5,753.3,yolov8n,bytetrack,
221,11.938,48.9,1.0,0.0,50.8,12,10,18.5,753.3,yolov8n,bytetrack,
222,11.994,53.9,1.1,0.0,55.8,14,11,18.5,753.3,yolov8n,bytetrack,
223,12.047,50.5,1.0,0.0,52.4,14,11,18.5,753.6,yolov8n,bytetrack,
224,12.100,50.3,1.2,0.0,52.4,13,11,18.5,753.6,yolov8n,bytetrack,
225,12.151,49.5,1.0,0.0,51.3,14,11,18.5,753.6,yolov8n,bytetrack,
226,12.203,49.6,1.0,0.0,51.6,13,11,18.5,753.6,yolov8n,bytetrack,
227,12.257,51.7,0.9,0.0,53.4,12,11,18.5,753.6,yolov8n,bytetrack,
228,12.311,52.7,1.0,0.0,54.5,13,11,18.5,753.6,yolov8n,bytetrack,
229,12.366,52.2,1.1,0.0,54.1,12,11,18.5,758.3,yolov8n,bytetrack,
230,12.419,51.3,0.9,0.0,53.0,11,11,18.5,758.3,yolov8n,bytetrack,
231,12.470,48.9,1.0,0.0,50.8,11,11,18.5,758.3,yolov8n,bytetrack,
232,12.522,49.9,0.9,0.0,51.7,10,10,18.5,758.3,yolov8n,bytetrack,
233,12.575,50.5,0.9,0.0,52.3,11,11,18.5,758.3,yolov8n,bytetrack,
234,12.628,51.3,0.9,0.0,53.1,11,11,18.5,758.3,yolov8n,bytetrack,
235,12.680,50.3,0.9,0.0,52.0,11,11,18.5,758.3,yolov8n,bytetrack,
236,12.733,50.7,1.0,0.0,52.6,11,11,18.5,758.3,yolov8n,bytetrack,
237,12.786,50.9,0.9,0.0,52.5,11,11,18.5,758.3,yolov8n,bytetrack,
238,12.837,49.3,0.8,0.0,50.9,9,9,18.5,758.3,yolov8n,bytetrack,
239,12.889,50.5,0.9,0.0,52.2,10,9,18.5,758.3,yolov8n,bytetrack,
240,12.943,51.5,0.9,0.0,53.2,10,9,18.5,758.3,yolov8n,bytetrack,
241,12.995,50.4,0.8,0.0,52.1,9,8,18.5,758.3,yolov8n,bytetrack,
242,13.048,50.7,0.8,0.0,52.2,9,8,18.5,758.3,yolov8n,bytetrack,
243,13.101,51.2,0.8,0.0,52.9,9,8,18.5,758.3,yolov8n,bytetrack,
244,13.153,50.1,0.8,0.0,51.7,9,8,18.6,758.3,yolov8n,bytetrack,
245,13.205,50.1,0.8,0.0,51.8,10,9,18.6,758.4,yolov8n,bytetrack,
246,13.256,49.5,0.9,0.0,51.1,9,8,18.6,758.4,yolov8n,bytetrack,
247,13.310,51.7,0.8,0.0,53.2,9,8,18.6,758.4,yolov8n,bytetrack,
248,13.361,49.3,0.7,0.0,50.7,8,7,18.6,758.4,yolov8n,bytetrack,
249,13.411,48.7,0.8,0.0,50.2,9,8,18.6,758.4,yolov8n,bytetrack,
250,13.464,51.5,0.9,0.0,53.2,9,9,18.6,758.4,yolov8n,bytetrack,
251,13.516,49.8,0.9,0.0,51.7,9,9,18.6,758.4,yolov8n,bytetrack,
252,13.569,50.9,0.8,0.0,52.4,9,9,18.6,758.4,yolov8n,bytetrack,
253,13.621,50.3,0.9,0.0,52.0,11,10,18.6,758.4,yolov8n,bytetrack,
254,13.674,50.1,0.9,0.0,51.9,10,10,18.6,758.4,yolov8n,bytetrack,
255,13.726,50.4,0.9,0.0,52.2,12,11,18.6,758.4,yolov8n,bytetrack,
256,13.779,51.0,0.9,0.0,52.7,12,11,18.6,758.4,yolov8n,bytetrack,
257,13.831,49.7,0.9,0.0,51.4,12,11,18.6,758.4,yolov8n,bytetrack,
258,13.884,51.6,0.9,0.0,53.3,12,11,18.6,758.4,yolov8n,bytetrack,
259,13.935,49.1,0.9,0.0,50.8,11,11,18.6,758.4,yolov8n,bytetrack,
260,13.987,49.0,1.0,0.0,50.9,11,11,18.6,758.4,yolov8n,bytetrack,
261,14.039,50.6,0.9,0.0,52.3,11,11,18.6,758.4,yolov8n,bytetrack,
262,14.092,51.1,0.9,0.0,53.0,12,11,18.6,758.4,yolov8n,bytetrack,
263,14.145,50.3,0.9,0.0,52.1,11,11,18.6,758.4,yolov8n,bytetrack,
264,14.197,50.4,0.9,0.0,52.2,12,11,18.6,758.4,yolov8n,bytetrack,
265,14.249,49.3,0.9,0.0,51.1,13,11,18.6,758.4,yolov8n,bytetrack,
266,14.301,50.0,1.0,0.0,51.9,12,10,18.6,758.4,yolov8n,bytetrack,
267,14.353,50.6,0.9,0.0,52.3,13,10,18.6,758.4,yolov8n,bytetrack,
268,14.405,50.2,1.0,0.0,52.0,13,11,18.6,758.4,yolov8n,bytetrack,
269,14.457,49.6,0.9,0.0,51.4,12,10,18.6,758.7,yolov8n,bytetrack,
270,14.511,51.3,1.0,0.0,53.2,13,11,18.6,758.7,yolov8n,bytetrack,
271,14.562,49.0,1.1,0.0,51.2,14,12,18.6,758.7,yolov8n,bytetrack,
272,14.614,50.1,1.1,0.0,52.2,15,13,18.6,758.7,yolov8n,bytetrack,
273,14.666,49.6,1.2,0.0,51.7,13,12,18.6,758.7,yolov8n,bytetrack,
274,14.719,50.1,1.0,0.0,52.0,13,12,18.6,758.7,yolov8n,bytetrack,
275,14.770,49.4,0.9,0.0,51.1,11,9,18.6,758.7,yolov8n,bytetrack,
276,14.824,51.6,0.9,0.0,53.2,10,8,18.6,758.7,yolov8n,bytetrack,
277,14.876,50.6,0.9,0.0,52.3,9,9,18.6,758.7,yolov8n,bytetrack,
278,14.928,50.1,0.9,0.0,51.7,10,9,18.6,758.7,yolov8n,bytetrack,
279,14.982,51.9,1.0,0.0,54.2,12,9,18.6,758.8,yolov8n,bytetrack,
280,15.036,51.1,0.9,0.0,53.0,11,9,18.6,758.8,yolov8n,bytetrack,
281,15.087,49.6,1.0,0.0,51.3,10,10,18.6,758.8,yolov8n,bytetrack,
282,15.140,50.5,0.9,0.0,52.2,9,8,18.6,758.8,yolov8n,bytetrack,
283,15.192,50.8,0.8,0.0,52.3,7,7,18.6,758.8,yolov8n,bytetrack,
284,15.243,49.4,0.8,0.0,51.1,8,7,18.6,758.8,yolov8n,bytetrack,
