# System Information
# OS,Darwin,Darwin Kernel Version 24.4.0: Fri Apr 11 18:34:14 PDT 2025; root:xnu-11417.101.15~117/RELEASE_ARM64_T8122
# Python,3.11.5
# CPU,arm,"8 cores, 8 threads"
# RAM,24.0 GB

# YOLO Model,models/yolov8n.pt
# Tracker,deepsort

# Video,/Users/takahashiryoutarou/Desktop/国宝さん一覧/box/data/raw/WIN_20250319_10_03_53_Pro.mp4

Frame,Time,Detection_Time_ms,Tracking_Time_ms,Stay_Check_Time_ms,Total_Time_ms,Objects_Detected,Objects_Tracked,FPS,Model,Tracker,Notes
27,2.807,63.4,40.6,0.0,107.7,1,1,9.6,yolov8n,deepsort,
28,2.923,69.0,39.7,0.0,112.0,1,1,9.6,yolov8n,deepsort,
29,3.041,70.2,44.9,0.0,117.4,1,1,9.5,yolov8n,deepsort,
30,3.173,83.5,44.6,0.0,130.5,1,1,9.5,yolov8n,deepsort,
31,3.293,71.2,46.1,0.0,119.5,1,1,9.4,yolov8n,deepsort,
32,3.427,84.1,46.3,0.0,132.8,1,1,9.3,yolov8n,deepsort,
33,3.548,65.3,52.5,0.0,120.3,1,1,9.3,yolov8n,deepsort,
34,3.685,79.6,47.6,0.0,134.1,1,1,9.2,yolov8n,deepsort,
35,3.784,50.3,44.5,0.0,97.6,1,1,9.2,yolov8n,deepsort,
36,3.904,66.9,47.8,0.0,117.0,1,1,9.2,yolov8n,deepsort,
37,4.007,50.1,49.7,0.0,102.6,1,1,9.2,yolov8n,deepsort,
38,4.138,86.6,40.4,0.0,129.5,1,1,9.2,yolov8n,deepsort,
39,4.254,56.9,50.7,0.0,114.6,1,1,9.2,yolov8n,deepsort,
40,4.357,63.5,36.1,0.0,102.0,1,1,9.2,yolov8n,deepsort,
41,4.475,54.5,54.6,0.0,114.9,1,1,9.2,yolov8n,deepsort,
42,4.594,58.0,51.4,0.0,116.6,1,1,9.1,yolov8n,deepsort,
43,4.703,61.5,39.2,0.0,103.8,1,1,9.1,yolov8n,deepsort,
44,4.828,75.3,45.7,0.0,123.4,1,1,9.1,yolov8n,deepsort,
45,4.973,76.6,65.3,0.0,144.0,1,1,9.0,yolov8n,deepsort,
46,5.086,55.7,45.7,0.0,107.8,1,1,9.0,yolov8n,deepsort,
47,5.216,78.1,47.3,0.0,128.1,1,1,9.0,yolov8n,deepsort,
48,5.360,75.6,64.9,0.0,142.7,1,1,9.0,yolov8n,deepsort,
49,5.500,81.9,49.1,0.0,137.4,1,1,8.9,yolov8n,deepsort,
50,5.614,51.2,47.6,0.0,108.4,1,1,8.9,yolov8n,deepsort,
51,5.721,55.3,48.5,0.0,106.1,1,1,8.9,yolov8n,deepsort,
52,5.830,49.0,50.6,0.0,106.0,1,1,8.9,yolov8n,deepsort,
53,5.949,68.6,41.4,0.0,116.4,1,1,8.9,yolov8n,deepsort,
54,6.053,53.6,43.4,0.0,100.9,1,1,8.9,yolov8n,deepsort,
55,6.208,88.7,63.2,0.0,154.0,1,1,8.9,yolov8n,deepsort,
56,6.328,53.1,64.3,0.0,119.4,1,1,8.8,yolov8n,deepsort,
57,6.449,69.0,46.6,0.0,119.7,1,1,8.8,yolov8n,deepsort,
58,6.552,56.1,43.5,0.0,101.8,1,1,8.9,yolov8n,deepsort,
59,6.671,80.6,33.2,0.0,116.2,1,1,8.8,yolov8n,deepsort,
60,6.777,68.2,34.5,0.0,105.2,1,1,8.9,yolov8n,deepsort,
61,6.895,60.1,49.8,0.0,115.6,1,1,8.8,yolov8n,deepsort,
62,7.013,55.7,49.2,0.0,114.5,1,1,8.8,yolov8n,deepsort,
63,7.156,74.7,57.3,0.0,134.2,1,1,8.8,yolov8n,deepsort,
64,7.304,97.3,46.3,0.0,146.3,1,1,8.8,yolov8n,deepsort,
65,7.400,60.7,32.3,0.0,95.2,1,1,8.8,yolov8n,deepsort,
66,7.516,60.9,46.4,0.0,113.7,1,1,8.8,yolov8n,deepsort,
67,7.646,82.5,44.3,0.0,129.3,1,1,8.8,yolov8n,deepsort,
68,7.773,79.2,44.2,0.0,125.5,1,1,8.7,yolov8n,deepsort,
69,7.877,56.4,44.8,0.0,103.5,1,1,8.8,yolov8n,deepsort,
70,8.017,76.7,55.6,0.0,137.8,1,1,8.7,yolov8n,deepsort,
71,8.140,57.1,61.5,0.0,121.1,1,1,8.7,yolov8n,deepsort,
72,8.286,84.5,52.5,0.0,144.8,1,1,8.7,yolov8n,deepsort,
73,8.394,59.4,45.6,0.0,107.2,1,1,8.7,yolov8n,deepsort,
74,8.511,58.2,46.0,0.0,109.3,1,1,8.7,yolov8n,deepsort,
75,8.616,59.4,42.7,0.0,104.3,1,1,8.7,yolov8n,deepsort,
76,8.737,69.1,46.6,0.0,118.1,1,1,8.7,yolov8n,deepsort,
77,8.841,49.0,52.2,0.0,103.3,1,1,8.7,yolov8n,deepsort,
78,8.952,69.6,38.5,0.0,110.6,1,1,8.7,yolov8n,deepsort,
79,9.065,64.9,44.6,0.0,111.8,1,1,8.7,yolov8n,deepsort,
80,9.181,65.7,47.0,0.0,115.0,1,1,8.7,yolov8n,deepsort,
81,9.293,59.3,48.4,0.0,110.3,1,1,8.7,yolov8n,deepsort,
82,9.417,89.3,31.5,0.0,123.2,1,1,8.7,yolov8n,deepsort,
83,9.536,72.5,43.5,0.0,118.1,1,1,8.7,yolov8n,deepsort,
84,9.670,78.6,51.2,0.0,133.0,1,1,8.7,yolov8n,deepsort,
85,9.781,51.1,55.0,0.0,108.4,1,1,8.7,yolov8n,deepsort,
86,9.893,69.2,39.2,0.0,110.8,1,1,8.7,yolov8n,deepsort,
87,10.052,96.5,56.8,0.0,157.1,1,1,8.7,yolov8n,deepsort,
88,10.190,60.8,69.6,0.0,136.0,1,1,8.6,yolov8n,deepsort,
89,10.333,80.3,58.5,0.0,141.3,1,1,8.6,yolov8n,deepsort,
90,10.517,125.7,51.1,0.0,181.8,1,1,8.6,yolov8n,deepsort,
91,10.667,74.2,72.4,0.0,148.7,1,1,8.5,yolov8n,deepsort,
92,10.785,66.4,48.5,0.0,117.5,1,1,8.5,yolov8n,deepsort,
93,10.907,80.9,33.4,0.0,121.0,1,1,8.5,yolov8n,deepsort,
94,11.036,84.6,40.3,0.0,127.0,1,1,8.5,yolov8n,deepsort,
95,11.165,79.0,40.3,0.0,127.3,1,1,8.5,yolov8n,deepsort,
96,11.282,73.0,41.5,0.0,116.7,1,1,8.5,yolov8n,deepsort,
97,11.423,73.1,64.8,0.0,140.1,1,1,8.5,yolov8n,deepsort,
98,11.542,73.6,42.1,0.0,117.9,1,1,8.5,yolov8n,deepsort,
99,11.665,67.8,51.1,0.0,121.5,1,1,8.5,yolov8n,deepsort,
100,11.783,65.3,50.0,0.0,117.4,1,1,8.5,yolov8n,deepsort,
101,11.900,75.1,38.9,0.0,116.2,1,1,8.5,yolov8n,deepsort,
102,12.036,68.9,63.7,0.0,134.8,1,1,8.5,yolov8n,deepsort,
103,12.160,67.0,51.5,0.0,121.5,1,1,8.5,yolov8n,deepsort,
104,12.313,97.3,53.3,0.0,152.8,1,1,8.4,yolov8n,deepsort,
105,12.455,72.3,65.9,0.0,140.5,1,1,8.4,yolov8n,deepsort,1 notifications
106,12.583,80.0,39.0,0.0,125.5,1,1,8.4,yolov8n,deepsort,
107,12.708,68.5,52.9,0.0,124.1,1,1,8.4,yolov8n,deepsort,
108,12.844,74.5,53.8,0.0,131.3,1,1,8.4,yolov8n,deepsort,
109,13.003,89.7,55.1,0.0,152.4,1,1,8.4,yolov8n,deepsort,
110,13.146,70.9,68.1,0.0,141.9,1,1,8.4,yolov8n,deepsort,
111,13.278,68.1,60.6,0.0,130.7,1,1,8.4,yolov8n,deepsort,
112,13.402,61.4,53.3,0.0,121.1,1,1,8.4,yolov8n,deepsort,
113,13.562,100.0,54.6,0.0,156.8,1,1,8.3,yolov8n,deepsort,
114,13.696,81.2,38.9,0.0,129.2,1,1,8.3,yolov8n,deepsort,
115,13.815,63.3,44.6,0.0,118.2,1,1,8.3,yolov8n,deepsort,
116,13.933,75.6,39.0,0.0,117.2,1,1,8.3,yolov8n,deepsort,
117,14.037,70.0,30.2,0.0,102.4,1,1,8.3,yolov8n,deepsort,
118,14.165,52.0,73.7,0.0,127.8,1,1,8.3,yolov8n,deepsort,
119,14.294,74.3,44.8,0.0,127.9,1,1,8.3,yolov8n,deepsort,
120,14.422,80.7,43.8,0.0,126.5,1,1,8.3,yolov8n,deepsort,
121,14.550,71.1,49.3,0.0,126.0,1,1,8.3,yolov8n,deepsort,
122,14.655,46.0,55.6,0.0,103.9,1,1,8.3,yolov8n,deepsort,
123,14.794,75.2,61.1,0.0,138.4,1,1,8.3,yolov8n,deepsort,
124,14.914,63.8,52.0,0.0,119.1,1,1,8.3,yolov8n,deepsort,
125,15.032,65.4,49.0,0.0,116.7,1,1,8.3,yolov8n,deepsort,
126,15.161,68.4,39.1,0.0,119.8,1,1,8.3,yolov8n,deepsort,
127,15.314,102.3,46.5,0.0,151.5,1,1,8.3,yolov8n,deepsort,
128,15.431,63.3,44.7,0.0,116.1,1,1,8.3,yolov8n,deepsort,
129,15.575,83.7,57.0,0.0,143.1,1,1,8.3,yolov8n,deepsort,
130,15.688,69.9,39.8,0.0,112.2,1,1,8.3,yolov8n,deepsort,
131,15.817,70.4,55.1,0.0,127.9,1,1,8.3,yolov8n,deepsort,
132,15.991,121.2,49.8,0.0,173.2,1,1,8.3,yolov8n,deepsort,
133,16.122,65.2,57.0,0.0,129.6,1,1,8.2,yolov8n,deepsort,
134,16.247,67.1,47.0,0.0,123.9,1,1,8.2,yolov8n,deepsort,
135,16.375,88.5,37.1,0.0,128.0,1,1,8.2,yolov8n,deepsort,
136,16.497,65.5,52.6,0.0,120.4,1,1,8.2,yolov8n,deepsort,
137,16.627,72.1,55.2,0.0,129.3,1,1,8.2,yolov8n,deepsort,
138,16.756,73.7,51.7,0.0,127.7,1,1,8.2,yolov8n,deepsort,
139,16.889,78.4,51.8,0.0,132.3,1,1,8.2,yolov8n,deepsort,
140,17.009,79.3,37.5,0.0,119.0,1,1,8.2,yolov8n,deepsort,
141,17.133,69.7,44.7,0.0,119.9,1,1,8.2,yolov8n,deepsort,
142,17.250,68.2,45.6,0.0,116.0,1,1,8.2,yolov8n,deepsort,
143,17.369,74.6,41.4,0.0,118.5,1,1,8.2,yolov8n,deepsort,
144,17.444,40.2,31.0,0.0,73.3,1,1,8.3,yolov8n,deepsort,
145,17.522,40.5,34.3,0.0,77.4,1,1,8.3,yolov8n,deepsort,
146,17.637,55.2,56.9,0.0,114.4,1,1,8.3,yolov8n,deepsort,
147,17.743,55.3,43.9,0.0,102.6,1,1,8.3,yolov8n,deepsort,
148,17.862,72.0,43.9,0.0,118.0,1,1,8.3,yolov8n,deepsort,
149,17.997,75.4,48.3,0.0,130.8,1,1,8.3,yolov8n,deepsort,
150,18.115,68.2,46.3,0.0,116.9,1,1,8.3,yolov8n,deepsort,
151,18.251,74.5,50.2,0.0,131.3,1,1,8.3,yolov8n,deepsort,
152,18.367,73.2,37.5,0.0,115.6,1,1,8.3,yolov8n,deepsort,
153,18.507,90.2,46.8,0.0,139.1,1,1,8.3,yolov8n,deepsort,
154,18.632,70.5,46.2,0.0,121.5,1,1,8.3,yolov8n,deepsort,
155,18.741,58.5,42.8,0.0,108.1,1,1,8.3,yolov8n,deepsort,
156,18.836,54.7,37.8,0.0,94.9,1,1,8.3,yolov8n,deepsort,
157,18.975,83.6,39.9,0.0,138.2,1,1,8.3,yolov8n,deepsort,
158,19.086,68.3,39.3,0.0,110.1,1,1,8.3,yolov8n,deepsort,
159,19.225,81.7,53.5,0.0,137.4,1,1,8.3,yolov8n,deepsort,
160,19.343,63.6,41.8,0.0,111.3,1,1,8.3,yolov8n,deepsort,
161,19.460,67.7,46.3,0.0,116.4,1,1,8.3,yolov8n,deepsort,
162,19.607,77.9,62.4,0.0,145.9,1,1,8.3,yolov8n,deepsort,
163,19.724,66.5,42.8,0.0,114.5,1,1,8.3,yolov8n,deepsort,
164,19.825,62.3,36.1,0.0,100.4,1,1,8.3,yolov8n,deepsort,
165,19.961,88.7,43.1,0.0,134.3,1,1,8.3,yolov8n,deepsort,
166,20.082,78.8,29.9,0.0,115.7,1,1,8.3,yolov8n,deepsort,
167,20.207,74.2,41.2,0.0,124.5,1,1,8.3,yolov8n,deepsort,
168,20.336,68.3,57.7,0.0,128.2,1,1,8.3,yolov8n,deepsort,
169,20.450,58.5,38.5,0.0,112.9,1,1,8.3,yolov8n,deepsort,
170,20.553,65.1,31.0,0.0,100.4,1,1,8.3,yolov8n,deepsort,
171,20.655,57.5,41.8,0.0,101.4,1,1,8.3,yolov8n,deepsort,
172,20.762,52.7,51.1,0.0,106.2,1,1,8.3,yolov8n,deepsort,
173,20.915,87.2,54.0,0.0,143.3,1,1,8.3,yolov8n,deepsort,
174,21.039,69.4,50.7,0.0,122.9,1,1,8.3,yolov8n,deepsort,
175,21.157,61.2,53.9,0.0,117.5,1,1,8.3,yolov8n,deepsort,
176,21.277,55.3,53.6,0.0,118.6,1,1,8.3,yolov8n,deepsort,
177,21.392,71.8,40.4,0.0,114.3,1,1,8.3,yolov8n,deepsort,
178,21.509,66.9,42.2,0.0,114.8,1,1,8.3,yolov8n,deepsort,
179,21.629,61.0,55.2,0.0,118.7,1,1,8.3,yolov8n,deepsort,
180,21.755,66.9,48.5,0.0,118.7,1,1,8.3,yolov8n,deepsort,
181,21.869,72.3,38.7,0.0,113.2,1,1,8.3,yolov8n,deepsort,
182,21.987,64.9,45.3,0.0,116.4,1,1,8.3,yolov8n,deepsort,
183,22.111,62.3,52.9,0.0,122.2,1,1,8.3,yolov8n,deepsort,
184,22.232,67.6,40.7,0.0,117.7,1,1,8.3,yolov8n,deepsort,
185,22.376,94.7,40.4,0.0,142.9,1,1,8.3,yolov8n,deepsort,
186,22.506,73.8,53.1,0.0,129.3,1,1,8.3,yolov8n,deepsort,
187,22.635,59.9,65.0,0.0,127.3,1,1,8.3,yolov8n,deepsort,
188,22.752,77.5,36.8,0.0,116.7,1,1,8.3,yolov8n,deepsort,
189,22.891,75.0,52.1,0.0,137.8,1,1,8.3,yolov8n,deepsort,
190,23.012,76.7,41.2,0.0,120.4,1,1,8.3,yolov8n,deepsort,
191,23.116,69.1,32.0,0.0,103.4,1,1,8.3,yolov8n,deepsort,
192,23.220,55.2,43.9,0.0,103.2,1,1,8.3,yolov8n,deepsort,
193,23.332,72.1,36.7,0.0,110.8,1,1,8.3,yolov8n,deepsort,
194,23.460,76.0,48.6,0.0,126.8,1,1,8.3,yolov8n,deepsort,
195,23.606,82.8,60.5,0.0,145.7,1,1,8.3,yolov8n,deepsort,
196,23.715,64.5,41.0,0.0,107.5,1,1,8.3,yolov8n,deepsort,
197,23.814,64.9,30.7,0.0,97.9,1,1,8.3,yolov8n,deepsort,
198,23.943,64.1,54.8,0.0,128.1,1,1,8.3,yolov8n,deepsort,
199,24.057,60.1,46.0,0.0,112.9,1,1,8.3,yolov8n,deepsort,
200,24.160,45.3,55.0,0.0,102.4,1,1,8.3,yolov8n,deepsort,
201,24.287,73.7,39.4,0.0,119.5,1,1,8.3,yolov8n,deepsort,
202,24.389,66.3,31.8,0.0,100.6,1,1,8.3,yolov8n,deepsort,
203,24.487,63.8,32.0,0.0,97.9,1,1,8.3,yolov8n,deepsort,
204,24.639,82.4,53.0,0.0,151.1,1,1,8.3,yolov8n,deepsort,
205,24.764,70.5,50.5,0.0,123.6,1,1,8.3,yolov8n,deepsort,
206,24.894,72.8,53.5,0.0,128.8,1,1,8.3,yolov8n,deepsort,
207,25.026,81.8,48.1,0.0,132.0,1,1,8.3,yolov8n,deepsort,
208,25.149,69.9,49.8,0.0,121.9,1,1,8.3,yolov8n,deepsort,
209,25.288,89.0,43.9,0.0,135.6,1,1,8.3,yolov8n,deepsort,
210,25.390,57.3,34.5,0.0,98.0,1,1,8.3,yolov8n,deepsort,
211,25.522,81.8,36.3,0.0,128.9,1,1,8.3,yolov8n,deepsort,
212,25.638,59.6,53.7,0.0,115.7,1,1,8.3,yolov8n,deepsort,
213,25.755,66.1,44.9,0.0,113.1,1,1,8.3,yolov8n,deepsort,
214,25.868,69.8,40.7,0.0,112.6,1,1,8.3,yolov8n,deepsort,
215,25.994,73.3,49.1,0.0,124.5,1,1,8.3,yolov8n,deepsort,
216,26.095,51.7,45.5,0.0,99.8,1,1,8.3,yolov8n,deepsort,
217,26.232,87.1,46.6,0.0,136.3,1,1,8.3,yolov8n,deepsort,
218,26.382,88.1,58.4,0.0,148.9,1,1,8.3,yolov8n,deepsort,
219,26.479,42.8,42.7,0.0,94.2,1,1,8.3,yolov8n,deepsort,
220,26.604,67.4,54.5,0.0,123.9,1,1,8.3,yolov8n,deepsort,
221,26.722,50.9,48.2,0.0,117.9,1,1,8.3,yolov8n,deepsort,
222,26.851,70.8,54.8,0.0,128.0,1,1,8.3,yolov8n,deepsort,
223,26.949,51.2,37.3,0.0,94.4,1,1,8.3,yolov8n,deepsort,
224,27.043,55.9,32.2,0.0,93.8,1,1,8.3,yolov8n,deepsort,
225,27.123,40.9,35.8,0.0,78.9,1,1,8.3,yolov8n,deepsort,
226,27.244,64.8,45.7,0.0,118.1,1,1,8.3,yolov8n,deepsort,
227,27.369,70.6,48.2,0.0,121.7,1,1,8.3,yolov8n,deepsort,
228,27.488,66.7,48.4,0.0,117.5,1,1,8.3,yolov8n,deepsort,
229,27.584,61.7,31.0,0.0,95.1,1,1,8.3,yolov8n,deepsort,
230,27.721,69.0,65.5,0.0,136.5,1,1,8.3,yolov8n,deepsort,
231,27.823,50.9,47.0,0.0,100.3,1,1,8.3,yolov8n,deepsort,
232,27.976,88.4,55.8,0.0,150.9,1,1,8.3,yolov8n,deepsort,
233,28.128,76.5,54.7,0.0,151.1,1,1,8.3,yolov8n,deepsort,
234,28.228,58.1,37.5,0.0,98.2,1,1,8.3,yolov8n,deepsort,
235,28.345,68.2,45.4,0.0,116.0,1,1,8.3,yolov8n,deepsort,
236,28.446,58.3,40.5,0.0,100.8,1,1,8.3,yolov8n,deepsort,
237,28.580,75.8,54.8,0.0,133.3,1,1,8.3,yolov8n,deepsort,
238,28.726,93.4,48.8,0.0,144.8,1,1,8.3,yolov8n,deepsort,
239,28.837,57.7,50.3,0.0,110.1,1,1,8.3,yolov8n,deepsort,
240,28.945,44.2,54.4,0.0,107.3,1,1,8.3,yolov8n,deepsort,
241,29.055,68.9,37.5,0.0,108.4,1,1,8.3,yolov8n,deepsort,
242,29.170,71.5,40.1,0.0,114.0,1,1,8.3,yolov8n,deepsort,
243,29.285,69.1,42.2,0.0,113.8,1,1,8.3,yolov8n,deepsort,
244,29.377,52.2,36.5,0.0,90.8,1,1,8.3,yolov8n,deepsort,
245,29.518,76.1,54.1,0.0,136.4,1,1,8.3,yolov8n,deepsort,
246,29.631,73.4,36.7,0.0,112.1,1,1,8.3,yolov8n,deepsort,
247,29.761,72.0,47.1,0.0,125.7,1,1,8.3,yolov8n,deepsort,
248,29.894,66.5,57.4,0.0,130.0,1,1,8.3,yolov8n,deepsort,
249,29.996,59.4,39.4,0.0,101.3,1,1,8.3,yolov8n,deepsort,
250,30.131,70.5,56.7,0.0,132.6,1,1,8.3,yolov8n,deepsort,
251,30.249,71.8,42.6,0.0,117.0,1,1,8.3,yolov8n,deepsort,
252,30.357,64.7,39.6,0.0,106.5,1,1,8.3,yolov8n,deepsort,
253,30.504,93.5,48.1,0.0,143.6,1,1,8.3,yolov8n,deepsort,
254,30.610,55.5,36.1,0.0,105.0,1,1,8.3,yolov8n,deepsort,
255,30.729,75.3,41.4,0.0,118.9,1,1,8.3,yolov8n,deepsort,
256,30.821,53.8,35.4,0.0,91.3,1,1,8.3,yolov8n,deepsort,
257,30.958,80.2,53.2,0.0,135.8,1,1,8.3,yolov8n,deepsort,
258,31.081,51.4,67.6,0.0,121.5,1,1,8.3,yolov8n,deepsort,
259,31.208,79.4,39.0,0.0,124.5,1,1,8.3,yolov8n,deepsort,
260,31.296,54.3,31.3,0.0,88.0,1,1,8.3,yolov8n,deepsort,
261,31.428,66.8,61.2,0.0,130.5,1,1,8.3,yolov8n,deepsort,
262,31.535,52.0,43.8,0.0,102.2,1,1,8.3,yolov8n,deepsort,
263,31.669,86.9,40.6,0.0,133.2,1,1,8.3,yolov8n,deepsort,
264,31.776,48.6,50.7,0.0,102.2,1,1,8.3,yolov8n,deepsort,
265,31.908,77.7,50.6,0.0,130.6,1,1,8.3,yolov8n,deepsort,
266,32.017,61.9,43.1,0.0,107.9,1,1,8.3,yolov8n,deepsort,
267,32.135,54.1,55.5,0.0,115.5,1,1,8.3,yolov8n,deepsort,
268,32.242,59.5,43.3,0.0,105.6,1,1,8.3,yolov8n,deepsort,
269,32.375,88.2,41.0,0.0,131.6,1,1,8.3,yolov8n,deepsort,
270,32.517,72.4,59.8,0.0,139.5,1,1,8.3,yolov8n,deepsort,
271,32.638,81.0,37.2,0.0,120.3,1,1,8.3,yolov8n,deepsort,
272,32.748,59.8,39.4,0.0,106.1,1,1,8.3,yolov8n,deepsort,
273,32.866,67.2,45.4,0.0,117.3,1,1,8.3,yolov8n,deepsort,
274,32.981,65.9,45.3,0.0,113.4,1,1,8.3,yolov8n,deepsort,
275,33.097,63.6,49.7,0.0,115.8,1,1,8.3,yolov8n,deepsort,
276,33.212,69.6,41.5,0.0,113.4,1,1,8.3,yolov8n,deepsort,
277,33.347,79.0,52.5,0.0,133.6,1,1,8.3,yolov8n,deepsort,
278,33.473,77.5,45.3,0.0,125.3,1,1,8.3,yolov8n,deepsort,
279,33.587,74.0,37.3,0.0,113.4,1,1,8.3,yolov8n,deepsort,
280,33.722,69.1,61.4,0.0,133.3,1,1,8.3,yolov8n,deepsort,
281,33.873,89.8,56.8,0.0,149.1,1,1,8.3,yolov8n,deepsort,
282,33.993,67.3,49.5,0.0,119.0,1,1,8.3,yolov8n,deepsort,
283,34.112,66.3,42.3,0.0,115.0,1,1,8.3,yolov8n,deepsort,
284,34.239,73.2,44.4,0.0,124.4,1,1,8.3,yolov8n,deepsort,
285,34.372,67.0,62.8,0.0,132.2,1,1,8.3,yolov8n,deepsort,
286,34.484,70.8,34.1,0.0,111.8,1,1,8.3,yolov8n,deepsort,
287,34.639,68.7,75.7,0.0,153.2,1,1,8.3,yolov8n,deepsort,
288,34.752,54.0,56.1,0.0,112.3,1,1,8.3,yolov8n,deepsort,
289,34.985,77.1,151.0,0.0,231.0,1,1,8.3,yolov8n,deepsort,
290,35.147,100.9,52.9,0.0,159.0,1,1,8.3,yolov8n,deepsort,
291,35.276,71.5,31.7,0.0,127.2,1,1,8.2,yolov8n,deepsort,
292,35.415,75.5,59.8,0.0,137.5,1,1,8.2,yolov8n,deepsort,
293,35.581,68.7,88.2,0.0,163.1,1,1,8.2,yolov8n,deepsort,
294,35.780,123.3,72.7,0.0,198.3,1,1,8.2,yolov8n,deepsort,
295,35.915,49.3,68.4,0.0,133.4,1,1,8.2,yolov8n,deepsort,
296,36.025,57.5,49.2,0.0,108.9,1,1,8.2,yolov8n,deepsort,
297,36.182,75.4,65.3,0.0,156.6,1,1,8.2,yolov8n,deepsort,
298,36.319,87.8,46.2,0.0,136.2,1,1,8.2,yolov8n,deepsort,
299,36.425,70.8,31.5,0.0,104.8,1,1,8.2,yolov8n,deepsort,
300,36.549,85.2,35.3,0.0,122.6,1,1,8.2,yolov8n,deepsort,
301,36.694,90.4,50.3,0.0,143.2,1,1,8.2,yolov8n,deepsort,
302,36.836,88.1,51.0,0.0,141.1,1,1,8.2,yolov8n,deepsort,
303,36.958,70.5,47.5,0.0,120.4,1,1,8.2,yolov8n,deepsort,
304,37.078,81.2,35.8,0.0,119.3,1,1,8.2,yolov8n,deepsort,
305,37.236,79.1,75.6,0.1,157.3,1,1,8.2,yolov8n,deepsort,
306,37.379,59.6,59.9,0.0,129.4,1,1,8.2,yolov8n,deepsort,
307,37.528,59.5,86.0,0.0,147.9,2,1,8.2,yolov8n,deepsort,
308,37.689,78.6,70.3,0.0,152.4,2,1,8.2,yolov8n,deepsort,
309,37.769,43.2,34.3,0.0,79.8,1,2,8.2,yolov8n,deepsort,
310,37.918,92.3,40.4,0.0,145.2,1,2,8.2,yolov8n,deepsort,
311,38.037,66.4,45.7,0.0,117.2,1,2,8.2,yolov8n,deepsort,
312,38.114,40.9,31.8,0.0,76.0,1,2,8.2,yolov8n,deepsort,
313,38.198,49.6,31.6,0.0,83.6,1,2,8.2,yolov8n,deepsort,
314,38.318,74.5,36.6,0.0,118.9,1,2,8.2,yolov8n,deepsort,
315,38.403,51.1,30.4,0.0,83.8,1,2,8.2,yolov8n,deepsort,
316,38.486,47.1,32.8,0.0,82.7,1,2,8.2,yolov8n,deepsort,
317,38.574,51.2,31.5,0.0,86.7,1,2,8.2,yolov8n,deepsort,
