# System Information
# OS,Darwin,Darwin Kernel Version 24.3.0: Thu Jan  2 20:24:23 PST 2025; root:xnu-11215.81.4~3/RELEASE_ARM64_T8122
# Python,3.11.5
# CPU,arm,"8 cores, 8 threads"
# RAM,24.0 GB

# YOLO Model,yolo11n.pt,Size,5.35 MB
# Model Task,detect,Version,unknown
# Tracker,strongsort
# Device,auto,Half Precision,False,Confidence Threshold,0.3

# Video,data/videos/WIN_20250319_10_03_53_Pro.mp4
# Resolution,1920x1080,FPS,28,Total Frames,1369

Frame,Time,Detection_Time_ms,Tracking_Time_ms,Total_Time_ms,Objects_Detected,Objects_Tracked,FPS,YOLO_Preprocess_ms,YOLO_Inference_ms,YOLO_Postprocess_ms,CUDA_Used,Model,Tracker,Notes
1,0.089,61.2,11.4,72.5,1,0,11.3,0.0,0.0,0.0,Yes,yolo11n,strongsort,
2,0.280,36.9,10.9,47.8,1,0,7.1,0.0,0.0,0.0,Yes,yolo11n,strongsort,
3,0.399,46.6,16.0,62.6,1,1,7.5,0.0,0.0,0.0,Yes,yolo11n,strongsort,
4,0.507,61.9,18.8,80.8,1,1,7.9,0.0,0.0,0.0,Yes,yolo11n,strongsort,
5,0.589,43.8,12.9,56.7,1,1,8.5,0.0,0.0,0.0,Yes,yolo11n,strongsort,
6,0.658,32.8,11.1,43.9,1,1,9.1,0.0,0.0,0.0,Yes,yolo11n,strongsort,
7,0.738,31.9,11.0,42.9,1,1,9.5,0.0,0.0,0.0,Yes,yolo11n,strongsort,
8,0.818,34.8,11.4,46.2,1,1,9.8,0.0,0.0,0.0,Yes,yolo11n,strongsort,
9,0.891,34.0,11.8,45.7,1,1,10.1,0.0,0.0,0.0,Yes,yolo11n,strongsort,
10,0.959,30.8,12.2,43.0,1,1,10.4,0.0,0.0,0.0,Yes,yolo11n,strongsort,
11,1.027,32.4,11.2,43.6,1,1,10.7,0.0,0.0,0.0,Yes,yolo11n,strongsort,
12,1.094,31.9,11.3,43.2,1,1,11.0,0.0,0.0,0.0,Yes,yolo11n,strongsort,
13,1.165,32.5,11.9,44.4,1,1,11.2,0.0,0.0,0.0,Yes,yolo11n,strongsort,
14,1.232,30.7,11.7,42.4,1,1,11.4,0.0,0.0,0.0,Yes,yolo11n,strongsort,
15,1.296,29.8,10.9,40.7,1,1,11.6,0.0,0.0,0.0,Yes,yolo11n,strongsort,
16,1.362,29.4,11.9,41.3,1,1,11.8,0.0,0.0,0.0,Yes,yolo11n,strongsort,
17,1.428,31.7,11.5,43.2,1,1,11.9,0.0,0.0,0.0,Yes,yolo11n,strongsort,
18,1.495,31.3,11.2,42.5,1,1,12.0,0.0,0.0,0.0,Yes,yolo11n,strongsort,
19,1.568,29.0,20.0,48.9,1,1,12.1,0.0,0.0,0.0,Yes,yolo11n,strongsort,
20,1.637,32.3,13.3,45.6,1,1,12.2,0.0,0.0,0.0,Yes,yolo11n,strongsort,
21,1.709,33.2,14.8,48.1,1,1,12.3,0.0,0.0,0.0,Yes,yolo11n,strongsort,
22,1.887,150.4,3.3,153.7,0,0,11.7,0.0,0.0,0.0,Yes,yolo11n,strongsort,
23,1.968,39.4,17.2,56.7,1,1,11.7,0.0,0.0,0.0,Yes,yolo11n,strongsort,
24,2.052,40.7,19.2,59.9,1,1,11.7,0.0,0.0,0.0,Yes,yolo11n,strongsort,
25,2.173,66.8,30.5,97.3,1,1,11.5,0.0,0.0,0.0,Yes,yolo11n,strongsort,
26,2.259,43.6,17.5,61.0,1,1,11.5,0.0,0.0,0.0,Yes,yolo11n,strongsort,
27,2.343,39.8,19.8,59.6,1,1,11.5,0.0,0.0,0.0,Yes,yolo11n,strongsort,
28,2.462,75.4,19.9,95.2,1,1,11.4,0.0,0.0,0.0,Yes,yolo11n,strongsort,
29,2.551,45.6,17.0,62.7,1,1,11.4,0.0,0.0,0.0,Yes,yolo11n,strongsort,
30,2.730,147.5,4.0,151.5,0,0,11.0,0.0,0.0,0.0,Yes,yolo11n,strongsort,
31,2.816,40.5,20.4,60.9,1,1,11.0,0.0,0.0,0.0,Yes,yolo11n,strongsort,
32,2.935,65.5,29.0,94.5,1,1,10.9,0.0,0.0,0.0,Yes,yolo11n,strongsort,
33,3.135,149.3,25.6,175.0,1,1,10.5,0.0,0.0,0.0,Yes,yolo11n,strongsort,
34,3.264,38.7,66.0,104.7,1,1,10.4,0.0,0.0,0.0,Yes,yolo11n,strongsort,
35,3.445,149.9,5.7,155.6,0,0,10.2,0.0,0.0,0.0,Yes,yolo11n,strongsort,
36,3.552,75.8,6.6,82.4,0,0,10.1,0.0,0.0,0.0,Yes,yolo11n,strongsort,
37,3.627,37.6,10.6,48.1,0,0,10.2,0.0,0.0,0.0,Yes,yolo11n,strongsort,
