# System Information
# OS,Darwin,Darwin Kernel Version 24.3.0: Thu Jan  2 20:24:23 PST 2025; root:xnu-11215.81.4~3/RELEASE_ARM64_T8122
# Python,3.11.5
# CPU,arm,"8 cores, 8 threads"
# RAM,24.0 GB

# YOLO Model,yolo11n.pt,Size,5.35 MB
# Model Task,detect,Version,unknown
# Tracker,strongsort
# Device,auto,Half Precision,False,Confidence Threshold,0.3

# Video,data/videos/WIN_20250319_10_03_53_Pro.mp4
# Resolution,1920x1080,FPS,28,Total Frames,1369

Frame,Time,Detection_Time_ms,Tracking_Time_ms,Total_Time_ms,Objects_Detected,Objects_Tracked,FPS,YOLO_Preprocess_ms,YOLO_Inference_ms,YOLO_Postprocess_ms,CUDA_Used,Model,Tracker,Notes
1,0.117,85.5,14.8,100.3,1,0,8.6,0.0,0.0,0.0,Yes,yolo11n,strongsort,
2,0.305,41.4,12.7,54.2,1,0,6.6,0.0,0.0,0.0,Yes,yolo11n,strongsort,
3,0.412,40.7,19.8,60.5,1,1,7.3,0.0,0.0,0.0,Yes,yolo11n,strongsort,
4,0.599,135.1,22.2,157.3,1,1,6.7,0.0,0.0,0.0,Yes,yolo11n,strongsort,
5,0.667,37.7,10.8,48.5,1,1,7.5,0.0,0.0,0.0,Yes,yolo11n,strongsort,
6,0.749,37.9,11.8,49.7,1,1,8.0,0.0,0.0,0.0,Yes,yolo11n,strongsort,
7,0.823,35.8,12.4,48.2,1,1,8.5,0.0,0.0,0.0,Yes,yolo11n,strongsort,
8,0.889,30.6,10.7,41.4,1,1,9.0,0.0,0.0,0.0,Yes,yolo11n,strongsort,
9,0.956,31.5,11.8,43.3,1,1,9.4,0.0,0.0,0.0,Yes,yolo11n,strongsort,
10,1.023,30.4,10.8,41.2,1,1,9.8,0.0,0.0,0.0,Yes,yolo11n,strongsort,
11,1.091,30.7,12.5,43.1,1,1,10.1,0.0,0.0,0.0,Yes,yolo11n,strongsort,
12,1.157,31.4,10.7,42.1,1,1,10.4,0.0,0.0,0.0,Yes,yolo11n,strongsort,
13,1.225,32.2,11.3,43.5,1,1,10.6,0.0,0.0,0.0,Yes,yolo11n,strongsort,
14,1.293,31.6,10.9,42.5,1,1,10.8,0.0,0.0,0.0,Yes,yolo11n,strongsort,
15,1.358,31.5,10.7,42.2,1,1,11.0,0.0,0.0,0.0,Yes,yolo11n,strongsort,
16,1.425,31.4,10.9,42.3,1,1,11.2,0.0,0.0,0.0,Yes,yolo11n,strongsort,
17,1.491,31.3,10.5,41.7,1,1,11.4,0.0,0.0,0.0,Yes,yolo11n,strongsort,
18,1.557,30.9,11.8,42.7,1,1,11.6,0.0,0.0,0.0,Yes,yolo11n,strongsort,
19,1.632,31.1,19.9,51.0,1,1,11.6,0.0,0.0,0.0,Yes,yolo11n,strongsort,
20,1.701,32.1,12.0,44.1,1,1,11.8,0.0,0.0,0.0,Yes,yolo11n,strongsort,
21,1.770,32.4,12.3,44.6,1,1,11.9,0.0,0.0,0.0,Yes,yolo11n,strongsort,
22,1.959,160.8,3.0,163.8,0,0,11.2,0.0,0.0,0.0,Yes,yolo11n,strongsort,
23,2.039,40.7,14.8,55.5,1,1,11.3,0.0,0.0,0.0,Yes,yolo11n,strongsort,
24,2.128,49.4,14.8,64.2,1,1,11.3,0.0,0.0,0.0,Yes,yolo11n,strongsort,
25,2.217,47.6,17.8,65.4,1,1,11.3,0.0,0.0,0.0,Yes,yolo11n,strongsort,
26,2.312,48.3,19.5,67.8,1,1,11.2,0.0,0.0,0.0,Yes,yolo11n,strongsort,
27,2.418,51.1,28.2,79.3,1,1,11.2,0.0,0.0,0.0,Yes,yolo11n,strongsort,
28,2.555,88.7,21.3,110.0,1,1,11.0,0.0,0.0,0.0,Yes,yolo11n,strongsort,
29,2.686,91.4,16.0,107.3,1,1,10.8,0.0,0.0,0.0,Yes,yolo11n,strongsort,
30,2.763,47.1,4.2,51.3,0,0,10.9,0.0,0.0,0.0,Yes,yolo11n,strongsort,
31,2.946,112.0,46.8,158.8,1,1,10.5,0.0,0.0,0.0,Yes,yolo11n,strongsort,
32,3.088,83.4,28.3,111.8,1,1,10.4,0.0,0.0,0.0,Yes,yolo11n,strongsort,
