# System Information
# OS,Darwin,Darwin Kernel Version 24.4.0: Fri Apr 11 18:34:14 PDT 2025; root:xnu-11417.101.15~117/RELEASE_ARM64_T8122
# Python,3.11.5
# CPU,arm,"8 cores, 8 threads"
# RAM,24.0 GB

# YOLO Model,yolo11n.pt,Size,5.35 MB
# Model Task,detect,Version,unknown
# Tracker,bytetrack
# Device,auto,Half Precision,False,Confidence Threshold,0.3

# Video,data/clips/2025-05-03_152528フロア10minites_30sec.mp4
# Resolution,640x480,FPS,30,Total Frames,900

Frame,Time,Detection_Time_ms,Tracking_Time_ms,Total_Time_ms,Objects_Detected,Objects_Tracked,FPS,YOLO_Preprocess_ms,YOLO_Inference_ms,YOLO_Postprocess_ms,CUDA_Used,Model,Tracker,Notes
152,7.994,36.3,0.6,36.9,6,5,19.0,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
153,8.044,35.2,0.7,35.9,6,5,19.0,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
154,8.095,36.6,0.6,37.2,6,6,19.0,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
155,8.146,36.7,0.6,37.2,5,5,19.0,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
156,8.195,33.8,0.6,34.4,5,5,19.0,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
157,8.244,35.1,0.6,35.6,5,5,19.0,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
158,8.294,33.8,0.6,34.3,5,5,19.1,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
159,8.343,35.2,0.6,35.8,5,5,19.1,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
160,8.393,35.9,0.5,36.4,5,5,19.1,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
161,8.444,36.2,0.6,36.8,6,6,19.1,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
162,8.493,34.4,0.6,35.0,6,6,19.1,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
163,8.543,35.0,0.6,35.6,7,6,19.1,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
