# System Information
# OS,Darwin,Darwin Kernel Version 24.3.0: Thu Jan  2 20:24:23 PST 2025; root:xnu-11215.81.4~3/RELEASE_ARM64_T8122
# Python,3.11.5
# CPU,arm,"8 cores, 8 threads"
# RAM,24.0 GB

# YOLO Model,yolo11n-pose.pt,Size,5.97 MB
# Model Task,pose,Version,unknown
# Tracker,deepsort
# Device,auto,Half Precision,False,Confidence Threshold,0.3

# Video,data/videos/WIN_20250319_10_03_53_Pro.mp4
# Resolution,1920x1080,FPS,28,Total Frames,1369

Frame,Time,Detection_Time_ms,Tracking_Time_ms,Total_Time_ms,Objects_Detected,Objects_Tracked,FPS,YOLO_Preprocess_ms,YOLO_Inference_ms,YOLO_Postprocess_ms,CUDA_Used,Model,Tracker,Notes
146,42.909,49.0,143.5,192.5,1,1,3.4,1.4,46.9,0.4,No,yolo11n-pose,deepsort,
147,43.231,139.7,157.5,297.2,1,1,3.4,11.3,127.6,0.3,No,yolo11n-pose,deepsort,
148,43.456,48.7,151.2,199.9,1,1,3.4,1.3,46.8,0.3,No,yolo11n-pose,deepsort,
149,43.686,46.1,160.6,206.7,1,1,3.4,1.3,43.6,0.5,No,yolo11n-pose,deepsort,
150,43.983,51.7,220.4,272.1,1,1,3.4,1.3,49.2,0.3,No,yolo11n-pose,deepsort,
151,44.405,46.0,351.9,397.9,2,1,3.4,1.3,43.8,0.3,No,yolo11n-pose,deepsort,
152,44.874,142.3,300.9,443.2,2,1,3.4,31.7,109.6,0.3,No,yolo11n-pose,deepsort,
153,45.247,55.5,292.6,348.1,2,2,3.4,11.3,43.4,0.3,No,yolo11n-pose,deepsort,
154,45.667,66.5,328.9,395.4,2,2,3.4,15.1,50.6,0.3,No,yolo11n-pose,deepsort,
155,46.156,134.4,330.8,465.2,2,2,3.4,19.0,114.6,0.3,No,yolo11n-pose,deepsort,
156,46.505,145.5,178.2,323.8,1,2,3.4,17.9,126.7,0.4,No,yolo11n-pose,deepsort,
157,46.734,53.2,152.4,205.6,1,2,3.4,1.3,51.0,0.4,No,yolo11n-pose,deepsort,
158,46.959,49.4,149.6,199.1,1,2,3.4,1.3,47.2,0.6,No,yolo11n-pose,deepsort,
159,47.189,48.6,155.7,204.3,1,2,3.4,1.4,45.7,0.5,No,yolo11n-pose,deepsort,
160,47.408,48.5,145.8,194.3,1,2,3.4,1.3,46.4,0.4,No,yolo11n-pose,deepsort,
161,47.731,144.0,153.5,297.5,1,2,3.4,18.4,124.5,0.3,No,yolo11n-pose,deepsort,
162,48.097,169.8,164.6,334.4,1,2,3.4,1.4,167.3,0.4,No,yolo11n-pose,deepsort,
163,48.351,86.7,142.9,229.6,1,2,3.4,40.6,44.7,0.3,No,yolo11n-pose,deepsort,
164,48.637,47.2,213.6,260.8,1,2,3.4,1.2,45.1,0.4,No,yolo11n-pose,deepsort,
165,48.971,48.3,261.5,309.8,1,2,3.4,3.2,44.3,0.3,No,yolo11n-pose,deepsort,
166,49.239,86.6,155.8,242.4,1,2,3.4,14.4,71.2,0.3,No,yolo11n-pose,deepsort,
167,49.459,47.1,148.5,195.6,1,2,3.4,1.2,45.1,0.4,No,yolo11n-pose,deepsort,
168,49.673,43.7,145.6,189.4,1,2,3.4,1.2,41.5,0.4,No,yolo11n-pose,deepsort,
169,50.010,49.8,263.4,313.2,1,2,3.4,1.4,47.1,0.4,No,yolo11n-pose,deepsort,
170,50.249,49.0,162.9,212.0,1,2,3.4,1.2,46.9,0.4,No,yolo11n-pose,deepsort,
171,50.638,182.4,180.5,362.9,1,2,3.4,1.2,179.7,0.5,No,yolo11n-pose,deepsort,
172,50.915,49.4,202.4,251.7,1,2,3.4,1.8,46.2,0.4,No,yolo11n-pose,deepsort,
173,51.238,137.4,159.9,297.3,1,2,3.4,13.1,123.3,0.3,No,yolo11n-pose,deepsort,
174,51.470,50.5,157.6,208.1,1,2,3.4,1.2,48.2,0.3,No,yolo11n-pose,deepsort,
175,51.821,45.9,280.9,326.8,1,2,3.4,1.3,43.4,0.4,No,yolo11n-pose,deepsort,
176,52.149,113.0,189.1,302.1,1,2,3.4,37.4,74.9,0.4,No,yolo11n-pose,deepsort,
177,52.482,154.2,154.7,308.8,1,2,3.4,24.5,128.4,0.3,No,yolo11n-pose,deepsort,
178,52.810,79.8,223.2,303.0,1,2,3.4,29.1,49.9,0.3,No,yolo11n-pose,deepsort,
179,53.121,118.4,167.7,286.1,1,2,3.4,16.4,100.8,0.4,No,yolo11n-pose,deepsort,
180,53.443,49.5,246.1,295.5,1,2,3.4,1.2,47.1,0.3,No,yolo11n-pose,deepsort,
181,53.765,113.7,183.7,297.5,1,2,3.4,16.9,95.9,0.3,No,yolo11n-pose,deepsort,
182,54.020,48.4,175.6,224.0,1,2,3.4,1.4,46.2,0.3,No,yolo11n-pose,deepsort,
183,54.330,57.3,227.6,284.9,1,2,3.4,1.4,54.7,0.6,No,yolo11n-pose,deepsort,
184,54.705,121.8,227.7,349.4,1,2,3.4,18.0,102.2,0.8,No,yolo11n-pose,deepsort,
185,55.206,104.6,371.9,476.5,2,2,3.4,17.6,85.7,0.3,No,yolo11n-pose,deepsort,
186,55.551,106.4,214.2,320.6,1,2,3.3,16.6,88.9,0.4,No,yolo11n-pose,deepsort,
187,55.935,145.0,213.3,358.3,1,2,3.3,24.0,119.5,1.1,No,yolo11n-pose,deepsort,
188,56.338,126.0,252.0,378.0,1,2,3.3,23.9,100.5,0.8,No,yolo11n-pose,deepsort,
189,56.679,119.1,196.5,315.6,1,2,3.3,29.7,88.4,0.5,No,yolo11n-pose,deepsort,
190,56.988,135.5,150.1,285.6,1,2,3.3,18.4,114.6,2.2,No,yolo11n-pose,deepsort,
191,57.227,48.7,166.2,214.9,1,2,3.3,1.2,46.7,0.3,No,yolo11n-pose,deepsort,
192,57.523,53.2,218.7,271.9,1,2,3.3,1.2,51.0,0.3,No,yolo11n-pose,deepsort,
193,57.879,159.0,171.4,330.4,1,2,3.3,18.7,139.2,0.4,No,yolo11n-pose,deepsort,
194,58.235,68.2,261.5,329.8,1,2,3.3,15.5,51.2,1.0,No,yolo11n-pose,deepsort,
195,58.490,75.7,154.2,229.9,1,2,3.3,17.9,56.8,0.3,No,yolo11n-pose,deepsort,
196,58.700,46.0,139.4,185.4,1,2,3.3,1.3,43.8,0.3,No,yolo11n-pose,deepsort,
197,58.902,43.0,133.5,176.6,1,2,3.3,1.9,40.4,0.3,No,yolo11n-pose,deepsort,
198,59.284,179.9,178.3,358.1,1,2,3.3,21.0,157.7,0.4,No,yolo11n-pose,deepsort,
199,59.628,150.2,167.2,317.5,1,2,3.3,16.2,133.2,0.4,No,yolo11n-pose,deepsort,
200,59.901,66.7,182.2,248.9,1,2,3.3,13.3,52.7,0.3,No,yolo11n-pose,deepsort,
201,60.213,44.2,243.7,288.0,1,2,3.3,1.3,42.3,0.3,No,yolo11n-pose,deepsort,
202,60.569,97.5,228.8,326.3,1,2,3.3,23.4,70.2,1.4,No,yolo11n-pose,deepsort,
203,60.871,119.9,156.9,276.8,1,2,3.3,28.8,90.2,0.4,No,yolo11n-pose,deepsort,
204,61.098,54.2,149.1,203.3,1,2,3.3,1.2,51.7,0.3,No,yolo11n-pose,deepsort,
205,61.411,55.6,232.3,287.9,1,2,3.3,1.3,52.9,0.4,No,yolo11n-pose,deepsort,
206,61.748,147.3,163.8,311.1,1,2,3.3,15.1,131.4,0.3,No,yolo11n-pose,deepsort,
207,61.980,48.3,158.3,206.7,1,2,3.3,1.2,46.1,0.4,No,yolo11n-pose,deepsort,
208,62.204,48.1,150.6,198.7,1,2,3.3,1.8,45.5,0.4,No,yolo11n-pose,deepsort,
209,62.606,51.3,327.0,378.3,1,2,3.3,1.7,48.7,0.4,No,yolo11n-pose,deepsort,
210,62.865,84.3,150.1,234.4,1,2,3.3,19.1,64.3,0.3,No,yolo11n-pose,deepsort,
211,63.231,54.0,287.1,341.2,2,2,3.3,1.2,52.0,0.3,No,yolo11n-pose,deepsort,
212,63.506,98.4,151.4,249.8,1,2,3.3,44.8,52.6,0.3,No,yolo11n-pose,deepsort,
213,63.814,52.2,231.4,283.7,1,2,3.3,1.2,49.9,0.3,No,yolo11n-pose,deepsort,
214,64.138,128.5,171.5,299.9,1,2,3.3,19.3,107.8,0.6,No,yolo11n-pose,deepsort,
215,64.361,53.5,146.2,199.8,1,2,3.3,1.3,51.0,0.4,No,yolo11n-pose,deepsort,
216,64.696,45.0,265.0,310.0,2,2,3.3,1.3,42.6,0.3,No,yolo11n-pose,deepsort,
217,65.125,119.4,285.3,404.7,2,2,3.3,28.1,90.3,0.5,No,yolo11n-pose,deepsort,
218,65.365,69.6,143.8,213.4,1,2,3.3,22.4,46.2,0.4,No,yolo11n-pose,deepsort,
219,65.600,54.3,155.8,210.1,1,2,3.3,1.2,52.2,0.4,No,yolo11n-pose,deepsort,
220,65.854,47.3,182.9,230.2,1,2,3.3,1.2,45.2,0.4,No,yolo11n-pose,deepsort,
221,66.256,82.2,295.1,377.3,2,2,3.3,11.8,69.0,0.3,No,yolo11n-pose,deepsort,
222,66.494,72.9,139.7,212.6,1,2,3.3,17.9,53.7,0.4,No,yolo11n-pose,deepsort,
223,66.896,186.4,191.7,378.1,1,2,3.3,1.4,183.7,0.4,No,yolo11n-pose,deepsort,
224,67.115,52.9,143.3,196.2,1,2,3.3,8.8,43.0,0.5,No,yolo11n-pose,deepsort,
225,67.346,46.0,160.3,206.3,1,2,3.3,1.3,43.7,0.3,No,yolo11n-pose,deepsort,
226,67.715,48.5,295.2,343.6,2,2,3.3,1.3,45.6,0.4,No,yolo11n-pose,deepsort,
