# System Information
# OS,Darwin,Darwin Kernel Version 24.4.0: Fri Apr 11 18:34:14 PDT 2025; root:xnu-11417.101.15~117/RELEASE_ARM64_T8122
# Python,3.11.5
# CPU,arm,"8 cores, 8 threads"
# RAM,24.0 GB

# YOLO Model,models/yolov8n.pt
# Tracker,bytetrack

# Video,data/clips/2025-05-03_152528フロア10minites_30sec.mp4

Frame,Time,Detection_Time_ms,Tracking_Time_ms,Stay_Check_Time_ms,Total_Time_ms,Objects_Detected,Objects_Tracked,FPS,Memory_MB,Model,Tracker,Notes
# Resolution,640x480,FPS,30.00
# Stay Threshold (s),6.0
# Move Threshold (px),20.0

255,13.699,50.6,0.9,0.0,52.5,12,11,18.6,745.9,yolov8n,bytetrack,
256,13.750,49.1,0.9,0.0,51.0,12,11,18.6,745.9,yolov8n,bytetrack,
257,13.804,51.0,0.9,0.0,53.0,12,11,18.6,745.9,yolov8n,bytetrack,
258,13.856,49.8,1.0,0.0,51.8,12,11,18.6,745.9,yolov8n,bytetrack,
259,13.908,50.0,0.9,0.0,51.9,11,11,18.6,746.3,yolov8n,bytetrack,
260,13.960,49.9,0.9,0.0,52.0,11,11,18.6,746.3,yolov8n,bytetrack,
261,14.012,49.7,0.9,0.0,51.6,11,11,18.6,746.3,yolov8n,bytetrack,
262,14.065,50.7,0.9,0.0,52.6,12,11,18.6,746.3,yolov8n,bytetrack,
263,14.117,49.4,0.9,0.0,51.4,11,11,18.6,746.6,yolov8n,bytetrack,
264,14.169,49.8,0.9,0.0,52.0,12,11,18.6,746.6,yolov8n,bytetrack,
265,14.222,50.7,1.0,0.0,52.9,13,11,18.6,747.5,yolov8n,bytetrack,
266,14.274,49.4,0.9,0.0,51.2,12,10,18.6,747.5,yolov8n,bytetrack,
267,14.327,51.4,0.9,0.0,53.2,13,10,18.6,747.5,yolov8n,bytetrack,
268,14.381,50.9,1.0,0.0,52.9,13,11,18.6,747.5,yolov8n,bytetrack,
269,14.434,51.2,0.9,0.0,53.1,12,10,18.6,747.5,yolov8n,bytetrack,
270,14.485,48.9,1.0,0.0,50.9,13,11,18.6,747.5,yolov8n,bytetrack,
271,14.539,51.3,1.1,0.0,53.5,14,12,18.6,747.5,yolov8n,bytetrack,
272,14.591,48.9,1.2,0.0,51.2,15,13,18.6,747.5,yolov8n,bytetrack,
273,14.643,50.1,1.1,0.0,52.2,13,12,18.6,747.5,yolov8n,bytetrack,
274,14.696,50.3,1.0,0.0,52.5,13,12,18.6,747.5,yolov8n,bytetrack,
275,14.749,50.7,1.0,0.0,52.8,11,9,18.6,747.5,yolov8n,bytetrack,
276,14.802,50.8,0.9,0.0,52.7,10,8,18.6,747.5,yolov8n,bytetrack,
277,14.854,50.1,1.0,0.0,52.0,9,9,18.6,747.5,yolov8n,bytetrack,
278,14.907,50.6,0.9,0.0,52.4,10,9,18.6,747.5,yolov8n,bytetrack,
279,14.959,49.7,0.9,0.0,51.6,12,9,18.7,747.5,yolov8n,bytetrack,
280,15.012,50.8,0.9,0.0,52.8,11,9,18.7,747.5,yolov8n,bytetrack,
281,15.064,50.6,0.9,0.0,52.5,10,10,18.7,747.5,yolov8n,bytetrack,
282,15.117,50.5,0.9,0.0,52.4,9,8,18.7,747.5,yolov8n,bytetrack,
283,15.168,49.7,0.8,0.0,51.3,7,7,18.7,747.5,yolov8n,bytetrack,
284,15.222,51.0,0.8,0.0,52.8,8,7,18.7,747.5,yolov8n,bytetrack,
285,15.272,48.5,0.7,0.0,50.0,7,6,18.7,747.5,yolov8n,bytetrack,
286,15.323,48.9,0.8,0.0,50.4,7,6,18.7,747.5,yolov8n,bytetrack,
287,15.374,49.9,0.8,0.0,51.4,7,6,18.7,747.5,yolov8n,bytetrack,
288,15.427,51.0,0.7,0.0,52.7,9,6,18.7,747.5,yolov8n,bytetrack,
289,15.480,50.3,0.8,0.0,51.9,9,8,18.7,750.8,yolov8n,bytetrack,
290,15.535,52.9,0.9,0.0,54.7,9,9,18.7,750.9,yolov8n,bytetrack,
291,15.587,49.8,0.9,0.0,51.5,9,9,18.7,750.9,yolov8n,bytetrack,
292,15.639,50.2,0.9,0.0,52.1,9,9,18.7,750.9,yolov8n,bytetrack,
293,15.691,50.2,0.9,0.0,52.1,9,9,18.7,750.9,yolov8n,bytetrack,
294,15.743,49.6,0.9,0.0,51.6,9,9,18.7,750.9,yolov8n,bytetrack,
295,15.795,50.4,0.9,0.0,52.2,8,8,18.7,750.9,yolov8n,bytetrack,
296,15.847,49.8,0.8,0.0,51.4,7,7,18.7,750.9,yolov8n,bytetrack,
297,15.900,51.0,0.8,0.0,52.8,7,7,18.7,751.0,yolov8n,bytetrack,
298,15.954,51.1,0.9,0.0,53.0,9,7,18.7,751.0,yolov8n,bytetrack,
299,16.007,51.4,0.8,0.0,53.3,8,7,18.7,751.0,yolov8n,bytetrack,
300,16.060,51.3,0.8,0.0,52.9,7,6,18.7,751.0,yolov8n,bytetrack,
301,16.112,50.1,0.8,0.0,51.6,8,6,18.7,751.0,yolov8n,bytetrack,
302,16.165,51.3,0.7,0.0,52.9,6,6,18.7,751.0,yolov8n,bytetrack,
303,16.216,48.6,0.8,0.0,50.2,8,6,18.7,751.0,yolov8n,bytetrack,
304,16.268,49.7,0.8,0.0,51.4,8,7,18.7,751.0,yolov8n,bytetrack,
305,16.320,50.6,0.8,0.0,52.2,8,7,18.7,751.0,yolov8n,bytetrack,
306,16.372,50.1,0.8,0.0,51.7,9,7,18.7,751.0,yolov8n,bytetrack,
307,16.424,49.9,0.8,0.0,51.5,8,7,18.7,751.0,yolov8n,bytetrack,
308,16.475,49.4,0.8,0.0,51.0,8,8,18.7,751.0,yolov8n,bytetrack,
309,16.528,51.1,0.8,0.0,52.9,8,8,18.7,751.0,yolov8n,bytetrack,
310,16.581,49.9,0.8,0.0,51.9,8,8,18.7,751.0,yolov8n,bytetrack,
311,16.632,49.1,0.8,0.0,50.8,9,8,18.7,751.0,yolov8n,bytetrack,
312,16.683,49.1,0.8,0.0,50.8,8,7,18.7,751.0,yolov8n,bytetrack,
313,16.734,49.6,0.8,0.0,51.4,8,7,18.7,751.0,yolov8n,bytetrack,
314,16.785,49.0,0.7,0.0,50.7,9,7,18.7,751.0,yolov8n,bytetrack,
315,16.839,51.5,0.7,0.0,53.1,10,7,18.7,751.0,yolov8n,bytetrack,
316,16.889,48.3,0.7,0.0,50.1,9,7,18.7,751.0,yolov8n,bytetrack,
317,16.941,50.0,1.0,0.0,51.8,8,6,18.7,751.0,yolov8n,bytetrack,
318,16.994,50.6,0.7,0.0,52.1,9,5,18.7,751.0,yolov8n,bytetrack,
319,17.046,50.0,0.8,0.0,51.6,9,6,18.7,751.0,yolov8n,bytetrack,
320,17.097,49.2,0.7,0.0,50.7,9,6,18.7,751.0,yolov8n,bytetrack,
321,17.149,50.5,0.7,0.0,52.1,8,6,18.7,751.0,yolov8n,bytetrack,
322,17.200,49.4,0.7,0.0,50.9,8,7,18.7,751.0,yolov8n,bytetrack,
323,17.253,50.8,0.8,0.0,52.3,9,7,18.7,751.0,yolov8n,bytetrack,
324,17.306,51.4,0.7,0.0,53.0,8,7,18.7,751.0,yolov8n,bytetrack,
325,17.357,49.3,0.8,0.0,50.9,7,6,18.7,751.0,yolov8n,bytetrack,
326,17.407,48.0,0.8,0.0,49.5,9,6,18.7,751.0,yolov8n,bytetrack,
327,17.459,49.9,0.8,0.0,51.8,9,7,18.7,751.0,yolov8n,bytetrack,
328,17.511,49.5,0.8,0.0,51.0,8,7,18.7,751.0,yolov8n,bytetrack,
329,17.568,56.0,0.7,0.0,57.6,8,7,18.7,751.0,yolov8n,bytetrack,
330,17.621,51.0,0.8,0.0,52.7,8,6,18.7,751.0,yolov8n,bytetrack,
331,17.673,50.4,0.7,0.0,51.8,7,6,18.7,751.0,yolov8n,bytetrack,
332,17.726,50.5,0.7,0.0,52.0,9,6,18.7,751.0,yolov8n,bytetrack,
333,17.778,50.6,0.7,0.0,52.1,10,6,18.7,751.0,yolov8n,bytetrack,
334,17.831,51.0,0.7,0.0,52.4,9,6,18.7,751.0,yolov8n,bytetrack,
335,17.884,50.3,0.7,0.0,52.2,9,7,18.7,751.0,yolov8n,bytetrack,
336,17.936,50.9,0.8,0.0,52.5,9,8,18.7,751.0,yolov8n,bytetrack,
337,17.989,50.2,1.0,0.0,52.1,9,9,18.7,751.0,yolov8n,bytetrack,1 notifications
338,18.041,50.6,0.8,0.0,52.2,8,8,18.7,751.0,yolov8n,bytetrack,
339,18.095,51.6,0.8,0.0,53.4,8,8,18.7,751.0,yolov8n,bytetrack,
340,18.148,51.0,0.7,0.0,52.8,5,5,18.7,751.0,yolov8n,bytetrack,
341,18.200,50.3,0.7,0.0,51.8,8,4,18.7,751.0,yolov8n,bytetrack,
342,18.250,48.3,0.7,0.0,49.6,7,5,18.7,751.0,yolov8n,bytetrack,
343,18.301,49.1,0.7,0.0,50.7,7,7,18.7,751.0,yolov8n,bytetrack,
344,18.353,49.8,0.7,0.0,51.3,9,7,18.7,751.0,yolov8n,bytetrack,
345,18.406,50.8,0.8,0.0,52.5,9,8,18.7,751.0,yolov8n,bytetrack,
346,18.456,48.9,0.8,0.0,50.5,8,8,18.7,751.0,yolov8n,bytetrack,
347,18.509,50.8,0.8,0.0,52.5,8,8,18.7,751.0,yolov8n,bytetrack,
348,18.562,50.6,0.8,0.0,52.4,8,8,18.7,751.0,yolov8n,bytetrack,
349,18.615,51.0,0.8,0.0,52.7,8,8,18.7,751.0,yolov8n,bytetrack,
350,18.667,50.4,0.8,0.0,52.0,8,8,18.7,751.0,yolov8n,bytetrack,
351,18.720,51.1,0.7,0.0,52.7,8,8,18.7,751.0,yolov8n,bytetrack,
352,18.772,50.0,0.7,0.0,51.6,8,8,18.8,751.0,yolov8n,bytetrack,
353,18.824,50.2,0.7,0.0,51.9,9,8,18.8,751.0,yolov8n,bytetrack,
354,18.877,50.5,0.8,0.0,52.2,10,8,18.8,751.0,yolov8n,bytetrack,
355,18.929,50.3,0.8,0.0,52.0,10,8,18.8,751.0,yolov8n,bytetrack,
356,18.983,51.8,0.7,0.0,53.3,8,8,18.8,751.0,yolov8n,bytetrack,
357,19.035,50.3,0.7,0.0,51.7,8,8,18.8,751.0,yolov8n,bytetrack,
358,19.088,51.0,0.9,0.0,52.8,8,8,18.8,751.0,yolov8n,bytetrack,
359,19.139,49.5,0.8,0.0,51.1,9,8,18.8,751.0,yolov8n,bytetrack,
360,19.190,49.1,0.8,0.0,50.7,8,8,18.8,751.0,yolov8n,bytetrack,
361,19.241,49.6,0.7,0.0,51.1,8,7,18.8,751.0,yolov8n,bytetrack,
362,19.293,49.6,0.8,0.0,51.4,9,7,18.8,751.0,yolov8n,bytetrack,
363,19.346,50.3,0.9,0.0,52.2,9,9,18.8,751.0,yolov8n,bytetrack,
364,19.399,51.1,0.8,0.0,53.0,9,9,18.8,751.0,yolov8n,bytetrack,
365,19.452,50.6,0.8,0.0,52.4,10,9,18.8,751.0,yolov8n,bytetrack,
366,19.503,49.5,0.8,0.0,51.2,9,9,18.8,751.0,yolov8n,bytetrack,
367,19.560,54.4,0.8,0.0,56.2,9,9,18.8,751.1,yolov8n,bytetrack,
368,19.612,50.4,0.8,0.0,52.0,8,8,18.8,751.1,yolov8n,bytetrack,
369,19.664,50.0,0.7,0.0,51.6,7,7,18.8,751.1,yolov8n,bytetrack,
370,19.715,49.6,0.7,0.0,51.2,8,7,18.8,751.1,yolov8n,bytetrack,
371,19.767,49.4,0.7,0.0,51.0,8,7,18.8,751.1,yolov8n,bytetrack,
372,19.820,50.8,0.8,0.0,52.6,9,8,18.8,751.1,yolov8n,bytetrack,
373,19.873,51.7,0.7,0.0,53.2,7,7,18.8,751.1,yolov8n,bytetrack,
374,19.926,50.9,0.7,0.0,52.4,8,7,18.8,751.1,yolov8n,bytetrack,
375,19.979,50.8,0.6,0.0,52.2,6,6,18.8,751.1,yolov8n,bytetrack,
376,20.031,50.8,0.7,0.0,52.2,6,6,18.8,751.1,yolov8n,bytetrack,
377,20.083,49.9,0.7,0.0,51.4,6,6,18.8,751.1,yolov8n,bytetrack,
378,20.135,50.3,0.6,0.0,51.6,6,6,18.8,751.1,yolov8n,bytetrack,
379,20.187,51.0,0.8,0.0,52.5,6,6,18.8,751.1,yolov8n,bytetrack,
380,20.237,48.0,0.8,0.0,49.6,8,6,18.8,751.1,yolov8n,bytetrack,
381,20.290,51.4,0.8,0.0,53.1,8,8,18.8,751.1,yolov8n,bytetrack,
382,20.342,49.8,0.8,0.0,51.5,9,8,18.8,751.1,yolov8n,bytetrack,
383,20.393,49.5,0.8,0.0,51.1,8,8,18.8,751.1,yolov8n,bytetrack,
384,20.448,52.1,0.8,0.0,53.8,8,8,18.8,751.1,yolov8n,bytetrack,
385,20.498,49.0,0.7,0.0,50.5,7,6,18.8,751.1,yolov8n,bytetrack,
386,20.551,51.1,0.7,0.0,52.6,6,6,18.8,751.1,yolov8n,bytetrack,
387,20.605,51.4,0.7,0.0,52.9,6,6,18.8,751.1,yolov8n,bytetrack,
388,20.656,49.5,0.7,0.0,50.8,6,5,18.8,751.1,yolov8n,bytetrack,
389,20.708,50.7,0.7,0.0,52.2,8,5,18.8,751.1,yolov8n,bytetrack,
390,20.757,47.7,0.7,0.0,49.3,9,5,18.8,751.1,yolov8n,bytetrack,
391,20.810,50.7,0.9,0.0,52.4,10,7,18.8,751.1,yolov8n,bytetrack,
392,20.863,50.2,0.9,0.0,52.0,11,10,18.8,751.1,yolov8n,bytetrack,
393,20.915,49.7,1.0,0.0,52.0,13,10,18.8,751.1,yolov8n,bytetrack,
394,20.968,50.5,1.0,0.0,52.6,12,11,18.8,751.1,yolov8n,bytetrack,
395,21.021,50.6,1.0,0.0,52.7,11,11,18.8,751.1,yolov8n,bytetrack,
396,21.075,52.2,1.0,0.0,54.2,12,11,18.8,751.1,yolov8n,bytetrack,
397,21.128,50.1,1.1,0.0,52.3,12,12,18.8,751.1,yolov8n,bytetrack,
398,21.181,51.0,1.0,0.0,53.0,12,12,18.8,751.1,yolov8n,bytetrack,
399,21.234,50.5,1.0,0.0,52.6,12,12,18.8,751.1,yolov8n,bytetrack,
400,21.285,48.9,0.9,0.0,50.8,11,11,18.8,751.1,yolov8n,bytetrack,
401,21.339,52.1,0.9,0.0,54.0,11,11,18.8,751.1,yolov8n,bytetrack,
402,21.393,51.7,0.9,0.0,53.7,11,11,18.8,751.1,yolov8n,bytetrack,
403,21.445,49.4,0.9,0.0,51.2,10,10,18.8,751.1,yolov8n,bytetrack,
404,21.497,50.4,0.9,0.0,52.1,9,9,18.8,751.1,yolov8n,bytetrack,
405,21.557,57.4,0.8,0.0,59.2,10,9,18.8,749.1,yolov8n,bytetrack,
406,21.611,51.5,0.8,0.0,53.3,10,9,18.8,749.1,yolov8n,bytetrack,
407,21.665,52.5,0.8,0.0,54.3,11,10,18.8,749.1,yolov8n,bytetrack,
408,21.719,50.9,0.9,0.0,53.0,10,10,18.8,749.1,yolov8n,bytetrack,
409,21.770,49.4,1.0,0.0,51.4,12,10,18.8,749.1,yolov8n,bytetrack,
410,21.822,49.4,0.9,0.0,51.2,10,10,18.8,749.1,yolov8n,bytetrack,
411,21.875,50.7,1.0,0.0,52.7,11,10,18.8,749.1,yolov8n,bytetrack,
412,21.927,49.9,0.8,0.0,51.8,10,8,18.8,749.1,yolov8n,bytetrack,
413,21.979,49.7,0.9,0.0,51.6,11,10,18.8,749.1,yolov8n,bytetrack,
414,22.032,50.5,0.9,0.0,52.4,13,11,18.8,749.1,yolov8n,bytetrack,
415,22.085,51.0,0.9,0.0,52.8,11,10,18.8,749.1,yolov8n,bytetrack,
416,22.137,50.2,1.1,0.0,52.2,12,11,18.8,749.1,yolov8n,bytetrack,
417,22.190,50.7,1.0,0.0,52.6,12,11,18.8,749.1,yolov8n,bytetrack,
418,22.242,49.4,0.9,0.0,51.2,10,10,18.8,749.1,yolov8n,bytetrack,
419,22.295,50.8,1.0,0.0,52.7,12,10,18.8,749.1,yolov8n,bytetrack,
420,22.348,49.8,1.0,0.0,52.5,11,11,18.8,749.1,yolov8n,bytetrack,
421,22.400,50.2,1.0,0.0,52.3,11,11,18.8,749.1,yolov8n,bytetrack,
422,22.452,49.3,0.9,0.0,51.4,11,11,18.8,749.1,yolov8n,bytetrack,
423,22.503,49.1,0.9,0.0,51.0,11,11,18.8,749.1,yolov8n,bytetrack,
424,22.557,52.1,0.9,0.0,53.9,10,9,18.8,749.1,yolov8n,bytetrack,
425,22.609,50.1,0.9,0.0,51.8,9,9,18.8,749.1,yolov8n,bytetrack,
426,22.661,49.1,0.9,0.0,51.0,9,9,18.8,749.1,yolov8n,bytetrack,
427,22.713,50.4,0.8,0.0,52.1,8,8,18.8,749.1,yolov8n,bytetrack,
428,22.765,49.8,0.8,0.0,51.5,8,8,18.8,749.1,yolov8n,bytetrack,
429,22.817,49.8,0.8,0.0,51.5,8,8,18.8,749.1,yolov8n,bytetrack,
430,22.869,50.7,0.7,0.0,52.1,6,6,18.8,749.1,yolov8n,bytetrack,
431,22.923,52.1,0.7,0.0,53.8,6,6,18.8,749.1,yolov8n,bytetrack,
432,22.975,50.2,0.7,0.0,51.8,7,7,18.8,749.1,yolov8n,bytetrack,
433,23.027,49.7,0.8,0.0,51.3,7,7,18.8,749.1,yolov8n,bytetrack,
434,23.080,51.4,0.8,0.0,53.1,7,7,18.8,749.1,yolov8n,bytetrack,
435,23.133,50.6,0.8,0.0,52.2,7,7,18.8,749.1,yolov8n,bytetrack,
436,23.186,51.7,0.7,0.0,53.2,6,6,18.8,749.1,yolov8n,bytetrack,
437,23.239,50.5,0.7,0.0,52.2,6,6,18.8,747.7,yolov8n,bytetrack,
438,23.289,49.1,0.7,0.0,50.6,6,6,18.8,747.7,yolov8n,bytetrack,
439,23.341,50.0,0.7,0.0,51.7,6,6,18.8,747.7,yolov8n,bytetrack,
440,23.394,51.2,0.7,0.0,52.7,6,6,18.8,747.7,yolov8n,bytetrack,
441,23.448,52.2,0.7,0.0,53.7,6,6,18.8,746.9,yolov8n,bytetrack,
442,23.502,51.3,0.7,0.0,52.7,6,6,18.8,746.5,yolov8n,bytetrack,
443,23.558,54.3,0.7,0.0,55.9,5,5,18.8,746.5,yolov8n,bytetrack,
444,23.610,50.3,0.8,0.0,51.8,6,5,18.8,746.5,yolov8n,bytetrack,
445,23.662,50.8,0.7,0.0,52.3,6,5,18.8,746.5,yolov8n,bytetrack,
446,23.714,49.8,0.7,0.0,51.3,7,6,18.8,746.5,yolov8n,bytetrack,
447,23.767,51.8,0.7,0.0,53.3,6,6,18.8,746.5,yolov8n,bytetrack,
448,23.820,50.3,0.7,0.0,51.9,7,6,18.8,746.5,yolov8n,bytetrack,
449,23.872,50.5,0.7,0.0,52.0,7,6,18.8,746.5,yolov8n,bytetrack,
450,23.923,49.3,0.8,0.0,50.8,6,6,18.8,746.5,yolov8n,bytetrack,
451,23.975,49.8,0.5,0.0,51.2,3,3,18.8,746.5,yolov8n,bytetrack,
452,24.026,50.0,0.6,0.0,51.4,6,4,18.8,746.5,yolov8n,bytetrack,
453,24.077,49.0,0.7,0.0,50.4,6,5,18.8,746.5,yolov8n,bytetrack,
454,24.129,50.1,0.7,0.0,51.4,7,5,18.8,746.5,yolov8n,bytetrack,
455,24.179,48.9,0.6,0.0,50.3,5,4,18.8,746.5,yolov8n,bytetrack,
456,24.230,49.4,0.6,0.0,50.7,5,4,18.8,746.5,yolov8n,bytetrack,
457,24.281,49.4,0.5,0.0,50.6,4,4,18.8,746.5,yolov8n,bytetrack,1 notifications
458,24.333,50.6,0.5,0.0,51.9,4,4,18.8,746.5,yolov8n,bytetrack,
459,24.385,50.5,0.5,0.0,51.7,4,4,18.8,746.5,yolov8n,bytetrack,
460,24.438,51.0,0.5,0.0,52.5,4,4,18.8,746.5,yolov8n,bytetrack,
461,24.490,50.4,0.6,0.0,51.9,5,5,18.8,746.5,yolov8n,bytetrack,
462,24.542,50.5,0.6,0.0,51.9,5,4,18.8,746.5,yolov8n,bytetrack,
463,24.593,49.5,0.6,0.0,50.8,5,4,18.8,746.5,yolov8n,bytetrack,
464,24.645,50.2,0.5,0.0,51.5,6,4,18.8,746.5,yolov8n,bytetrack,
465,24.697,50.1,0.5,0.0,51.3,6,4,18.8,746.5,yolov8n,bytetrack,
466,24.747,48.5,0.5,0.0,49.6,4,4,18.8,751.8,yolov8n,bytetrack,
467,24.798,49.9,0.6,0.0,51.1,7,5,18.8,751.8,yolov8n,bytetrack,
468,24.850,49.6,0.6,0.0,50.9,7,5,18.8,751.8,yolov8n,bytetrack,
469,24.902,50.3,0.6,0.0,52.0,6,6,18.8,751.8,yolov8n,bytetrack,
470,24.954,50.1,0.7,0.0,51.6,6,6,18.8,751.8,yolov8n,bytetrack,
471,25.005,49.9,0.6,0.0,51.2,5,5,18.8,751.8,yolov8n,bytetrack,
472,25.057,50.0,0.6,0.0,51.5,6,5,18.8,751.8,yolov8n,bytetrack,
473,25.108,49.2,0.5,0.0,50.6,4,4,18.8,751.8,yolov8n,bytetrack,
474,25.160,50.1,0.5,0.0,51.6,5,5,18.8,751.8,yolov8n,bytetrack,
475,25.211,49.8,0.6,0.0,51.2,5,5,18.8,751.8,yolov8n,bytetrack,
476,25.263,50.1,0.6,0.0,51.4,6,5,18.8,751.8,yolov8n,bytetrack,
477,25.317,51.6,0.6,0.0,53.2,6,5,18.8,749.8,yolov8n,bytetrack,
478,25.369,50.2,0.6,0.0,51.6,6,5,18.8,749.8,yolov8n,bytetrack,
479,25.422,51.7,0.6,0.0,52.9,6,5,18.8,749.8,yolov8n,bytetrack,
480,25.474,50.0,0.6,0.0,51.3,6,5,18.8,749.8,yolov8n,bytetrack,
481,25.568,92.4,0.7,0.0,93.9,7,5,18.8,760.4,yolov8n,bytetrack,
482,25.635,65.7,0.8,0.0,67.2,7,7,18.8,764.7,yolov8n,bytetrack,
483,25.689,51.7,0.7,0.0,53.3,8,7,18.8,764.7,yolov8n,bytetrack,
484,25.743,52.2,0.7,0.0,53.7,8,7,18.8,764.7,yolov8n,bytetrack,
485,25.798,52.2,0.8,0.0,53.9,8,7,18.8,764.7,yolov8n,bytetrack,
486,25.850,50.7,0.7,0.0,52.2,8,7,18.8,764.7,yolov8n,bytetrack,
487,25.903,50.4,0.8,0.0,51.9,8,6,18.8,764.7,yolov8n,bytetrack,
488,25.955,50.7,0.7,0.0,52.5,7,6,18.8,764.7,yolov8n,bytetrack,
489,26.006,49.0,0.7,0.0,50.5,7,6,18.8,764.7,yolov8n,bytetrack,
490,26.087,78.4,0.8,0.0,80.1,6,6,18.8,763.5,yolov8n,bytetrack,
491,26.144,55.1,0.7,0.0,56.6,6,6,18.8,763.4,yolov8n,bytetrack,
492,26.197,51.6,0.7,0.0,53.2,6,6,18.8,763.4,yolov8n,bytetrack,
493,26.250,50.9,0.6,0.0,52.4,5,5,18.8,763.4,yolov8n,bytetrack,
494,26.302,50.0,0.7,0.0,51.4,5,5,18.8,763.4,yolov8n,bytetrack,
495,26.355,51.0,0.7,0.0,52.6,6,6,18.8,763.4,yolov8n,bytetrack,
496,26.408,51.1,0.7,0.0,52.5,6,6,18.8,763.4,yolov8n,bytetrack,
497,26.460,50.4,0.6,0.0,51.7,5,5,18.8,763.4,yolov8n,bytetrack,
498,26.512,50.1,0.6,0.0,51.4,6,5,18.8,763.4,yolov8n,bytetrack,
499,26.565,51.7,0.7,0.0,53.1,7,5,18.8,763.4,yolov8n,bytetrack,
500,26.618,50.8,0.7,0.0,52.5,6,5,18.8,763.4,yolov8n,bytetrack,
501,26.672,51.8,0.7,0.0,53.2,6,6,18.8,763.3,yolov8n,bytetrack,
502,26.722,48.3,0.6,0.0,49.8,6,6,18.8,763.3,yolov8n,bytetrack,
503,26.774,50.0,0.6,0.0,51.5,6,6,18.8,762.7,yolov8n,bytetrack,
504,26.827,51.4,0.6,0.0,52.8,6,6,18.8,762.7,yolov8n,bytetrack,
505,26.880,50.6,0.7,0.0,52.2,7,6,18.8,762.7,yolov8n,bytetrack,
506,26.932,50.4,0.7,0.0,51.9,6,6,18.8,762.7,yolov8n,bytetrack,
507,26.984,50.2,0.7,0.0,51.7,7,6,18.8,762.7,yolov8n,bytetrack,
508,27.036,49.7,0.7,0.0,51.4,6,6,18.8,762.7,yolov8n,bytetrack,
509,27.087,49.8,0.7,0.0,51.5,7,6,18.8,762.7,yolov8n,bytetrack,
510,27.139,49.8,0.7,0.0,51.4,7,6,18.8,762.7,yolov8n,bytetrack,
511,27.192,50.5,0.6,0.0,52.0,7,6,18.8,762.7,yolov8n,bytetrack,
512,27.244,50.6,0.6,0.0,52.0,6,6,18.8,762.7,yolov8n,bytetrack,
513,27.297,51.6,0.7,0.0,53.0,7,6,18.8,762.7,yolov8n,bytetrack,
514,27.350,50.9,0.7,0.0,52.5,8,7,18.8,762.7,yolov8n,bytetrack,
515,27.402,50.5,0.7,0.0,52.0,8,7,18.8,762.7,yolov8n,bytetrack,
516,27.456,52.3,0.7,0.0,53.8,8,7,18.8,762.7,yolov8n,bytetrack,
517,27.509,50.3,0.7,0.0,51.9,8,7,18.8,762.7,yolov8n,bytetrack,
518,27.562,51.8,0.8,0.0,53.4,8,8,18.8,762.7,yolov8n,bytetrack,
519,27.616,52.1,0.8,0.0,53.8,8,8,18.8,762.7,yolov8n,bytetrack,
520,27.668,50.0,0.7,0.0,51.5,8,8,18.8,762.7,yolov8n,bytetrack,
521,27.721,50.9,0.8,0.0,52.5,8,8,18.8,762.7,yolov8n,bytetrack,
522,27.773,50.4,0.7,0.0,52.1,9,8,18.8,762.7,yolov8n,bytetrack,
523,27.825,49.7,0.8,0.0,51.3,9,8,18.8,762.7,yolov8n,bytetrack,
524,27.876,49.6,0.8,0.0,51.2,9,8,18.8,762.7,yolov8n,bytetrack,
525,27.930,51.1,0.9,0.0,52.9,9,9,18.8,762.7,yolov8n,bytetrack,
526,27.983,51.6,0.8,0.0,53.2,8,8,18.8,762.7,yolov8n,bytetrack,
527,28.035,50.1,0.8,0.0,51.6,8,8,18.8,762.7,yolov8n,bytetrack,
528,28.089,51.4,0.8,0.0,53.1,9,8,18.8,762.7,yolov8n,bytetrack,
529,28.141,50.0,0.8,0.0,51.7,8,8,18.8,762.7,yolov8n,bytetrack,
530,28.192,49.8,0.7,0.0,51.7,8,8,18.8,762.7,yolov8n,bytetrack,
531,28.245,50.4,0.7,0.0,52.3,8,8,18.8,762.7,yolov8n,bytetrack,
532,28.299,51.9,0.7,0.0,53.6,8,8,18.8,762.7,yolov8n,bytetrack,
533,28.352,50.7,0.7,0.0,52.3,8,8,18.8,762.7,yolov8n,bytetrack,
534,28.406,52.0,0.7,0.0,53.7,8,8,18.8,762.7,yolov8n,bytetrack,
535,28.457,49.7,0.7,0.0,51.2,8,8,18.8,762.7,yolov8n,bytetrack,
536,28.510,50.9,0.7,0.0,52.5,9,8,18.8,762.7,yolov8n,bytetrack,
537,28.566,54.1,0.7,0.0,55.8,10,8,18.8,762.7,yolov8n,bytetrack,
538,28.617,49.5,0.8,0.0,51.1,8,7,18.8,762.7,yolov8n,bytetrack,
539,28.670,50.8,0.7,0.0,52.4,8,7,18.8,762.7,yolov8n,bytetrack,
540,28.722,50.3,0.7,0.0,51.9,7,7,18.8,762.7,yolov8n,bytetrack,
541,28.773,49.3,0.7,0.0,50.8,7,7,18.8,762.7,yolov8n,bytetrack,
542,28.825,50.1,0.7,0.0,51.6,8,7,18.8,762.7,yolov8n,bytetrack,
543,28.876,49.5,0.7,0.0,51.0,8,7,18.8,762.7,yolov8n,bytetrack,
544,28.928,49.7,0.7,0.0,51.3,9,7,18.8,762.7,yolov8n,bytetrack,
