# System Information
# OS,Darwin,Darwin Kernel Version 24.4.0: Fri Apr 11 18:34:14 PDT 2025; root:xnu-11417.101.15~117/RELEASE_ARM64_T8122
# Python,3.11.5
# CPU,arm,"8 cores, 8 threads"
# RAM,24.0 GB

# YOLO Model,models/yolov8n.pt
# Tracker,bytetrack

# Video,data/clips/2025-05-03_152528フロア10minites_30sec.mp4

Frame,Time,Detection_Time_ms,Tracking_Time_ms,Stay_Check_Time_ms,Total_Time_ms,Objects_Detected,Objects_Tracked,FPS,Memory_MB,Model,Tracker,Notes
# Resolution,640x480,FPS,30.00
# Stay Threshold (s),6.0
# Move Threshold (px),20.0

545,28.979,49.4,0.7,0.0,50.9,8,7,18.8,762.7,yolov8n,bytetrack,
546,29.031,49.5,0.7,0.0,50.9,8,7,18.8,762.7,yolov8n,bytetrack,
547,29.082,49.5,0.7,0.0,50.9,8,7,18.8,762.8,yolov8n,bytetrack,
548,29.134,50.6,0.8,0.0,52.2,8,8,18.8,762.8,yolov8n,bytetrack,
549,29.187,50.3,0.7,0.0,51.8,8,8,18.8,762.8,yolov8n,bytetrack,
550,29.239,50.8,0.7,0.0,52.5,8,8,18.8,762.8,yolov8n,bytetrack,
551,29.291,49.8,0.7,0.0,51.4,8,8,18.8,762.8,yolov8n,bytetrack,
552,29.343,49.4,0.8,0.0,51.4,9,8,18.8,762.8,yolov8n,bytetrack,
553,29.395,50.7,0.8,0.0,52.5,8,8,18.8,762.8,yolov8n,bytetrack,
554,29.449,50.9,0.8,0.0,52.9,8,8,18.8,762.8,yolov8n,bytetrack,
555,29.500,49.3,0.8,0.0,50.9,9,8,18.8,762.8,yolov8n,bytetrack,
556,29.558,55.9,0.7,0.0,57.5,8,8,18.8,762.8,yolov8n,bytetrack,
557,29.610,50.7,0.8,0.0,52.3,8,8,18.8,762.8,yolov8n,bytetrack,
558,29.662,49.5,0.7,0.0,51.0,8,7,18.8,762.8,yolov8n,bytetrack,
559,29.715,50.9,0.8,0.0,52.6,9,7,18.8,762.8,yolov8n,bytetrack,
560,29.766,49.3,0.8,0.0,51.3,9,8,18.8,762.8,yolov8n,bytetrack,
561,29.819,51.4,0.8,0.0,53.1,9,9,18.8,762.8,yolov8n,bytetrack,
562,29.872,50.3,0.9,0.0,52.2,9,9,18.8,762.8,yolov8n,bytetrack,
563,29.925,51.0,0.8,0.0,52.8,9,9,18.8,762.8,yolov8n,bytetrack,
564,29.977,50.1,0.8,0.0,51.9,9,9,18.8,762.8,yolov8n,bytetrack,
565,30.030,50.3,0.8,0.0,52.0,8,8,18.8,762.8,yolov8n,bytetrack,
566,30.083,51.0,0.7,0.0,52.6,8,8,18.8,762.8,yolov8n,bytetrack,
567,30.136,51.1,0.7,0.0,52.6,7,7,18.8,762.9,yolov8n,bytetrack,
568,30.189,51.1,0.7,0.0,52.8,9,7,18.8,762.9,yolov8n,bytetrack,
569,30.241,50.0,0.9,0.0,51.7,8,7,18.8,762.9,yolov8n,bytetrack,
570,30.292,49.2,0.7,0.0,50.7,8,7,18.8,762.9,yolov8n,bytetrack,
571,30.345,51.2,0.7,0.0,53.0,7,7,18.8,762.9,yolov8n,bytetrack,
572,30.397,50.0,0.7,0.0,51.6,7,7,18.8,762.9,yolov8n,bytetrack,
573,30.449,50.3,0.6,0.0,51.7,6,6,18.8,762.9,yolov8n,bytetrack,
574,30.501,49.6,0.7,0.0,51.2,7,7,18.8,762.9,yolov8n,bytetrack,
575,30.553,50.8,0.6,0.0,52.2,6,6,18.8,762.9,yolov8n,bytetrack,
576,30.606,50.7,0.7,0.0,52.3,7,7,18.8,762.9,yolov8n,bytetrack,
577,30.657,49.3,0.7,0.0,50.8,6,6,18.8,762.9,yolov8n,bytetrack,
578,30.709,50.2,0.7,0.0,51.8,7,7,18.8,762.9,yolov8n,bytetrack,
579,30.763,51.4,0.7,0.0,53.1,7,7,18.8,762.9,yolov8n,bytetrack,1 notifications
580,30.814,49.7,0.7,0.0,51.4,7,7,18.8,762.9,yolov8n,bytetrack,
581,30.866,50.0,0.7,0.0,51.5,7,7,18.8,762.9,yolov8n,bytetrack,
582,30.917,49.3,0.8,0.0,51.1,8,7,18.8,762.9,yolov8n,bytetrack,
583,30.970,50.8,0.9,0.0,52.6,8,7,18.8,762.9,yolov8n,bytetrack,
584,31.022,49.6,0.6,0.0,51.0,6,6,18.8,762.9,yolov8n,bytetrack,
585,31.072,48.3,0.7,0.0,49.9,7,6,18.8,762.9,yolov8n,bytetrack,
586,31.126,52.0,0.7,0.0,53.4,7,7,18.8,762.9,yolov8n,bytetrack,
587,31.178,50.6,0.7,0.0,52.1,7,7,18.8,762.9,yolov8n,bytetrack,1 notifications
588,31.230,50.6,0.7,0.0,52.0,6,6,18.8,762.9,yolov8n,bytetrack,
589,31.283,50.5,0.7,0.0,51.9,6,6,18.8,762.9,yolov8n,bytetrack,
590,31.336,51.2,0.7,0.0,52.8,6,6,18.8,762.9,yolov8n,bytetrack,
591,31.388,50.6,0.7,0.0,52.2,6,6,18.8,762.9,yolov8n,bytetrack,
592,31.439,49.3,0.6,0.0,50.7,6,6,18.8,762.9,yolov8n,bytetrack,
593,31.492,51.1,0.7,0.0,52.6,6,6,18.8,762.9,yolov8n,bytetrack,
594,31.549,54.6,0.8,0.0,56.5,7,7,18.8,762.9,yolov8n,bytetrack,
595,31.600,49.1,0.7,0.0,50.7,7,7,18.8,762.9,yolov8n,bytetrack,
596,31.654,52.8,0.8,0.0,54.4,8,7,18.8,762.9,yolov8n,bytetrack,
597,31.706,50.0,0.7,0.0,51.4,7,7,18.8,762.9,yolov8n,bytetrack,
598,31.757,49.3,0.6,0.0,50.8,7,7,18.8,762.9,yolov8n,bytetrack,
599,31.810,50.9,0.6,0.0,52.4,6,6,18.8,762.9,yolov8n,bytetrack,
600,31.861,50.0,0.6,0.0,51.6,7,6,18.8,762.9,yolov8n,bytetrack,
601,31.913,49.7,0.6,0.0,51.4,6,6,18.8,762.9,yolov8n,bytetrack,
602,31.966,50.6,0.6,0.0,52.1,7,7,18.8,762.9,yolov8n,bytetrack,
603,32.018,50.2,0.6,0.0,51.6,7,7,18.8,762.9,yolov8n,bytetrack,
604,32.070,50.2,0.6,0.0,51.7,8,7,18.8,762.9,yolov8n,bytetrack,
605,32.122,50.0,0.7,0.0,51.7,8,7,18.8,762.9,yolov8n,bytetrack,
606,32.174,50.4,0.7,0.0,52.1,9,7,18.8,762.9,yolov8n,bytetrack,
607,32.227,50.7,0.8,0.0,52.4,8,8,18.8,762.9,yolov8n,bytetrack,
608,32.277,48.1,0.7,0.0,49.6,8,8,18.8,762.9,yolov8n,bytetrack,
609,32.329,50.1,0.8,0.0,51.7,8,8,18.8,762.9,yolov8n,bytetrack,
610,32.382,51.4,0.7,0.0,52.9,8,8,18.8,762.9,yolov8n,bytetrack,
611,32.434,50.5,0.7,0.0,52.1,7,7,18.8,762.9,yolov8n,bytetrack,
612,32.486,49.7,0.7,0.0,51.2,7,7,18.8,762.9,yolov8n,bytetrack,
613,32.539,50.8,0.6,0.0,52.4,6,6,18.8,762.9,yolov8n,bytetrack,
614,32.590,49.8,0.7,0.0,51.4,7,6,18.8,762.9,yolov8n,bytetrack,
615,32.643,51.4,0.6,0.0,53.0,7,6,18.8,762.9,yolov8n,bytetrack,
616,32.696,50.9,0.7,0.0,52.5,7,6,18.8,762.9,yolov8n,bytetrack,
617,32.749,50.4,0.7,0.0,52.1,7,6,18.8,762.9,yolov8n,bytetrack,
618,32.801,50.4,0.7,0.0,52.0,7,6,18.8,762.9,yolov8n,bytetrack,
619,32.853,50.3,0.7,0.0,51.8,7,6,18.8,762.9,yolov8n,bytetrack,
620,32.905,49.9,0.7,0.0,51.5,9,8,18.8,762.9,yolov8n,bytetrack,
621,32.957,49.8,0.7,0.0,51.3,8,7,18.8,762.9,yolov8n,bytetrack,
622,33.008,49.2,0.7,0.0,50.8,8,7,18.8,762.9,yolov8n,bytetrack,
623,33.062,52.4,0.7,0.0,54.1,7,7,18.8,762.9,yolov8n,bytetrack,
624,33.115,51.7,0.7,0.0,53.1,8,7,18.8,762.9,yolov8n,bytetrack,
625,33.168,50.7,0.7,0.0,52.2,8,7,18.8,762.9,yolov8n,bytetrack,
626,33.220,50.4,0.7,0.0,52.0,8,7,18.8,762.9,yolov8n,bytetrack,
627,33.272,49.8,0.7,0.0,51.3,8,7,18.8,762.9,yolov8n,bytetrack,
628,33.323,49.1,0.7,0.0,50.7,8,7,18.8,762.9,yolov8n,bytetrack,
629,33.375,50.4,0.8,0.0,52.2,10,9,18.8,762.9,yolov8n,bytetrack,
630,33.429,51.3,0.8,0.0,53.1,9,9,18.8,762.9,yolov8n,bytetrack,
631,33.483,51.7,0.8,0.0,53.8,9,9,18.8,762.9,yolov8n,bytetrack,
632,33.539,53.5,0.9,0.0,55.5,9,9,18.8,762.9,yolov8n,bytetrack,
633,33.592,51.5,0.8,0.0,53.2,9,9,18.8,762.9,yolov8n,bytetrack,1 notifications
634,33.646,51.4,0.8,0.0,53.3,9,9,18.8,762.9,yolov8n,bytetrack,
635,33.700,52.2,0.7,0.0,53.9,8,8,18.8,762.9,yolov8n,bytetrack,
636,33.754,51.9,0.8,0.0,53.8,8,8,18.8,762.9,yolov8n,bytetrack,
637,33.807,51.4,0.7,0.0,52.9,7,7,18.8,762.9,yolov8n,bytetrack,
638,33.860,50.6,0.7,0.0,52.2,10,7,18.8,762.9,yolov8n,bytetrack,
639,33.912,50.7,0.7,0.0,52.3,9,7,18.8,762.9,yolov8n,bytetrack,
640,33.965,50.9,0.7,0.0,52.6,9,7,18.8,762.9,yolov8n,bytetrack,
641,34.019,51.5,0.7,0.0,53.4,9,7,18.8,762.9,yolov8n,bytetrack,
642,34.070,49.2,0.8,0.0,51.0,10,7,18.8,762.9,yolov8n,bytetrack,
643,34.123,51.3,0.7,0.0,52.8,9,7,18.8,762.9,yolov8n,bytetrack,
644,34.177,51.4,0.7,0.0,53.1,10,7,18.8,762.9,yolov8n,bytetrack,
645,34.229,50.5,0.7,0.0,52.1,10,7,18.8,762.9,yolov8n,bytetrack,
646,34.283,51.7,0.8,0.0,53.4,10,7,18.8,762.9,yolov8n,bytetrack,
647,34.335,50.4,0.8,0.0,52.1,10,7,18.8,762.9,yolov8n,bytetrack,
648,34.387,49.8,0.8,0.0,51.6,9,7,18.8,762.9,yolov8n,bytetrack,
649,34.440,50.8,0.8,0.0,52.4,8,7,18.8,762.9,yolov8n,bytetrack,
650,34.493,50.4,0.7,0.0,52.3,8,7,18.8,762.9,yolov8n,bytetrack,
651,34.547,52.2,0.7,0.0,54.0,9,7,18.8,762.9,yolov8n,bytetrack,
652,34.601,51.6,0.8,0.0,53.3,9,7,18.8,762.9,yolov8n,bytetrack,
653,34.654,51.3,0.8,0.0,52.9,9,7,18.8,762.9,yolov8n,bytetrack,
654,34.707,51.0,0.8,0.0,52.7,8,7,18.8,763.0,yolov8n,bytetrack,
655,34.759,50.1,0.8,0.0,51.9,8,7,18.8,763.0,yolov8n,bytetrack,
656,34.812,51.2,0.7,0.0,52.8,9,7,18.8,763.0,yolov8n,bytetrack,
657,34.866,52.0,0.8,0.0,53.7,11,8,18.8,763.0,yolov8n,bytetrack,
658,34.919,50.9,0.9,0.0,52.7,10,9,18.8,763.0,yolov8n,bytetrack,
659,34.973,51.3,0.8,0.0,53.4,10,9,18.8,763.0,yolov8n,bytetrack,
660,35.025,49.9,0.8,0.0,51.7,11,9,18.8,763.0,yolov8n,bytetrack,
661,35.078,51.2,0.9,0.0,53.0,10,9,18.8,763.0,yolov8n,bytetrack,
662,35.129,48.6,0.9,0.0,50.5,10,10,18.8,763.0,yolov8n,bytetrack,
663,35.181,50.0,0.9,0.0,51.9,11,10,18.8,763.0,yolov8n,bytetrack,
664,35.233,49.8,0.9,0.0,51.6,11,10,18.8,763.0,yolov8n,bytetrack,
665,35.290,54.6,0.9,0.0,56.5,11,10,18.8,758.2,yolov8n,bytetrack,
666,35.359,66.7,1.0,0.0,68.6,12,10,18.8,753.8,yolov8n,bytetrack,
667,35.417,55.0,1.0,0.0,57.3,12,11,18.8,747.0,yolov8n,bytetrack,
668,35.472,52.6,0.9,0.0,54.4,11,10,18.8,735.2,yolov8n,bytetrack,
669,35.528,54.1,1.0,0.0,56.2,11,10,18.8,734.5,yolov8n,bytetrack,
670,35.585,54.4,0.9,0.0,56.3,11,10,18.8,732.9,yolov8n,bytetrack,
671,35.640,52.0,0.9,0.0,54.4,11,10,18.8,732.9,yolov8n,bytetrack,
672,35.694,52.1,0.9,0.0,53.9,11,10,18.8,731.8,yolov8n,bytetrack,
673,35.749,52.7,0.9,0.0,54.6,10,10,18.8,730.6,yolov8n,bytetrack,
674,35.802,51.5,0.8,0.0,53.2,9,9,18.8,730.1,yolov8n,bytetrack,
675,35.859,53.9,0.9,0.0,55.8,10,9,18.8,725.7,yolov8n,bytetrack,
676,35.914,53.7,0.9,0.0,55.4,9,9,18.8,719.6,yolov8n,bytetrack,
677,35.968,50.9,0.8,0.0,53.0,9,9,18.8,719.6,yolov8n,bytetrack,
678,36.021,50.7,1.0,0.0,52.8,10,9,18.8,725.1,yolov8n,bytetrack,
679,36.073,50.5,0.9,0.0,52.2,10,9,18.8,725.1,yolov8n,bytetrack,
680,36.125,49.7,0.8,0.0,51.4,10,9,18.8,730.5,yolov8n,bytetrack,
681,36.177,50.3,1.0,0.0,52.2,11,9,18.8,730.5,yolov8n,bytetrack,
682,36.231,51.2,1.0,0.0,53.3,11,11,18.8,730.5,yolov8n,bytetrack,
683,36.285,52.4,1.0,0.0,54.3,11,11,18.8,730.5,yolov8n,bytetrack,
684,36.339,50.7,1.0,0.0,53.4,11,11,18.8,730.5,yolov8n,bytetrack,
685,36.392,50.8,1.0,0.0,52.8,10,10,18.8,730.5,yolov8n,bytetrack,
686,36.445,50.5,1.0,0.0,52.7,10,10,18.8,730.5,yolov8n,bytetrack,
687,36.497,49.8,0.9,0.0,51.7,11,10,18.8,730.5,yolov8n,bytetrack,
688,36.551,51.9,1.0,0.0,53.8,12,10,18.8,730.5,yolov8n,bytetrack,
689,36.605,51.4,0.9,0.0,53.3,10,7,18.8,730.5,yolov8n,bytetrack,
690,36.657,50.8,0.8,0.0,52.6,10,7,18.8,730.5,yolov8n,bytetrack,
691,36.711,50.9,0.9,0.0,52.7,10,9,18.8,730.5,yolov8n,bytetrack,1 notifications
692,36.764,50.9,1.0,0.0,53.0,11,9,18.8,730.5,yolov8n,bytetrack,
693,36.816,49.7,0.8,0.0,51.3,8,7,18.8,730.8,yolov8n,bytetrack,
694,36.869,51.2,0.8,0.0,52.9,10,8,18.8,730.8,yolov8n,bytetrack,
695,36.923,51.4,0.9,0.0,53.3,10,8,18.8,730.8,yolov8n,bytetrack,
696,36.975,50.3,0.8,0.0,52.0,10,7,18.8,730.8,yolov8n,bytetrack,
697,37.027,49.9,0.8,0.0,51.9,11,8,18.8,730.8,yolov8n,bytetrack,
698,37.080,50.5,0.9,0.0,52.4,10,9,18.8,730.8,yolov8n,bytetrack,
699,37.133,50.9,1.0,0.0,52.8,11,10,18.8,730.8,yolov8n,bytetrack,
700,37.186,51.0,1.0,0.0,53.0,11,10,18.8,730.8,yolov8n,bytetrack,
701,37.238,49.8,1.0,0.0,51.7,10,10,18.8,730.8,yolov8n,bytetrack,
702,37.291,51.0,0.9,0.0,52.8,10,10,18.8,723.3,yolov8n,bytetrack,
703,37.346,52.5,1.0,0.0,54.6,11,9,18.8,711.7,yolov8n,bytetrack,
704,37.404,55.8,1.0,0.0,57.8,11,9,18.8,705.6,yolov8n,bytetrack,
705,37.458,51.6,1.0,0.0,53.7,10,10,18.8,701.6,yolov8n,bytetrack,
706,37.514,54.0,0.9,0.0,55.8,9,8,18.8,703.0,yolov8n,bytetrack,
707,37.571,54.1,1.0,0.0,56.5,10,9,18.8,698.9,yolov8n,bytetrack,
708,37.625,52.1,1.0,0.0,54.0,11,9,18.8,701.6,yolov8n,bytetrack,
709,37.678,50.9,1.0,0.0,52.9,10,8,18.8,701.6,yolov8n,bytetrack,
710,37.731,50.3,1.0,0.0,52.3,10,9,18.8,701.6,yolov8n,bytetrack,
711,37.783,50.2,0.9,0.0,52.1,9,9,18.8,708.5,yolov8n,bytetrack,
712,37.837,51.1,0.9,0.0,52.9,9,8,18.8,709.1,yolov8n,bytetrack,
713,37.889,50.2,0.8,0.0,52.1,10,8,18.8,709.1,yolov8n,bytetrack,
714,37.942,50.9,0.8,0.0,52.5,9,8,18.8,709.1,yolov8n,bytetrack,
715,37.994,49.9,0.8,0.0,51.5,9,8,18.8,709.5,yolov8n,bytetrack,1 notifications
716,38.050,54.1,0.9,0.0,55.9,10,9,18.8,702.8,yolov8n,bytetrack,
717,38.103,51.0,0.9,0.0,52.8,9,9,18.8,704.2,yolov8n,bytetrack,
718,38.156,50.5,0.8,0.0,52.2,9,9,18.8,708.8,yolov8n,bytetrack,
719,38.208,50.2,0.9,0.0,51.9,9,9,18.8,708.8,yolov8n,bytetrack,
720,38.261,51.3,0.8,0.0,53.0,8,8,18.8,711.1,yolov8n,bytetrack,
721,38.314,50.9,0.8,0.0,52.5,8,8,18.8,711.1,yolov8n,bytetrack,
722,38.368,51.9,0.8,0.0,53.6,8,8,18.8,711.1,yolov8n,bytetrack,
723,38.422,52.0,0.8,0.0,53.6,8,8,18.8,711.9,yolov8n,bytetrack,
724,38.474,50.0,0.8,0.0,51.7,9,8,18.8,711.9,yolov8n,bytetrack,
725,38.527,51.4,0.9,0.0,53.2,10,8,18.8,711.9,yolov8n,bytetrack,
726,38.580,51.1,0.7,0.0,52.7,7,7,18.8,711.9,yolov8n,bytetrack,
727,38.632,49.6,0.8,0.0,51.2,8,8,18.8,711.9,yolov8n,bytetrack,
728,38.684,50.8,0.8,0.0,52.5,8,8,18.8,711.9,yolov8n,bytetrack,
729,38.737,50.6,0.9,0.0,52.6,8,8,18.8,711.9,yolov8n,bytetrack,
730,38.789,49.7,0.9,0.0,51.4,12,8,18.8,711.9,yolov8n,bytetrack,
731,38.843,51.2,0.9,0.0,53.1,12,8,18.8,711.9,yolov8n,bytetrack,
732,38.896,50.9,0.9,0.0,52.8,11,8,18.8,711.9,yolov8n,bytetrack,
733,38.947,49.6,0.9,0.0,51.3,10,7,18.8,713.5,yolov8n,bytetrack,1 notifications
734,39.002,52.5,0.8,0.0,54.4,9,7,18.8,713.5,yolov8n,bytetrack,
735,39.054,50.6,0.8,0.0,52.3,9,7,18.8,713.5,yolov8n,bytetrack,
736,39.106,49.9,0.7,0.0,51.6,7,7,18.8,713.5,yolov8n,bytetrack,
737,39.158,49.3,0.9,0.0,51.2,9,8,18.8,713.5,yolov8n,bytetrack,
738,39.210,50.0,0.8,0.0,51.6,9,7,18.8,713.5,yolov8n,bytetrack,
739,39.262,50.1,0.8,0.0,51.9,10,8,18.8,713.5,yolov8n,bytetrack,
740,39.314,49.7,0.8,0.0,51.3,8,7,18.8,713.5,yolov8n,bytetrack,
741,39.366,50.0,0.9,0.0,51.7,10,8,18.8,713.5,yolov8n,bytetrack,
742,39.419,50.9,0.8,0.0,52.6,9,8,18.8,713.6,yolov8n,bytetrack,
743,39.471,50.7,0.8,0.0,52.4,9,8,18.8,713.7,yolov8n,bytetrack,
744,39.524,50.6,0.8,0.0,52.3,9,8,18.8,713.7,yolov8n,bytetrack,
745,39.577,51.6,0.8,0.0,53.3,8,7,18.8,715.8,yolov8n,bytetrack,
746,39.630,50.4,0.7,0.0,51.9,9,7,18.8,715.8,yolov8n,bytetrack,
747,39.681,49.5,0.7,0.0,51.0,8,7,18.8,715.8,yolov8n,bytetrack,
748,39.734,50.7,0.8,0.0,52.3,8,7,18.8,717.2,yolov8n,bytetrack,
749,39.786,50.7,0.8,0.0,52.3,8,7,18.8,717.2,yolov8n,bytetrack,
750,39.838,49.9,0.8,0.0,51.4,8,7,18.8,718.9,yolov8n,bytetrack,
751,39.892,51.3,0.9,0.0,53.0,9,8,18.8,719.0,yolov8n,bytetrack,
752,39.944,50.0,0.8,0.0,52.0,9,8,18.8,719.0,yolov8n,bytetrack,
753,39.996,49.7,0.8,0.0,51.4,9,9,18.8,719.0,yolov8n,bytetrack,
754,40.049,51.6,0.8,0.0,53.2,9,9,18.8,719.0,yolov8n,bytetrack,
755,40.102,50.4,0.8,0.0,52.1,9,9,18.8,719.0,yolov8n,bytetrack,
756,40.155,52.0,0.8,0.0,53.7,8,8,18.8,719.0,yolov8n,bytetrack,
757,40.208,50.4,0.9,0.0,52.2,8,7,18.8,719.0,yolov8n,bytetrack,
758,40.260,50.3,0.7,0.0,52.0,8,7,18.8,719.2,yolov8n,bytetrack,
759,40.314,51.9,0.7,0.0,53.6,9,8,18.8,719.2,yolov8n,bytetrack,
760,40.367,51.3,0.8,0.0,53.0,9,8,18.8,719.2,yolov8n,bytetrack,
761,40.421,51.2,0.9,0.0,53.1,9,9,18.8,719.3,yolov8n,bytetrack,
762,40.472,49.8,0.8,0.0,51.5,9,9,18.8,719.3,yolov8n,bytetrack,
763,40.527,51.6,0.9,0.0,53.5,9,9,18.8,719.3,yolov8n,bytetrack,
764,40.581,52.2,0.8,0.0,53.9,9,9,18.8,719.3,yolov8n,bytetrack,
765,40.636,53.1,0.8,0.0,54.8,8,8,18.8,719.3,yolov8n,bytetrack,
766,40.690,51.8,0.8,0.0,53.5,9,8,18.8,719.3,yolov8n,bytetrack,
767,40.743,51.2,0.8,0.0,52.8,9,8,18.8,716.9,yolov8n,bytetrack,
768,40.797,52.4,0.7,0.0,54.2,9,8,18.8,715.1,yolov8n,bytetrack,
769,40.851,52.4,0.8,0.0,53.9,8,8,18.8,715.1,yolov8n,bytetrack,
770,40.905,51.3,0.8,0.0,53.0,10,9,18.8,715.1,yolov8n,bytetrack,
771,40.958,51.0,0.8,0.0,53.0,10,9,18.8,715.1,yolov8n,bytetrack,
772,41.011,50.5,0.8,0.0,52.3,9,8,18.8,715.1,yolov8n,bytetrack,
773,41.063,50.5,0.8,0.0,52.5,11,8,18.8,715.1,yolov8n,bytetrack,
774,41.117,51.2,0.9,0.0,52.9,10,8,18.8,715.1,yolov8n,bytetrack,
775,41.170,50.8,0.9,0.0,52.7,11,9,18.8,717.7,yolov8n,bytetrack,
776,41.222,49.8,0.9,0.0,51.7,11,9,18.8,717.7,yolov8n,bytetrack,
777,41.275,50.9,1.0,0.0,52.8,10,10,18.8,717.7,yolov8n,bytetrack,
778,41.327,50.0,0.9,0.0,52.1,10,9,18.8,717.7,yolov8n,bytetrack,
779,41.378,49.1,0.8,0.0,50.9,9,8,18.8,717.7,yolov8n,bytetrack,
780,41.431,50.3,0.8,0.0,52.3,10,8,18.8,717.7,yolov8n,bytetrack,
781,41.483,49.8,0.8,0.0,51.6,9,8,18.8,717.7,yolov8n,bytetrack,
782,41.538,53.3,0.9,0.0,55.1,8,8,18.8,717.7,yolov8n,bytetrack,
783,41.590,50.2,0.7,0.0,52.0,7,6,18.8,717.7,yolov8n,bytetrack,
784,41.643,50.7,0.8,0.0,52.5,7,6,18.8,717.7,yolov8n,bytetrack,
785,41.695,49.6,0.7,0.0,51.1,7,7,18.8,717.7,yolov8n,bytetrack,
786,41.747,50.1,0.8,0.0,51.7,8,7,18.8,717.1,yolov8n,bytetrack,
787,41.800,51.3,0.8,0.0,53.0,7,6,18.8,717.1,yolov8n,bytetrack,
788,41.852,50.0,0.7,0.0,51.7,8,6,18.8,717.1,yolov8n,bytetrack,
789,41.904,50.1,0.8,0.0,51.8,9,8,18.8,717.1,yolov8n,bytetrack,
790,41.957,51.1,0.9,0.0,52.8,9,8,18.8,717.1,yolov8n,bytetrack,
791,42.009,50.4,0.8,0.0,52.1,9,8,18.8,717.1,yolov8n,bytetrack,
792,42.062,51.0,0.8,0.0,52.7,9,8,18.8,717.1,yolov8n,bytetrack,
793,42.115,50.5,0.8,0.0,52.2,9,8,18.8,717.2,yolov8n,bytetrack,
794,42.167,50.2,0.8,0.0,51.9,9,8,18.8,717.2,yolov8n,bytetrack,
795,42.220,50.7,0.9,0.0,52.5,9,8,18.8,717.2,yolov8n,bytetrack,
796,42.274,52.3,0.9,0.0,54.2,9,9,18.8,717.2,yolov8n,bytetrack,
797,42.328,51.6,0.9,0.0,53.3,9,9,18.8,717.2,yolov8n,bytetrack,
798,42.381,50.6,0.8,0.0,52.4,10,9,18.8,717.2,yolov8n,bytetrack,
799,42.434,50.7,0.9,0.0,52.7,11,9,18.8,717.2,yolov8n,bytetrack,
800,42.485,49.4,0.9,0.0,51.3,11,9,18.8,717.2,yolov8n,bytetrack,
801,42.537,50.4,0.8,0.0,52.1,7,7,18.8,717.2,yolov8n,bytetrack,
802,42.589,49.5,0.8,0.0,51.1,7,6,18.8,717.2,yolov8n,bytetrack,
803,42.641,50.1,0.7,0.0,51.8,9,7,18.8,717.2,yolov8n,bytetrack,
804,42.693,49.9,0.8,0.0,51.4,8,7,18.8,717.2,yolov8n,bytetrack,
805,42.745,49.8,0.8,0.0,51.6,9,8,18.8,717.2,yolov8n,bytetrack,
806,42.798,51.3,0.8,0.0,53.3,8,8,18.8,717.2,yolov8n,bytetrack,
807,42.851,51.1,0.8,0.0,52.8,8,7,18.8,717.2,yolov8n,bytetrack,
808,42.903,50.1,0.8,0.0,51.9,8,7,18.8,717.2,yolov8n,bytetrack,
809,42.957,51.1,0.7,0.0,52.8,8,6,18.8,717.2,yolov8n,bytetrack,
810,43.008,49.4,0.7,0.0,51.1,7,6,18.8,717.2,yolov8n,bytetrack,
811,43.062,52.3,0.7,0.0,53.8,8,6,18.8,717.2,yolov8n,bytetrack,
812,43.114,49.6,0.8,0.0,51.2,9,7,18.8,717.2,yolov8n,bytetrack,
813,43.167,50.5,0.8,0.0,52.5,9,7,18.8,717.2,yolov8n,bytetrack,
814,43.220,51.2,0.7,0.0,52.7,6,6,18.8,717.2,yolov8n,bytetrack,
815,43.271,49.2,0.7,0.0,50.8,7,6,18.8,717.2,yolov8n,bytetrack,
816,43.322,49.8,0.7,0.0,51.3,8,6,18.8,717.2,yolov8n,bytetrack,
817,43.375,51.4,0.7,0.0,52.9,7,6,18.8,717.2,yolov8n,bytetrack,
818,43.429,51.6,0.7,0.0,53.0,7,6,18.8,717.2,yolov8n,bytetrack,
819,43.480,49.9,0.7,0.0,51.5,7,6,18.8,717.2,yolov8n,bytetrack,
820,43.535,53.0,0.8,0.0,54.5,7,6,18.8,719.0,yolov8n,bytetrack,
821,43.588,51.5,0.7,0.0,52.9,7,6,18.8,719.0,yolov8n,bytetrack,
822,43.640,50.2,0.7,0.0,51.6,6,6,18.8,719.0,yolov8n,bytetrack,
823,43.692,50.0,0.6,0.0,51.3,6,6,18.8,719.0,yolov8n,bytetrack,
824,43.744,50.5,0.7,0.0,51.9,6,6,18.8,719.0,yolov8n,bytetrack,
825,43.795,49.5,0.6,0.0,51.0,6,6,18.8,719.0,yolov8n,bytetrack,
826,43.847,50.4,0.6,0.0,51.9,7,6,18.8,719.0,yolov8n,bytetrack,
827,43.899,49.9,0.6,0.0,51.3,8,6,18.8,719.0,yolov8n,bytetrack,
828,43.950,49.8,0.6,0.0,51.1,7,6,18.8,719.0,yolov8n,bytetrack,
829,44.002,49.7,0.7,0.0,51.1,7,6,18.8,719.0,yolov8n,bytetrack,
830,44.054,51.1,0.7,0.0,52.5,7,6,18.8,719.0,yolov8n,bytetrack,
831,44.105,48.9,0.7,0.0,50.4,7,6,18.8,719.0,yolov8n,bytetrack,
832,44.157,49.6,0.7,0.0,51.1,7,6,18.8,719.0,yolov8n,bytetrack,
833,44.207,48.6,0.8,0.0,50.3,7,7,18.8,719.0,yolov8n,bytetrack,
834,44.259,50.1,0.7,0.0,51.8,8,7,18.8,719.0,yolov8n,bytetrack,
