frame_idx,timestamp,track_id,detection_idx,kpt_0_x,kpt_0_y,kpt_0_conf,kpt_1_x,kpt_1_y,kpt_1_conf,kpt_2_x,kpt_2_y,kpt_2_conf,kpt_3_x,kpt_3_y,kpt_3_conf,kpt_4_x,kpt_4_y,kpt_4_conf,kpt_5_x,kpt_5_y,kpt_5_conf,kpt_6_x,kpt_6_y,kpt_6_conf,kpt_7_x,kpt_7_y,kpt_7_conf,kpt_8_x,kpt_8_y,kpt_8_conf,kpt_9_x,kpt_9_y,kpt_9_conf,kpt_10_x,kpt_10_y,kpt_10_conf,kpt_11_x,kpt_11_y,kpt_11_conf,kpt_12_x,kpt_12_y,kpt_12_conf,kpt_13_x,kpt_13_y,kpt_13_conf,kpt_14_x,kpt_14_y,kpt_14_conf,kpt_15_x,kpt_15_y,kpt_15_conf,kpt_16_x,kpt_16_y,kpt_16_conf
23,1742890708.8057978,1,0,0.0,0.0,0.0020530899055302143,0.0,0.0,0.0005720802000723779,0.0,0.0,0.00039104759343899786,0.0,0.0,0.011917952448129654,0.0,0.0,0.01125673484057188,0.0,0.0,0.1486448347568512,0.0,0.0,0.33860936760902405,0.0,0.0,0.10457618534564972,0.0,0.0,0.26363685727119446,0.0,0.0,0.0545039176940918,0.0,0.0,0.1339566856622696,0.0,0.0,0.044965919107198715,0.0,0.0,0.07381165027618408,0.0,0.0,0.021607883274555206,0.0,0.0,0.025711629539728165,0.0,0.0,0.011984642595052719,0.0,0.0,0.01237526722252369
24,1742890709.181066,1,0,0.0,0.0,0.003830918110907078,0.0,0.0,0.0009563937201164663,0.0,0.0,0.0008713557035662234,0.0,0.0,0.012530910782516003,0.0,0.0,0.01508266944438219,0.0,0.0,0.1341204047203064,0.0,0.0,0.38737180829048157,0.0,0.0,0.09899316728115082,0.0,0.0,0.3253503143787384,0.0,0.0,0.06001337245106697,0.0,0.0,0.16524845361709595,0.0,0.0,0.045436203479766846,0.0,0.0,0.08460918068885803,0.0,0.0,0.019052045419812202,0.0,0.0,0.025057313963770866,0.0,0.0,0.009645583108067513,0.0,0.0,0.010607312433421612
25,1742890709.524469,1,0,0.0,0.0,0.0028046865481883287,0.0,0.0,0.0006708726868964732,0.0,0.0,0.0005774078308604658,0.0,0.0,0.00844529177993536,0.0,0.0,0.009905669838190079,0.0,0.0,0.10649259388446808,0.0,0.0,0.31543493270874023,0.0,0.0,0.10450917482376099,0.0,0.0,0.32072368264198303,0.0,0.0,0.06893433630466461,0.0,0.0,0.1761755347251892,0.0,0.0,0.047272440046072006,0.0,0.0,0.08714964985847473,0.0,0.0,0.02125132828950882,0.0,0.0,0.02643963135778904,0.0,0.0,0.010235115885734558,0.0,0.0,0.010792943648993969
26,1742890709.997926,1,0,0.0,0.0,0.007943744771182537,0.0,0.0,0.002084564184769988,0.0,0.0,0.0019304464804008603,0.0,0.0,0.013252981007099152,0.0,0.0,0.012371997348964214,0.0,0.0,0.09011930972337723,0.0,0.0,0.35542455315589905,0.0,0.0,0.0815848633646965,0.0,0.0,0.344732403755188,0.0,0.0,0.06516245007514954,0.0,0.0,0.2005767971277237,0.0,0.0,0.043387871235609055,0.0,0.0,0.09077365696430206,0.0,0.0,0.01955198124051094,0.0,0.0,0.027294782921671867,0.0,0.0,0.010204709134995937,0.0,0.0,0.0118021871894598
27,1742890710.363327,1,0,0.0,0.0,0.0072054173797369,0.0,0.0,0.0015411979984492064,0.0,0.0,0.0017709131352603436,0.0,0.0,0.007643222343176603,0.0,0.0,0.010437597520649433,0.0,0.0,0.10812485963106155,0.0,0.0,0.3295406103134155,0.0,0.0,0.11680814623832703,0.0,0.0,0.3378613591194153,0.0,0.0,0.06373623013496399,0.0,0.0,0.15245909988880157,0.0,0.0,0.057463258504867554,0.0,0.0,0.10450267046689987,0.0,0.0,0.01855742558836937,0.0,0.0,0.020413324236869812,0.0,0.0,0.00989258848130703,0.0,0.0,0.009579944424331188
28,1742890710.70108,1,0,0.0,0.0,0.005499923601746559,0.0,0.0,0.0009043859899975359,0.0,0.0,0.0024566748179495335,0.0,0.0,0.0012721192324534059,0.0,0.0,0.0065522510558366776,0.0,0.0,0.01611778698861599,0.0,0.0,0.1885460764169693,0.0,0.0,0.03034626506268978,0.0,0.0,0.3873105049133301,0.0,0.0,0.030197348445653915,0.0,0.0,0.2162434607744217,0.0,0.0,0.02186192199587822,0.0,0.0,0.07045640796422958,0.0,0.0,0.008840830065310001,0.0,0.0,0.01750282384455204,0.0,0.0,0.006746191065758467,0.0,0.0,0.009519868530333042
29,1742890711.0474508,1,0,0.0,0.0,0.042741809040308,0.0,0.0,0.016824955120682716,0.0,0.0,0.021816391497850418,0.0,0.0,0.005586368963122368,0.0,0.0,0.010502348653972149,0.0,0.0,0.032810844480991364,0.0,0.0,0.4430153965950012,0.0,0.0,0.024127470329403877,919.6951904296875,797.0451049804688,0.558124303817749,0.0,0.0,0.02071712352335453,0.0,0.0,0.2388644516468048,0.0,0.0,0.050834521651268005,0.0,0.0,0.22062380611896515,0.0,0.0,0.008946250192821026,0.0,0.0,0.03353778272867203,0.0,0.0,0.007684134412556887,0.0,0.0,0.01808079518377781
30,1742890711.406846,1,0,0.0,0.0,0.07721789181232452,0.0,0.0,0.028595704585313797,0.0,0.0,0.049660976976156235,0.0,0.0,0.009062374010682106,0.0,0.0,0.030188290402293205,0.0,0.0,0.07649508118629456,1105.178955078125,160.23048400878906,0.6743425130844116,0.0,0.0,0.032570093870162964,844.7774658203125,850.7114868164062,0.616051971912384,0.0,0.0,0.023803768679499626,0.0,0.0,0.21746094524860382,0.0,0.0,0.06563107669353485,0.0,0.0,0.26056790351867676,0.0,0.0,0.0060452669858932495,0.0,0.0,0.021761707961559296,0.0,0.0,0.004168664570897818,0.0,0.0,0.00956922397017479
31,1742890711.7855182,1,0,0.0,0.0,0.08481258153915405,0.0,0.0,0.03335562348365784,0.0,0.0,0.05962984263896942,0.0,0.0,0.009622071869671345,0.0,0.0,0.02651923894882202,0.0,0.0,0.06449542939662933,1056.737060546875,160.2560272216797,0.6571369171142578,0.0,0.0,0.034576114267110825,800.4600219726562,788.6874389648438,0.6527837514877319,0.0,0.0,0.03020106442272663,0.0,0.0,0.25651833415031433,0.0,0.0,0.07889081537723541,0.0,0.0,0.30628275871276855,0.0,0.0,0.003793486161157489,0.0,0.0,0.013953722082078457,0.0,0.0,0.0022350118961185217,0.0,0.0,0.005241747479885817
32,1742890712.180983,1,0,0.0,0.0,0.022118646651506424,0.0,0.0,0.00954435020685196,0.0,0.0,0.008409719914197922,0.0,0.0,0.0037515319418162107,0.0,0.0,0.007305944804102182,0.0,0.0,0.139177143573761,0.0,0.0,0.2832823395729065,0.0,0.0,0.23860591650009155,0.0,0.0,0.4363568127155304,0.0,0.0,0.08634715527296066,0.0,0.0,0.15965281426906586,0.0,0.0,0.17868000268936157,0.0,0.0,0.23689664900302887,0.0,0.0,0.0045578680001199245,0.0,0.0,0.005900153890252113,0.0,0.0,0.0017760558985173702,0.0,0.0,0.001981613226234913
33,1742890712.536769,1,0,0.0,0.0,0.027886608615517616,0.0,0.0,0.021822428330779076,0.0,0.0,0.009157310239970684,0.0,0.0,0.013937159441411495,0.0,0.0,0.0029056461062282324,0.0,0.0,0.09708506613969803,0.0,0.0,0.2925911545753479,0.0,0.0,0.1631525605916977,0.0,0.0,0.41834062337875366,0.0,0.0,0.076292984187603,0.0,0.0,0.15363365411758423,0.0,0.0,0.1607087254524231,0.0,0.0,0.25048595666885376,0.0,0.0,0.003374212421476841,0.0,0.0,0.00517395930364728,0.0,0.0,0.0012432235525920987,0.0,0.0,0.001694089500233531
34,1742890712.9177,1,0,0.0,0.0,0.00748395174741745,0.0,0.0,0.004606534261256456,0.0,0.0,0.0020134220831096172,0.0,0.0,0.008937312290072441,0.0,0.0,0.0032671482767909765,0.0,0.0,0.23910225927829742,0.0,0.0,0.2877732515335083,0.0,0.0,0.4829223155975342,0.0,0.0,0.4575955271720886,0.0,0.0,0.20283189415931702,0.0,0.0,0.18601351976394653,0.0,0.0,0.397833913564682,0.0,0.0,0.3986455798149109,0.0,0.0,0.007352745626121759,0.0,0.0,0.006940645631402731,0.0,0.0,0.0017026771092787385,0.0,0.0,0.0015803184360265732
35,1742890713.285077,1,0,0.0,0.0,0.02568310685455799,0.0,0.0,0.017997266724705696,0.0,0.0,0.00914043840020895,0.0,0.0,0.011610668152570724,0.0,0.0,0.00435370858758688,0.0,0.0,0.10484949499368668,0.0,0.0,0.24196982383728027,0.0,0.0,0.22214943170547485,0.0,0.0,0.4304760694503784,0.0,0.0,0.16059601306915283,0.0,0.0,0.23781485855579376,0.0,0.0,0.3258543610572815,0.0,0.0,0.44162246584892273,0.0,0.0,0.008081534877419472,0.0,0.0,0.012297294102609158,0.0,0.0,0.0018698357744142413,0.0,0.0,0.0024496582336723804
36,1742890713.662024,1,0,0.0,0.0,0.012913912534713745,0.0,0.0,0.00654304213821888,0.0,0.0,0.0027956312987953424,0.0,0.0,0.007357361726462841,0.0,0.0,0.0014395432081073523,0.0,0.0,0.15763898193836212,0.0,0.0,0.2922438085079193,0.0,0.0,0.4035148322582245,507.6962890625,624.0089111328125,0.6467009782791138,0.0,0.0,0.23250669240951538,0.0,0.0,0.39870575070381165,1315.7698974609375,887.6233520507812,0.6360541582107544,743.553955078125,881.6415405273438,0.7353662252426147,0.0,0.0,0.029682043939828873,0.0,0.0,0.04143036901950836,0.0,0.0,0.0052865720354020596,0.0,0.0,0.006651344243437052
37,1742890714.089571,1,0,0.0,0.0,0.008061278611421585,0.0,0.0,0.0013458142057061195,0.0,0.0,0.0030796797946095467,0.0,0.0,0.000538864464033395,0.0,0.0,0.007569453213363886,0.0,0.0,0.22770839929580688,0.0,0.0,0.2640492916107178,1430.7464599609375,649.5560302734375,0.6626399159431458,383.28863525390625,782.7606811523438,0.6762259602546692,0.0,0.0,0.3740589916706085,0.0,0.0,0.4561924934387207,0.0,0.0,0.4703896939754486,0.0,0.0,0.45782673358917236,0.0,0.0,0.014075460843741894,0.0,0.0,0.012762082740664482,0.0,0.0,0.002576939994469285,0.0,0.0,0.002086309716105461
38,1742890714.416592,1,0,0.0,0.0,0.009449126198887825,0.0,0.0,0.002489053877070546,0.0,0.0,0.002020342042669654,0.0,0.0,0.0018116841092705727,0.0,0.0,0.0034264957066625357,0.0,0.0,0.19682781398296356,0.0,0.0,0.37271028757095337,1388.021728515625,643.0497436523438,0.6280825734138489,339.494873046875,723.4308471679688,0.8106430172920227,0.0,0.0,0.32917800545692444,316.8467102050781,1001.5147705078125,0.5492802858352661,0.0,0.0,0.38387951254844666,0.0,0.0,0.48697173595428467,0.0,0.0,0.005819705780595541,0.0,0.0,0.007920791395008564,0.0,0.0,0.0009894308168441057,0.0,0.0,0.001131886732764542
39,1742890714.8114429,1,0,0.0,0.0,0.005237413104623556,0.0,0.0,0.0008754855953156948,0.0,0.0,0.0014174154493957758,0.0,0.0,0.0009474818361923099,0.0,0.0,0.0037898370064795017,0.0,0.0,0.25823116302490234,0.0,0.0,0.28728559613227844,1345.4527587890625,534.6436157226562,0.858021080493927,401.9546203613281,487.8652038574219,0.877825915813446,1341.38232421875,977.6614379882812,0.7387814521789551,253.96875,942.8687133789062,0.7944660186767578,1104.6202392578125,981.8922729492188,0.7449727058410645,611.3864135742188,972.9219360351562,0.7511622309684753,0.0,0.0,0.017618926241993904,0.0,0.0,0.018446307629346848,0.0,0.0,0.0013926008250564337,0.0,0.0,0.0012970175594091415
40,1742890715.172918,1,0,0.0,0.0,0.002662900136783719,0.0,0.0,0.00043468206422403455,0.0,0.0,0.0006293698097579181,0.0,0.0,0.0010298803681507707,0.0,0.0,0.003205203218385577,0.0,0.0,0.3010947108268738,0.0,0.0,0.3353835940361023,1331.14208984375,527.1870727539062,0.8852874040603638,374.0707702636719,457.9504699707031,0.9005382061004639,1338.2867431640625,995.953125,0.7634388208389282,240.09361267089844,919.8548583984375,0.8209046721458435,1100.1414794921875,990.7987670898438,0.8176782727241516,632.7957153320312,980.0283203125,0.8236170411109924,0.0,0.0,0.019679127261042595,0.0,0.0,0.021133102476596832,0.0,0.0,0.0012343316338956356,0.0,0.0,0.0011951227206736803
41,1742890715.6130922,1,0,0.0,0.0,0.0016842609038576484,0.0,0.0,0.000240301713347435,0.0,0.0,0.00036461837589740753,0.0,0.0,0.0007815738790668547,0.0,0.0,0.002819780958816409,0.0,0.0,0.2610780596733093,0.0,0.0,0.3531773090362549,1293.4434814453125,524.0911254882812,0.873206615447998,374.4538269042969,451.08544921875,0.9225666522979736,1314.1204833984375,974.0134887695312,0.7431007623672485,226.18702697753906,936.5689086914062,0.8384796380996704,1071.2984619140625,997.6016845703125,0.8047841191291809,640.0830688476562,983.853759765625,0.8340717554092407,0.0,0.0,0.017461512237787247,0.0,0.0,0.021413011476397514,0.0,0.0,0.0010618737433105707,0.0,0.0,0.0011225994676351547
42,1742890715.9550238,1,0,0.0,0.0,0.00012666237307712436,0.0,0.0,1.1648194231383968e-05,0.0,0.0,9.753550330060534e-06,0.0,0.0,0.023162417113780975,0.0,0.0,0.007650499697774649,0.0,0.0,0.24222533404827118,1230.612060546875,26.585311889648438,0.758101761341095,0.0,0.0,0.411612331867218,1330.9805908203125,612.5260009765625,0.9119634032249451,0.0,0.0,0.35056427121162415,1421.0751953125,966.9256591796875,0.7457628846168518,0.0,0.0,0.18534573912620544,0.0,0.0,0.41511547565460205,0.0,0.0,0.009572925977408886,0.0,0.0,0.02855372056365013,0.0,0.0,0.0010102989617735147,0.0,0.0,0.0021434358786791563
43,1742890716.303404,1,0,0.0,0.0,6.748932355549186e-05,0.0,0.0,6.842815764684929e-06,0.0,0.0,6.049841886124341e-06,0.0,0.0,0.022790053859353065,0.0,0.0,0.009901928715407848,0.0,0.0,0.2171839326620102,1203.1029052734375,42.14414978027344,0.772796630859375,0.0,0.0,0.3611554801464081,1308.8291015625,636.3951416015625,0.918157696723938,0.0,0.0,0.2701748013496399,1401.1937255859375,977.8211059570312,0.7203767895698547,0.0,0.0,0.18678158521652222,0.0,0.0,0.4475289583206177,0.0,0.0,0.006603699177503586,0.0,0.0,0.0237412229180336,0.0,0.0,0.0006105454522185028,0.0,0.0,0.0014802056830376387
