# System Information
# OS,Darwin,Darwin Kernel Version 24.4.0: Fri Apr 11 18:34:14 PDT 2025; root:xnu-11417.101.15~117/RELEASE_ARM64_T8122
# Python,3.11.5
# CPU,arm,"8 cores, 8 threads"
# RAM,24.0 GB

# YOLO Model,models/yolov8n.pt
# Tracker,deepsort

# Video,/Users/takahashiryoutarou/Desktop/国宝さん一覧/box/data/raw/WIN_20250319_10_03_53_Pro.mp4

Frame,Time,Detection_Time_ms,Tracking_Time_ms,Stay_Check_Time_ms,Total_Time_ms,Objects_Detected,Objects_Tracked,FPS,Model,Tracker,Notes
20,2.070,63.0,48.6,0.0,118.1,1,1,9.7,yolov8n,deepsort,
21,2.179,56.2,49.9,0.0,108.6,1,1,9.6,yolov8n,deepsort,
22,2.282,38.0,61.1,0.0,101.4,1,1,9.6,yolov8n,deepsort,
23,2.399,61.7,48.0,0.0,115.4,1,1,9.6,yolov8n,deepsort,
24,2.553,76.1,73.5,0.0,153.0,1,1,9.4,yolov8n,deepsort,
25,2.660,62.1,34.6,0.0,104.2,1,1,9.4,yolov8n,deepsort,
26,2.784,67.4,53.1,0.0,123.3,1,1,9.3,yolov8n,deepsort,
27,2.892,53.2,47.8,0.0,106.6,1,1,9.3,yolov8n,deepsort,
28,3.007,64.1,48.5,0.0,114.8,1,1,9.3,yolov8n,deepsort,
29,3.156,91.7,53.1,0.0,147.2,1,1,9.2,yolov8n,deepsort,
30,3.270,75.5,34.5,0.0,112.6,1,1,9.2,yolov8n,deepsort,
31,3.407,80.2,54.0,0.0,136.4,1,1,9.1,yolov8n,deepsort,
32,3.494,42.5,36.9,0.0,85.3,1,1,9.2,yolov8n,deepsort,
33,3.604,52.7,53.0,0.0,109.2,1,1,9.2,yolov8n,deepsort,
34,3.716,55.2,52.6,0.0,110.6,1,1,9.2,yolov8n,deepsort,
35,3.846,79.4,47.8,0.0,129.3,1,1,9.1,yolov8n,deepsort,
36,3.954,49.5,55.2,0.0,106.8,1,1,9.1,yolov8n,deepsort,
37,4.077,54.8,59.8,0.0,120.6,1,1,9.1,yolov8n,deepsort,
38,4.187,53.0,53.3,0.0,108.9,1,1,9.1,yolov8n,deepsort,
39,4.305,52.7,60.7,0.0,116.4,1,1,9.1,yolov8n,deepsort,
40,4.426,65.7,52.2,0.0,120.0,1,1,9.0,yolov8n,deepsort,
41,4.551,69.6,51.9,0.0,124.2,1,1,9.0,yolov8n,deepsort,
42,4.652,46.2,47.1,0.0,97.8,1,1,9.0,yolov8n,deepsort,
43,4.784,70.8,54.8,0.1,130.1,1,1,9.0,yolov8n,deepsort,
44,4.908,60.0,56.0,0.0,118.7,1,1,9.0,yolov8n,deepsort,
45,5.001,55.1,34.4,0.0,91.8,1,1,9.0,yolov8n,deepsort,
46,5.103,52.7,46.1,0.0,100.8,1,1,9.0,yolov8n,deepsort,
47,5.209,56.2,42.8,0.0,104.9,1,1,9.0,yolov8n,deepsort,
48,5.322,68.0,39.2,0.0,111.6,1,1,9.0,yolov8n,deepsort,
49,5.418,42.5,50.1,0.0,94.7,1,1,9.0,yolov8n,deepsort,
50,5.525,61.1,42.9,0.0,106.2,1,1,9.0,yolov8n,deepsort,
51,5.634,55.9,49.9,0.0,108.3,1,1,9.1,yolov8n,deepsort,
52,5.753,53.9,59.4,0.0,115.8,1,1,9.0,yolov8n,deepsort,
53,5.871,71.1,43.9,0.0,117.1,1,1,9.0,yolov8n,deepsort,
54,5.983,61.5,47.4,0.0,111.0,1,1,9.0,yolov8n,deepsort,
55,6.083,51.4,44.7,0.0,98.7,1,1,9.0,yolov8n,deepsort,
56,6.212,75.9,49.5,0.0,127.6,1,1,9.0,yolov8n,deepsort,
57,6.352,90.2,46.6,0.0,139.3,1,1,9.0,yolov8n,deepsort,
58,6.472,73.0,41.0,0.0,116.5,1,1,9.0,yolov8n,deepsort,
59,6.599,74.0,49.3,0.0,125.5,1,1,8.9,yolov8n,deepsort,
60,6.750,94.7,45.5,0.0,146.0,1,1,8.9,yolov8n,deepsort,
61,6.877,79.3,44.3,0.0,125.6,1,1,8.9,yolov8n,deepsort,
62,6.985,60.1,44.7,0.0,107.1,1,1,8.9,yolov8n,deepsort,
63,7.101,73.4,39.1,0.0,115.0,1,1,8.9,yolov8n,deepsort,
64,7.265,93.1,59.3,0.0,163.5,1,1,8.8,yolov8n,deepsort,
65,7.362,55.9,38.0,0.0,96.6,1,1,8.8,yolov8n,deepsort,
66,7.480,58.1,54.5,0.0,115.6,1,1,8.8,yolov8n,deepsort,
67,7.627,80.2,64.4,0.0,146.8,1,1,8.8,yolov8n,deepsort,
68,7.757,81.7,44.3,0.0,128.0,1,1,8.8,yolov8n,deepsort,
69,7.879,73.9,45.0,0.0,120.9,1,1,8.8,yolov8n,deepsort,
70,7.992,70.2,40.1,0.0,112.4,1,1,8.8,yolov8n,deepsort,
71,8.105,62.5,41.7,0.0,111.2,1,1,8.8,yolov8n,deepsort,
72,8.241,68.5,64.1,0.0,135.2,1,1,8.7,yolov8n,deepsort,
73,8.356,67.6,43.8,0.0,114.1,1,1,8.7,yolov8n,deepsort,
74,8.453,48.3,45.4,0.0,96.4,1,1,8.8,yolov8n,deepsort,
75,8.572,60.2,45.9,0.0,118.3,1,1,8.7,yolov8n,deepsort,
76,8.695,67.3,44.9,0.0,121.6,1,1,8.7,yolov8n,deepsort,
77,8.843,93.6,44.7,0.0,140.4,1,1,8.7,yolov8n,deepsort,
78,8.955,66.1,42.0,0.0,111.0,1,1,8.7,yolov8n,deepsort,
79,9.080,64.8,56.5,0.0,124.0,1,1,8.7,yolov8n,deepsort,
80,9.195,63.8,47.6,0.0,114.0,1,1,8.7,yolov8n,deepsort,
81,9.307,60.6,48.4,0.0,111.5,1,1,8.7,yolov8n,deepsort,
82,9.428,70.5,46.7,0.0,119.9,1,1,8.7,yolov8n,deepsort,
83,9.544,62.1,50.3,0.0,115.1,1,1,8.7,yolov8n,deepsort,
84,9.639,46.0,44.0,0.0,92.9,1,1,8.7,yolov8n,deepsort,
85,9.777,81.1,54.0,0.0,137.7,1,1,8.7,yolov8n,deepsort,
86,9.903,69.8,53.2,0.0,125.2,1,1,8.7,yolov8n,deepsort,
87,10.048,89.1,50.9,0.0,143.3,1,1,8.7,yolov8n,deepsort,
88,10.179,56.6,64.4,0.0,130.7,1,1,8.6,yolov8n,deepsort,
89,10.273,50.1,39.9,0.0,92.9,1,1,8.7,yolov8n,deepsort,
90,10.415,83.2,54.9,0.0,140.9,1,1,8.6,yolov8n,deepsort,
91,10.572,70.8,81.2,0.0,155.6,1,1,8.6,yolov8n,deepsort,
92,10.680,67.1,38.1,0.0,107.3,1,1,8.6,yolov8n,deepsort,
93,10.803,70.5,50.0,0.0,122.6,1,1,8.6,yolov8n,deepsort,
94,10.934,67.6,52.4,0.0,126.8,1,1,8.6,yolov8n,deepsort,
95,11.071,67.6,65.5,0.0,136.3,1,1,8.6,yolov8n,deepsort,
96,11.202,74.7,52.4,0.0,129.8,1,1,8.6,yolov8n,deepsort,
97,11.336,71.5,59.8,0.0,133.9,1,1,8.6,yolov8n,deepsort,
98,11.485,83.3,54.6,0.0,145.8,1,1,8.5,yolov8n,deepsort,
99,11.611,69.1,47.1,0.0,122.8,1,1,8.5,yolov8n,deepsort,
100,11.741,78.9,47.4,0.0,129.2,1,1,8.5,yolov8n,deepsort,
101,11.846,49.4,46.9,0.0,102.4,1,1,8.5,yolov8n,deepsort,
102,11.964,75.9,38.5,0.0,116.8,1,1,8.5,yolov8n,deepsort,
103,12.074,58.4,43.7,0.0,108.0,1,1,8.5,yolov8n,deepsort,
104,12.208,70.8,59.8,0.0,132.8,1,1,8.5,yolov8n,deepsort,
105,12.331,66.3,49.1,0.0,118.8,1,1,8.5,yolov8n,deepsort,
106,12.454,74.0,45.8,0.0,122.0,1,1,8.5,yolov8n,deepsort,
107,12.576,76.6,42.0,0.0,121.1,1,1,8.5,yolov8n,deepsort,
108,12.728,70.4,77.0,0.0,150.3,1,1,8.5,yolov8n,deepsort,
109,12.870,87.5,50.9,0.0,141.1,1,1,8.5,yolov8n,deepsort,
110,13.002,91.0,38.5,0.0,132.0,1,1,8.5,yolov8n,deepsort,
111,13.128,71.8,50.6,0.0,125.0,1,1,8.5,yolov8n,deepsort,
112,13.245,71.8,37.4,0.0,113.6,1,1,8.5,yolov8n,deepsort,
113,13.346,56.1,41.9,0.0,100.1,1,1,8.5,yolov8n,deepsort,
114,13.473,89.4,34.9,0.0,126.4,1,1,8.5,yolov8n,deepsort,
115,13.584,58.6,48.4,0.0,109.8,1,1,8.5,yolov8n,deepsort,
116,13.701,62.3,41.2,0.0,116.8,1,1,8.5,yolov8n,deepsort,
117,13.823,73.0,44.2,0.0,120.0,1,1,8.5,yolov8n,deepsort,
118,13.959,82.0,50.3,0.0,135.1,1,1,8.5,yolov8n,deepsort,
119,14.092,59.3,59.6,0.0,131.3,1,1,8.4,yolov8n,deepsort,
120,14.206,63.6,47.5,0.0,113.2,1,1,8.4,yolov8n,deepsort,
121,14.335,66.1,53.6,0.0,125.9,1,1,8.4,yolov8n,deepsort,
122,14.448,67.1,41.8,0.0,111.4,1,1,8.4,yolov8n,deepsort,
123,14.582,75.6,54.3,0.0,132.8,1,1,8.4,yolov8n,deepsort,
124,14.709,79.3,44.9,0.0,126.4,1,1,8.4,yolov8n,deepsort,
125,14.822,55.7,48.4,0.0,109.7,1,1,8.4,yolov8n,deepsort,
126,14.951,75.7,44.8,0.0,126.8,1,1,8.4,yolov8n,deepsort,
127,15.068,71.0,42.5,0.0,115.7,1,1,8.4,yolov8n,deepsort,
128,15.184,79.3,34.0,0.0,115.3,1,1,8.4,yolov8n,deepsort,
129,15.302,58.8,50.9,0.0,116.9,1,1,8.4,yolov8n,deepsort,
130,15.411,67.9,38.4,0.0,108.5,1,1,8.4,yolov8n,deepsort,
131,15.543,77.1,51.9,0.0,131.0,1,1,8.4,yolov8n,deepsort,
132,15.670,64.5,57.4,0.0,125.3,1,1,8.4,yolov8n,deepsort,
133,15.768,54.3,32.9,0.0,96.3,1,1,8.4,yolov8n,deepsort,
134,15.881,65.0,44.3,0.0,111.7,1,1,8.4,yolov8n,deepsort,
135,16.015,77.6,53.0,0.0,133.4,1,1,8.4,yolov8n,deepsort,
136,16.129,69.5,39.9,0.0,112.3,1,1,8.4,yolov8n,deepsort,
137,16.268,94.7,40.7,0.0,137.6,1,1,8.4,yolov8n,deepsort,
138,16.399,70.2,51.2,0.0,129.0,1,1,8.4,yolov8n,deepsort,1 notifications
139,16.547,82.3,61.9,0.0,147.1,1,1,8.4,yolov8n,deepsort,
140,16.692,80.3,61.6,0.0,144.2,1,1,8.4,yolov8n,deepsort,
141,16.820,94.5,30.9,0.0,127.5,1,1,8.4,yolov8n,deepsort,
142,16.937,69.3,43.3,0.0,115.5,1,1,8.4,yolov8n,deepsort,
143,17.034,60.4,33.9,0.0,96.4,1,1,8.4,yolov8n,deepsort,
144,17.130,54.4,38.2,0.0,95.2,1,1,8.4,yolov8n,deepsort,
145,17.277,94.3,47.8,0.0,145.4,1,1,8.4,yolov8n,deepsort,
146,17.381,71.0,30.4,0.0,103.9,1,1,8.4,yolov8n,deepsort,
147,17.488,48.1,47.2,0.0,104.8,1,1,8.4,yolov8n,deepsort,
148,17.603,62.2,44.9,0.0,113.3,1,1,8.4,yolov8n,deepsort,
149,17.727,81.2,39.4,0.0,123.2,1,1,8.4,yolov8n,deepsort,
150,17.875,94.7,50.7,0.0,147.9,1,1,8.4,yolov8n,deepsort,
151,18.004,67.6,44.9,0.0,125.6,1,1,8.4,yolov8n,deepsort,
152,18.113,53.9,49.5,0.0,107.2,1,1,8.4,yolov8n,deepsort,
153,18.257,81.3,59.6,0.0,143.4,1,1,8.4,yolov8n,deepsort,
154,18.367,61.3,33.8,0.0,107.4,1,1,8.4,yolov8n,deepsort,
155,18.469,59.9,38.6,0.0,101.2,1,1,8.4,yolov8n,deepsort,
156,18.585,61.7,50.8,0.0,115.3,1,1,8.4,yolov8n,deepsort,
157,18.713,75.8,48.1,0.0,126.4,1,1,8.4,yolov8n,deepsort,
158,18.827,64.0,42.0,0.0,113.0,1,1,8.4,yolov8n,deepsort,
159,18.952,73.8,45.2,0.0,123.5,1,1,8.4,yolov8n,deepsort,
160,19.072,67.8,49.7,0.0,119.7,1,1,8.4,yolov8n,deepsort,
161,19.184,71.2,37.2,0.0,110.6,1,1,8.4,yolov8n,deepsort,
162,19.322,102.3,31.7,0.0,136.7,1,1,8.4,yolov8n,deepsort,
163,19.431,61.9,43.8,0.0,108.7,1,1,8.4,yolov8n,deepsort,
164,19.532,62.6,34.3,0.0,99.0,1,1,8.4,yolov8n,deepsort,
165,19.682,92.6,53.6,0.0,149.2,1,1,8.4,yolov8n,deepsort,
166,19.781,60.5,35.0,0.0,97.9,1,1,8.4,yolov8n,deepsort,
167,19.876,60.4,31.7,0.0,94.6,1,1,8.4,yolov8n,deepsort,
168,19.975,48.1,42.6,0.0,97.3,1,1,8.4,yolov8n,deepsort,
169,20.132,86.5,68.1,0.0,156.7,1,1,8.4,yolov8n,deepsort,
170,20.253,60.1,44.6,0.0,120.2,1,1,8.4,yolov8n,deepsort,
171,20.384,93.1,34.6,0.0,129.9,1,1,8.4,yolov8n,deepsort,
172,20.516,86.1,42.6,0.0,131.4,1,1,8.4,yolov8n,deepsort,
173,20.638,59.5,47.4,0.0,110.3,1,1,8.4,yolov8n,deepsort,
174,20.763,67.8,50.0,0.0,124.3,1,1,8.4,yolov8n,deepsort,
175,20.881,61.8,52.3,0.0,116.3,1,1,8.4,yolov8n,deepsort,
176,21.004,68.4,52.0,0.0,122.8,1,1,8.4,yolov8n,deepsort,
177,21.138,69.9,61.2,0.0,133.3,1,1,8.4,yolov8n,deepsort,
178,21.267,75.7,43.7,0.0,125.5,1,1,8.4,yolov8n,deepsort,
179,21.390,76.4,43.2,0.0,122.4,1,1,8.4,yolov8n,deepsort,
180,21.506,67.7,40.6,0.0,113.4,1,1,8.4,yolov8n,deepsort,
181,21.644,88.5,46.5,0.0,137.6,1,1,8.4,yolov8n,deepsort,
182,21.764,77.9,34.9,0.0,116.8,1,1,8.4,yolov8n,deepsort,
183,21.882,76.0,38.6,0.0,117.4,1,1,8.4,yolov8n,deepsort,
184,22.000,66.1,47.3,0.0,116.0,1,1,8.4,yolov8n,deepsort,
185,22.108,64.2,40.5,0.0,107.2,1,1,8.4,yolov8n,deepsort,
186,22.212,57.2,41.5,0.0,103.1,1,1,8.4,yolov8n,deepsort,
187,22.328,64.0,35.7,0.0,112.4,1,1,8.4,yolov8n,deepsort,
188,22.429,55.8,42.4,0.0,100.5,1,1,8.4,yolov8n,deepsort,
189,22.562,85.5,42.4,0.0,130.5,1,1,8.4,yolov8n,deepsort,
190,22.662,59.8,37.0,0.0,98.8,1,1,8.4,yolov8n,deepsort,
191,22.800,85.7,49.2,0.0,136.9,1,1,8.4,yolov8n,deepsort,
192,22.893,49.2,34.3,0.0,89.4,1,1,8.4,yolov8n,deepsort,
193,22.978,44.7,36.3,0.0,83.9,1,1,8.4,yolov8n,deepsort,
194,23.090,54.4,50.0,0.0,109.7,1,1,8.4,yolov8n,deepsort,
195,23.210,69.1,47.6,0.0,118.9,1,1,8.4,yolov8n,deepsort,
196,23.296,47.9,34.6,0.0,85.0,1,1,8.4,yolov8n,deepsort,
197,23.379,45.1,33.9,0.0,81.9,1,1,8.4,yolov8n,deepsort,
198,23.461,44.6,33.7,0.0,81.0,1,1,8.4,yolov8n,deepsort,
199,23.554,50.1,39.2,0.0,91.8,1,1,8.4,yolov8n,deepsort,
200,23.648,50.9,39.4,0.0,92.7,1,1,8.5,yolov8n,deepsort,
201,23.754,60.7,42.8,0.0,105.9,1,1,8.5,yolov8n,deepsort,
202,23.838,48.4,31.6,0.0,82.4,1,1,8.5,yolov8n,deepsort,
203,23.921,47.6,33.0,0.0,82.8,1,1,8.5,yolov8n,deepsort,
204,24.032,65.7,41.4,0.0,109.5,1,1,8.5,yolov8n,deepsort,
205,24.181,88.6,57.3,0.0,148.1,1,1,8.5,yolov8n,deepsort,
206,24.267,52.3,31.5,0.0,85.8,1,1,8.5,yolov8n,deepsort,
207,24.393,69.4,53.3,0.0,124.7,1,1,8.5,yolov8n,deepsort,
208,24.505,62.3,46.9,0.0,111.5,1,1,8.5,yolov8n,deepsort,
209,24.634,76.5,42.5,0.0,127.5,1,1,8.5,yolov8n,deepsort,
210,24.749,70.4,36.9,0.0,114.3,1,1,8.5,yolov8n,deepsort,
211,24.859,62.3,44.7,0.0,109.1,1,1,8.5,yolov8n,deepsort,
212,24.976,66.9,46.7,0.0,116.1,1,1,8.5,yolov8n,deepsort,
213,25.092,68.0,44.7,0.0,114.9,1,1,8.5,yolov8n,deepsort,
214,25.214,64.4,54.6,0.0,121.0,1,1,8.5,yolov8n,deepsort,
215,25.342,60.7,64.1,0.0,127.3,1,1,8.5,yolov8n,deepsort,
216,25.450,59.0,43.9,0.0,105.7,1,1,8.5,yolov8n,deepsort,
217,25.607,92.7,59.9,0.0,155.6,1,1,8.5,yolov8n,deepsort,
218,25.730,75.4,43.3,0.0,121.4,1,1,8.5,yolov8n,deepsort,
219,25.827,60.2,33.4,0.0,96.4,1,1,8.5,yolov8n,deepsort,
220,25.912,49.6,31.0,0.0,83.9,1,1,8.5,yolov8n,deepsort,
221,25.999,40.9,43.7,0.0,86.7,1,1,8.5,yolov8n,deepsort,
222,26.114,64.9,47.0,0.0,114.1,1,1,8.5,yolov8n,deepsort,
223,26.228,67.8,42.7,0.0,113.0,1,1,8.5,yolov8n,deepsort,
224,26.343,64.8,42.2,0.0,113.2,1,1,8.5,yolov8n,deepsort,
225,26.446,56.3,33.1,0.0,101.9,1,1,8.5,yolov8n,deepsort,
226,26.539,55.1,34.4,0.0,92.0,1,1,8.5,yolov8n,deepsort,
227,26.655,69.9,42.4,0.0,115.2,1,1,8.5,yolov8n,deepsort,
228,26.772,70.7,42.6,0.0,116.3,1,1,8.5,yolov8n,deepsort,
229,26.900,87.1,37.2,0.0,126.4,1,1,8.5,yolov8n,deepsort,
230,26.999,54.1,41.8,0.0,98.1,1,1,8.5,yolov8n,deepsort,
231,27.116,62.3,51.8,0.0,116.5,1,1,8.5,yolov8n,deepsort,
232,27.229,63.7,45.8,0.0,112.0,1,1,8.5,yolov8n,deepsort,
233,27.348,85.5,30.2,0.0,118.3,1,1,8.5,yolov8n,deepsort,
234,27.441,57.1,33.1,0.0,92.4,1,1,8.5,yolov8n,deepsort,
235,27.572,60.0,67.6,0.0,130.1,1,1,8.5,yolov8n,deepsort,
236,27.689,62.8,50.8,0.0,115.8,1,1,8.5,yolov8n,deepsort,
237,27.838,72.8,73.2,0.0,148.5,1,1,8.5,yolov8n,deepsort,
238,27.946,61.1,41.4,0.0,105.4,1,1,8.5,yolov8n,deepsort,
239,28.078,78.8,49.2,0.0,131.3,1,1,8.5,yolov8n,deepsort,
240,28.186,64.1,39.2,0.0,106.1,1,1,8.5,yolov8n,deepsort,
241,28.324,79.6,54.3,0.0,137.3,1,1,8.5,yolov8n,deepsort,
242,28.442,69.2,45.4,0.0,117.5,1,1,8.5,yolov8n,deepsort,
243,28.542,50.7,37.3,0.0,98.1,1,1,8.5,yolov8n,deepsort,
244,28.658,64.7,48.0,0.0,114.8,1,1,8.5,yolov8n,deepsort,
245,28.776,75.2,40.1,0.0,117.4,1,1,8.5,yolov8n,deepsort,
246,28.899,66.5,47.1,0.0,119.9,1,1,8.5,yolov8n,deepsort,
247,29.029,79.2,47.8,0.0,129.2,1,1,8.5,yolov8n,deepsort,
248,29.149,68.9,48.4,0.0,119.5,1,1,8.5,yolov8n,deepsort,
249,29.264,64.9,39.0,0.0,113.9,1,1,8.5,yolov8n,deepsort,
250,29.342,40.4,33.0,0.0,76.5,1,1,8.5,yolov8n,deepsort,
251,29.417,40.0,31.6,0.0,73.9,1,1,8.5,yolov8n,deepsort,
252,29.497,40.0,36.9,0.0,79.0,1,1,8.5,yolov8n,deepsort,
253,29.621,83.3,37.5,0.0,122.8,1,1,8.5,yolov8n,deepsort,
254,29.755,86.3,44.7,0.0,133.2,1,1,8.5,yolov8n,deepsort,
255,29.875,69.2,47.4,0.0,118.7,1,1,8.5,yolov8n,deepsort,
256,29.996,69.9,48.7,0.0,120.7,1,1,8.5,yolov8n,deepsort,
257,30.128,71.2,57.4,0.0,130.9,1,1,8.5,yolov8n,deepsort,
258,30.258,83.4,43.4,0.0,128.9,1,1,8.5,yolov8n,deepsort,
259,30.372,67.5,43.1,0.0,113.4,1,1,8.5,yolov8n,deepsort,
260,30.475,55.2,44.1,0.0,102.2,1,1,8.5,yolov8n,deepsort,
261,30.632,102.5,51.2,0.0,156.0,1,1,8.5,yolov8n,deepsort,
262,30.750,62.6,49.4,0.0,116.3,1,1,8.5,yolov8n,deepsort,
263,30.876,68.0,55.0,0.0,125.2,1,1,8.5,yolov8n,deepsort,
264,30.999,71.2,47.4,0.0,122.0,1,1,8.5,yolov8n,deepsort,
265,31.140,68.9,49.0,0.0,140.6,1,1,8.5,yolov8n,deepsort,
266,31.253,65.7,42.8,0.0,111.6,1,1,8.5,yolov8n,deepsort,
267,31.378,70.1,45.3,0.0,122.7,1,1,8.5,yolov8n,deepsort,
268,31.545,70.8,85.6,0.0,162.6,1,1,8.5,yolov8n,deepsort,
269,31.670,79.3,41.0,0.0,123.1,1,1,8.5,yolov8n,deepsort,
270,31.779,56.9,47.6,0.0,107.6,1,1,8.5,yolov8n,deepsort,
271,31.920,81.3,51.4,0.0,136.3,1,1,8.5,yolov8n,deepsort,
272,32.039,54.0,61.6,0.0,118.0,1,1,8.5,yolov8n,deepsort,
273,32.171,66.8,62.5,0.0,131.6,1,1,8.5,yolov8n,deepsort,
274,32.291,61.8,54.9,0.0,118.8,1,1,8.5,yolov8n,deepsort,
275,32.408,64.4,48.4,0.1,115.8,1,1,8.5,yolov8n,deepsort,
276,32.531,69.6,41.0,0.0,115.1,1,1,8.5,yolov8n,deepsort,
277,32.658,77.8,45.7,0.0,125.8,1,1,8.5,yolov8n,deepsort,
278,32.789,64.7,62.3,0.0,129.8,1,1,8.5,yolov8n,deepsort,
279,32.895,55.8,47.0,0.0,105.8,1,1,8.5,yolov8n,deepsort,
280,33.020,79.5,42.1,0.0,123.7,1,1,8.5,yolov8n,deepsort,
281,33.145,59.9,52.5,0.0,123.6,1,1,8.5,yolov8n,deepsort,
282,33.290,92.2,41.3,0.0,142.7,1,1,8.5,yolov8n,deepsort,
283,33.409,55.0,55.4,0.0,116.2,1,1,8.5,yolov8n,deepsort,
284,33.550,74.5,61.6,0.0,139.2,1,1,8.5,yolov8n,deepsort,
285,33.696,83.4,58.8,0.0,144.8,1,1,8.5,yolov8n,deepsort,
286,33.849,94.7,55.8,0.0,152.7,1,1,8.4,yolov8n,deepsort,
287,33.976,85.5,38.0,0.0,125.6,1,1,8.4,yolov8n,deepsort,
288,34.108,70.1,54.7,0.0,131.4,1,1,8.4,yolov8n,deepsort,
289,34.253,82.9,58.1,0.0,143.6,1,1,8.4,yolov8n,deepsort,
290,34.361,58.8,44.9,0.0,105.8,1,1,8.4,yolov8n,deepsort,
291,34.468,61.6,41.4,0.0,105.8,1,1,8.4,yolov8n,deepsort,
292,34.854,284.5,96.8,0.0,384.8,1,1,8.4,yolov8n,deepsort,
293,35.059,96.9,93.5,0.0,196.7,1,1,8.4,yolov8n,deepsort,
294,35.179,65.6,42.6,0.0,114.7,1,1,8.4,yolov8n,deepsort,
295,35.256,40.6,33.1,0.0,76.4,1,1,8.4,yolov8n,deepsort,
296,35.340,43.9,35.1,0.0,82.3,1,1,8.4,yolov8n,deepsort,
297,35.422,44.4,33.7,0.0,80.9,1,1,8.4,yolov8n,deepsort,
298,35.531,56.0,50.1,0.0,108.6,1,1,8.4,yolov8n,deepsort,
299,35.657,77.6,44.0,0.0,124.8,1,1,8.4,yolov8n,deepsort,
300,35.762,56.7,44.4,0.0,103.8,1,1,8.4,yolov8n,deepsort,
301,35.870,67.5,37.1,0.0,107.2,1,1,8.4,yolov8n,deepsort,
302,36.020,78.2,65.7,0.0,147.3,1,1,8.4,yolov8n,deepsort,
303,36.128,61.8,42.6,0.0,106.9,1,1,8.4,yolov8n,deepsort,
304,36.254,65.3,58.3,0.0,125.7,1,1,8.4,yolov8n,deepsort,
305,36.374,64.4,43.2,0.0,118.8,1,1,8.4,yolov8n,deepsort,
306,36.488,59.8,50.8,0.0,112.7,1,1,8.4,yolov8n,deepsort,
307,36.676,78.1,104.0,0.0,187.0,2,1,8.4,yolov8n,deepsort,
308,36.812,70.2,54.5,0.0,133.1,2,1,8.4,yolov8n,deepsort,
309,36.889,42.8,31.0,0.0,76.0,1,2,8.4,yolov8n,deepsort,
310,37.007,70.0,45.8,0.0,117.9,1,2,8.4,yolov8n,deepsort,
311,37.143,72.8,48.0,0.0,123.6,1,2,8.4,yolov8n,deepsort,
312,37.236,44.5,33.7,0.0,92.2,1,2,8.4,yolov8n,deepsort,
313,37.311,40.8,31.3,0.0,74.5,1,2,8.4,yolov8n,deepsort,
314,37.391,42.9,32.5,0.0,78.5,1,2,8.4,yolov8n,deepsort,
315,37.468,42.1,31.9,0.0,76.6,1,2,8.4,yolov8n,deepsort,
316,37.556,44.8,39.4,0.0,86.7,1,2,8.4,yolov8n,deepsort,
317,37.654,59.7,34.5,0.0,97.1,1,2,8.4,yolov8n,deepsort,
