# System Information
# OS,Darwin,Darwin Kernel Version 24.4.0: Fri Apr 11 18:34:14 PDT 2025; root:xnu-11417.101.15~117/RELEASE_ARM64_T8122
# Python,3.11.5
# CPU,arm,"8 cores, 8 threads"
# RAM,24.0 GB

# YOLO Model,models/yolov8n.pt
# Tracker,deepsort

# Video,/Users/takahashiryoutarou/Desktop/国宝さん一覧/box/data/raw/WIN_20250319_10_03_53_Pro.mp4

Frame,Time,Detection_Time_ms,Tracking_Time_ms,Stay_Check_Time_ms,Total_Time_ms,Objects_Detected,Objects_Tracked,FPS,Model,Tracker,Notes
27,3.006,47.6,60.4,0.0,110.1,1,1,9.0,yolov8n,deepsort,
28,3.127,55.1,59.7,0.0,120.1,1,1,9.0,yolov8n,deepsort,
29,3.215,37.1,43.0,0.0,85.0,1,1,9.0,yolov8n,deepsort,
30,3.328,67.1,42.1,0.0,111.3,1,1,9.0,yolov8n,deepsort,
31,3.454,66.0,57.1,0.0,125.7,1,1,9.0,yolov8n,deepsort,
32,3.590,77.0,55.5,0.0,134.8,1,1,8.9,yolov8n,deepsort,
33,3.723,66.5,62.7,0.0,131.3,1,1,8.9,yolov8n,deepsort,
34,3.859,85.2,48.0,0.0,135.3,1,1,8.8,yolov8n,deepsort,
35,3.964,59.7,42.3,0.0,104.2,1,1,8.8,yolov8n,deepsort,
36,4.085,59.9,52.1,0.0,118.3,1,1,8.8,yolov8n,deepsort,
37,4.199,60.4,48.5,0.0,112.4,1,1,8.8,yolov8n,deepsort,
38,4.307,60.3,38.8,0.0,106.9,1,1,8.8,yolov8n,deepsort,
39,4.402,45.2,44.2,0.0,92.6,1,1,8.9,yolov8n,deepsort,
40,4.512,58.6,47.3,0.0,108.6,1,1,8.9,yolov8n,deepsort,
41,4.633,57.6,53.1,0.0,119.6,1,1,8.9,yolov8n,deepsort,
42,4.764,60.2,58.3,0.0,127.6,1,1,8.8,yolov8n,deepsort,
43,4.917,62.5,85.7,0.0,150.9,1,1,8.7,yolov8n,deepsort,
44,5.296,338.4,35.8,0.0,377.3,1,1,8.3,yolov8n,deepsort,
45,5.441,60.0,71.7,0.0,144.2,1,1,8.3,yolov8n,deepsort,
46,5.557,56.9,56.2,0.0,115.3,1,1,8.3,yolov8n,deepsort,
47,5.675,48.2,60.9,0.0,115.0,1,1,8.3,yolov8n,deepsort,
48,5.794,79.1,36.4,0.0,118.1,1,1,8.3,yolov8n,deepsort,
49,5.925,63.2,63.8,0.0,129.2,1,1,8.3,yolov8n,deepsort,
50,6.035,57.9,47.6,0.0,108.1,1,1,8.3,yolov8n,deepsort,
51,6.137,56.2,42.6,0.0,101.2,1,1,8.3,yolov8n,deepsort,
52,6.258,62.9,54.3,0.0,119.8,1,1,8.3,yolov8n,deepsort,
53,6.394,69.5,48.4,0.0,133.1,1,1,8.3,yolov8n,deepsort,
54,6.512,69.8,44.0,0.0,116.4,1,1,8.3,yolov8n,deepsort,
55,6.625,58.7,46.6,0.0,108.4,1,1,8.3,yolov8n,deepsort,
56,6.754,68.9,56.5,0.0,127.6,1,1,8.3,yolov8n,deepsort,
57,6.864,73.8,33.1,0.0,109.4,1,1,8.3,yolov8n,deepsort,
58,6.963,53.6,41.1,0.0,96.9,1,1,8.3,yolov8n,deepsort,
59,7.064,50.8,47.3,0.0,100.7,1,1,8.4,yolov8n,deepsort,
60,7.183,64.2,40.2,0.0,114.4,1,1,8.4,yolov8n,deepsort,
61,7.297,68.9,41.8,0.0,113.1,1,1,8.4,yolov8n,deepsort,
62,7.400,51.6,49.1,0.0,102.8,1,1,8.4,yolov8n,deepsort,
63,7.515,68.5,39.5,0.0,112.0,1,1,8.4,yolov8n,deepsort,
64,7.645,65.0,61.7,0.0,129.0,1,1,8.4,yolov8n,deepsort,
65,7.758,57.2,52.7,0.0,112.0,1,1,8.4,yolov8n,deepsort,
66,7.866,58.7,46.3,0.0,107.3,1,1,8.4,yolov8n,deepsort,
67,7.999,58.6,71.4,0.0,132.0,1,1,8.4,yolov8n,deepsort,
68,8.142,75.6,63.6,0.0,141.7,1,1,8.4,yolov8n,deepsort,
69,8.266,71.1,44.9,0.0,122.2,1,1,8.3,yolov8n,deepsort,
70,8.381,53.0,51.2,0.0,112.8,1,1,8.4,yolov8n,deepsort,
71,8.476,50.9,40.8,0.0,94.1,1,1,8.4,yolov8n,deepsort,
72,8.633,68.5,76.5,0.0,147.2,1,1,8.3,yolov8n,deepsort,
73,8.747,67.8,42.4,0.0,112.8,1,1,8.3,yolov8n,deepsort,
74,8.879,66.6,51.4,0.0,121.2,1,1,8.3,yolov8n,deepsort,
75,9.030,96.5,48.9,0.0,150.2,1,1,8.3,yolov8n,deepsort,
76,9.201,88.3,79.4,0.0,170.1,1,1,8.3,yolov8n,deepsort,
77,9.310,51.9,41.0,0.0,107.2,1,1,8.3,yolov8n,deepsort,
78,9.440,80.5,46.1,0.0,129.2,1,1,8.3,yolov8n,deepsort,
79,9.569,80.6,45.5,0.0,128.7,1,1,8.3,yolov8n,deepsort,
80,9.701,71.7,56.1,0.0,130.3,1,1,8.2,yolov8n,deepsort,
81,9.819,73.2,41.1,0.0,117.0,1,1,8.2,yolov8n,deepsort,
82,9.937,58.1,51.4,0.0,117.2,1,1,8.3,yolov8n,deepsort,
83,10.055,74.0,39.5,0.0,116.7,1,1,8.3,yolov8n,deepsort,
84,10.166,62.7,44.7,0.0,109.7,1,1,8.3,yolov8n,deepsort,
85,10.303,75.4,58.3,0.0,136.0,1,1,8.3,yolov8n,deepsort,
86,10.415,71.0,37.9,0.0,111.0,1,1,8.3,yolov8n,deepsort,
87,10.511,55.3,38.1,0.0,95.5,1,1,8.3,yolov8n,deepsort,
88,10.654,86.8,50.2,0.0,139.9,1,1,8.3,yolov8n,deepsort,
89,10.773,58.1,57.9,0.0,118.1,1,1,8.3,yolov8n,deepsort,
90,10.902,71.7,54.8,0.0,128.5,1,1,8.3,yolov8n,deepsort,
91,11.050,92.4,52.0,0.0,146.9,1,1,8.2,yolov8n,deepsort,
92,11.157,67.8,32.7,0.0,104.7,1,1,8.2,yolov8n,deepsort,
93,11.284,68.1,55.2,0.0,125.9,1,1,8.2,yolov8n,deepsort,
94,11.408,67.7,53.2,0.0,123.0,1,1,8.2,yolov8n,deepsort,
95,11.488,41.9,34.6,0.0,79.0,1,1,8.3,yolov8n,deepsort,
96,11.571,42.8,36.0,0.0,81.6,1,1,8.3,yolov8n,deepsort,
97,11.662,44.2,43.2,0.0,90.0,1,1,8.3,yolov8n,deepsort,
98,11.757,41.3,49.9,0.0,93.8,1,1,8.3,yolov8n,deepsort,
99,11.909,84.6,63.6,0.0,151.4,1,1,8.3,yolov8n,deepsort,
100,12.021,66.5,43.0,0.0,111.6,1,1,8.3,yolov8n,deepsort,
101,12.153,72.1,49.0,0.0,127.1,1,1,8.3,yolov8n,deepsort,
102,12.284,72.7,46.7,0.0,125.7,1,1,8.3,yolov8n,deepsort,
103,12.399,55.7,41.8,0.0,113.9,1,1,8.3,yolov8n,deepsort,
104,12.514,56.5,43.8,0.0,110.5,1,1,8.3,yolov8n,deepsort,
105,12.620,63.1,39.9,0.0,105.3,1,1,8.3,yolov8n,deepsort,
106,12.756,72.7,60.3,0.0,135.3,1,1,8.3,yolov8n,deepsort,
107,12.873,78.0,35.4,0.0,115.5,1,1,8.3,yolov8n,deepsort,1 notifications
108,13.012,84.7,50.9,0.0,138.4,1,1,8.3,yolov8n,deepsort,
109,13.147,78.7,51.8,0.0,134.0,1,1,8.3,yolov8n,deepsort,
110,13.275,70.2,42.5,0.0,124.8,1,1,8.3,yolov8n,deepsort,
111,13.396,76.4,41.2,0.0,120.4,1,1,8.3,yolov8n,deepsort,
112,13.519,64.2,56.4,0.0,122.7,1,1,8.3,yolov8n,deepsort,
113,13.641,67.6,50.3,0.0,120.7,1,1,8.3,yolov8n,deepsort,
114,13.786,61.7,66.4,0.0,143.6,1,1,8.3,yolov8n,deepsort,
115,13.942,71.5,66.8,0.0,155.9,1,1,8.2,yolov8n,deepsort,
116,14.078,77.1,47.0,0.0,128.2,1,1,8.2,yolov8n,deepsort,
117,14.206,68.8,55.4,0.0,127.3,1,1,8.2,yolov8n,deepsort,
118,14.356,76.7,62.2,0.0,146.7,1,1,8.2,yolov8n,deepsort,
119,14.486,85.5,41.8,0.0,129.4,1,1,8.2,yolov8n,deepsort,
120,14.604,81.7,33.3,0.0,117.4,1,1,8.2,yolov8n,deepsort,
121,14.707,59.1,36.0,0.0,100.1,1,1,8.2,yolov8n,deepsort,
122,14.793,46.5,36.1,0.0,85.2,1,1,8.2,yolov8n,deepsort,
123,14.946,87.3,62.0,0.0,151.7,1,1,8.2,yolov8n,deepsort,
124,15.077,67.4,51.3,0.0,129.9,1,1,8.2,yolov8n,deepsort,
125,15.206,77.0,48.3,0.0,128.3,1,1,8.2,yolov8n,deepsort,
126,15.320,73.5,37.3,0.0,113.5,1,1,8.2,yolov8n,deepsort,
127,15.471,96.4,51.1,0.0,149.6,1,1,8.2,yolov8n,deepsort,
128,15.611,86.4,37.2,0.0,129.4,1,1,8.2,yolov8n,deepsort,
129,15.719,56.0,49.1,0.0,107.4,1,1,8.2,yolov8n,deepsort,
130,15.825,54.5,46.0,0.0,103.3,1,1,8.2,yolov8n,deepsort,
131,15.982,96.8,56.7,0.0,155.8,1,1,8.2,yolov8n,deepsort,
132,16.111,79.4,44.2,0.0,126.9,1,1,8.2,yolov8n,deepsort,
133,16.244,80.2,44.8,0.0,131.0,1,1,8.2,yolov8n,deepsort,
134,16.347,54.2,46.1,0.0,102.9,1,1,8.2,yolov8n,deepsort,
135,16.492,94.6,47.1,0.0,143.9,1,1,8.2,yolov8n,deepsort,
136,16.616,74.9,46.0,0.0,123.0,1,1,8.2,yolov8n,deepsort,
137,16.735,64.3,50.7,0.0,117.6,1,1,8.2,yolov8n,deepsort,
138,16.834,44.8,39.0,0.0,97.7,1,1,8.2,yolov8n,deepsort,
139,16.950,59.6,52.1,0.0,114.6,1,1,8.2,yolov8n,deepsort,
140,17.060,64.5,41.6,0.0,108.9,1,1,8.2,yolov8n,deepsort,
141,17.193,83.0,44.1,0.0,130.5,1,1,8.2,yolov8n,deepsort,
142,17.293,62.1,34.6,0.0,99.3,1,1,8.2,yolov8n,deepsort,
143,17.410,66.7,46.6,0.0,115.7,1,1,8.2,yolov8n,deepsort,
144,17.516,53.3,49.6,0.0,105.4,1,1,8.2,yolov8n,deepsort,
145,17.626,38.5,59.4,0.0,104.9,1,1,8.2,yolov8n,deepsort,
146,17.723,53.4,41.1,0.0,96.6,1,1,8.2,yolov8n,deepsort,
147,17.817,46.2,44.2,0.0,92.7,1,1,8.3,yolov8n,deepsort,
148,17.942,71.8,43.3,0.0,123.7,1,1,8.2,yolov8n,deepsort,
149,18.070,79.7,41.0,0.0,124.4,1,1,8.2,yolov8n,deepsort,
150,18.196,72.7,49.2,0.0,124.3,1,1,8.2,yolov8n,deepsort,
151,18.300,55.5,43.6,0.0,101.8,1,1,8.3,yolov8n,deepsort,
152,18.427,78.4,45.2,0.0,126.2,1,1,8.2,yolov8n,deepsort,
153,18.553,74.7,47.9,0.0,125.0,1,1,8.2,yolov8n,deepsort,
154,18.712,71.0,77.1,0.0,154.5,1,1,8.2,yolov8n,deepsort,
155,18.862,93.1,53.0,0.0,148.7,1,1,8.2,yolov8n,deepsort,
156,18.983,71.8,45.8,0.0,120.2,1,1,8.2,yolov8n,deepsort,
157,19.088,60.6,34.9,0.0,102.4,1,1,8.2,yolov8n,deepsort,
158,19.202,52.1,51.4,0.0,110.7,1,1,8.2,yolov8n,deepsort,
159,19.318,65.4,46.8,0.0,115.0,1,1,8.2,yolov8n,deepsort,
160,19.440,70.5,47.6,0.0,120.8,1,1,8.2,yolov8n,deepsort,
161,19.582,64.1,75.1,0.0,141.9,1,1,8.2,yolov8n,deepsort,
162,19.686,61.0,38.4,0.0,102.9,1,1,8.2,yolov8n,deepsort,
163,19.799,65.0,43.8,0.0,112.2,1,1,8.2,yolov8n,deepsort,
164,19.934,77.1,47.7,0.0,133.3,1,1,8.2,yolov8n,deepsort,
165,20.075,84.0,45.7,0.0,139.7,1,1,8.2,yolov8n,deepsort,
166,20.175,55.3,41.4,0.0,99.2,1,1,8.2,yolov8n,deepsort,
167,20.299,74.1,42.2,0.0,122.5,1,1,8.2,yolov8n,deepsort,
168,20.407,60.9,34.6,0.0,102.3,1,1,8.2,yolov8n,deepsort,
169,20.533,58.4,59.3,0.0,122.4,1,1,8.2,yolov8n,deepsort,
170,20.648,64.3,40.9,0.0,114.8,1,1,8.2,yolov8n,deepsort,
171,20.779,73.2,54.1,0.0,129.9,1,1,8.2,yolov8n,deepsort,
172,20.880,63.8,33.3,0.0,99.5,1,1,8.2,yolov8n,deepsort,
173,21.007,80.4,43.3,0.0,126.1,1,1,8.2,yolov8n,deepsort,
174,21.111,63.9,37.1,0.0,103.3,1,1,8.2,yolov8n,deepsort,
175,21.219,53.3,48.5,0.0,104.5,1,1,8.2,yolov8n,deepsort,
176,21.342,74.3,46.6,0.0,123.0,1,1,8.2,yolov8n,deepsort,
177,21.467,66.9,54.7,0.0,124.1,1,1,8.2,yolov8n,deepsort,
178,21.580,64.2,46.0,0.0,112.3,1,1,8.2,yolov8n,deepsort,
179,21.679,46.9,48.7,0.0,98.0,1,1,8.3,yolov8n,deepsort,
180,21.789,55.2,46.9,0.0,108.6,1,1,8.3,yolov8n,deepsort,
181,21.951,77.0,79.3,0.0,159.1,1,1,8.2,yolov8n,deepsort,
182,22.072,72.3,43.2,0.0,118.9,1,1,8.2,yolov8n,deepsort,
183,22.198,67.7,54.1,0.0,124.2,1,1,8.2,yolov8n,deepsort,
184,22.330,75.0,53.2,0.0,130.4,1,1,8.2,yolov8n,deepsort,
185,22.437,58.6,45.5,0.0,106.6,1,1,8.2,yolov8n,deepsort,
186,22.583,83.5,59.1,0.0,144.9,1,1,8.2,yolov8n,deepsort,
187,22.697,58.7,51.9,0.0,113.1,1,1,8.2,yolov8n,deepsort,
188,22.821,71.3,49.3,0.0,123.0,1,1,8.2,yolov8n,deepsort,
189,22.953,78.0,50.5,0.0,131.1,1,1,8.2,yolov8n,deepsort,
190,23.090,69.8,56.7,0.0,136.2,1,1,8.2,yolov8n,deepsort,
191,23.213,65.0,45.9,0.0,121.8,1,1,8.2,yolov8n,deepsort,
192,23.362,91.1,54.3,0.0,148.3,1,1,8.2,yolov8n,deepsort,
193,23.479,75.2,39.2,0.0,116.5,1,1,8.2,yolov8n,deepsort,
194,23.632,100.5,41.8,0.0,151.4,1,1,8.2,yolov8n,deepsort,
195,23.788,74.8,74.6,0.0,155.4,1,1,8.2,yolov8n,deepsort,
196,23.933,77.7,46.3,0.0,141.1,1,1,8.2,yolov8n,deepsort,
197,24.094,101.2,50.4,0.0,156.2,1,1,8.2,yolov8n,deepsort,
198,24.212,68.2,45.8,0.0,116.7,1,1,8.2,yolov8n,deepsort,
199,24.346,76.3,55.2,0.0,133.6,1,1,8.2,yolov8n,deepsort,
200,24.487,81.7,55.4,0.0,140.0,1,1,8.2,yolov8n,deepsort,
201,24.604,58.7,46.2,0.0,115.4,1,1,8.2,yolov8n,deepsort,
202,24.752,75.9,45.0,0.0,133.3,1,1,8.2,yolov8n,deepsort,
203,24.891,79.8,56.4,0.0,138.3,1,1,8.2,yolov8n,deepsort,
204,24.989,47.1,38.1,0.0,96.8,1,1,8.2,yolov8n,deepsort,
205,25.074,39.2,42.6,0.0,84.0,1,1,8.2,yolov8n,deepsort,
206,25.172,48.2,46.3,0.0,97.0,1,1,8.2,yolov8n,deepsort,
207,25.263,49.5,37.5,0.0,89.7,1,1,8.2,yolov8n,deepsort,
208,25.398,83.7,47.4,0.0,134.2,1,1,8.2,yolov8n,deepsort,
209,25.514,74.0,35.8,0.0,113.4,1,1,8.2,yolov8n,deepsort,
210,25.622,63.2,37.5,0.0,105.8,1,1,8.2,yolov8n,deepsort,
211,25.742,65.0,51.3,0.0,119.0,1,1,8.2,yolov8n,deepsort,
212,25.861,71.6,42.2,0.0,118.2,1,1,8.2,yolov8n,deepsort,
213,26.009,86.2,51.5,0.0,141.2,1,1,8.2,yolov8n,deepsort,
214,26.151,71.4,66.3,0.0,141.1,1,1,8.2,yolov8n,deepsort,
215,26.265,72.1,37.9,0.0,112.9,1,1,8.2,yolov8n,deepsort,
216,26.362,53.8,39.1,0.0,96.2,1,1,8.2,yolov8n,deepsort,
217,26.500,84.3,50.2,0.0,137.2,1,1,8.2,yolov8n,deepsort,
218,26.631,65.6,55.9,0.0,126.3,1,1,8.2,yolov8n,deepsort,
219,26.742,61.7,46.1,0.0,109.9,1,1,8.2,yolov8n,deepsort,
220,26.863,76.1,40.4,0.0,119.9,1,1,8.2,yolov8n,deepsort,
221,26.976,57.4,52.8,0.0,112.4,1,1,8.2,yolov8n,deepsort,
222,27.107,83.9,43.1,0.0,129.7,1,1,8.2,yolov8n,deepsort,
223,27.246,81.9,52.3,0.0,137.6,1,1,8.2,yolov8n,deepsort,
224,27.383,90.8,42.6,0.0,136.4,1,1,8.2,yolov8n,deepsort,
225,27.496,66.9,42.5,0.0,111.7,1,1,8.2,yolov8n,deepsort,
226,27.664,63.0,100.3,0.0,165.8,1,1,8.2,yolov8n,deepsort,
227,27.817,88.8,58.7,0.0,150.6,1,1,8.2,yolov8n,deepsort,
228,28.015,129.3,48.2,0.0,197.0,1,1,8.1,yolov8n,deepsort,
229,28.164,86.7,55.4,0.0,148.3,1,1,8.1,yolov8n,deepsort,
230,28.274,72.8,32.8,0.0,108.1,1,1,8.1,yolov8n,deepsort,
231,28.381,48.3,56.0,0.0,106.6,1,1,8.1,yolov8n,deepsort,
232,28.515,74.6,56.2,0.0,133.2,1,1,8.1,yolov8n,deepsort,
233,28.645,67.4,58.6,0.0,128.6,1,1,8.1,yolov8n,deepsort,
234,28.772,70.8,53.0,0.0,126.0,1,1,8.1,yolov8n,deepsort,
235,28.913,72.1,66.2,0.0,140.4,1,1,8.1,yolov8n,deepsort,
236,29.054,84.5,51.9,0.0,140.2,1,1,8.1,yolov8n,deepsort,
237,29.191,78.4,55.3,0.0,136.3,1,1,8.1,yolov8n,deepsort,
238,29.314,65.9,43.1,0.0,117.3,1,1,8.1,yolov8n,deepsort,
239,29.447,66.6,56.2,0.0,132.0,1,1,8.1,yolov8n,deepsort,
240,29.567,75.8,40.6,0.0,119.6,1,1,8.1,yolov8n,deepsort,
241,29.690,76.3,42.6,0.0,121.2,1,1,8.1,yolov8n,deepsort,
242,29.821,72.3,46.5,0.0,130.8,1,1,8.1,yolov8n,deepsort,
243,29.953,63.3,64.1,0.0,130.3,1,1,8.1,yolov8n,deepsort,
244,30.067,69.2,37.1,0.0,109.4,1,1,8.1,yolov8n,deepsort,
245,30.213,75.2,60.2,0.0,143.9,1,1,8.1,yolov8n,deepsort,
246,30.359,82.3,51.7,0.0,143.4,1,1,8.1,yolov8n,deepsort,
247,30.475,67.3,44.9,0.0,115.0,1,1,8.1,yolov8n,deepsort,
248,30.611,80.3,52.9,0.0,135.8,1,1,8.1,yolov8n,deepsort,
249,30.746,76.3,44.5,0.0,127.0,1,1,8.1,yolov8n,deepsort,
250,30.869,78.6,41.1,0.0,121.9,1,1,8.1,yolov8n,deepsort,
251,31.012,74.5,65.0,0.0,141.8,1,1,8.1,yolov8n,deepsort,
252,31.111,61.5,34.8,0.0,98.5,1,1,8.1,yolov8n,deepsort,
253,31.225,62.4,43.1,0.0,108.8,1,1,8.1,yolov8n,deepsort,
254,31.364,68.0,67.1,0.0,137.9,1,1,8.1,yolov8n,deepsort,
255,31.501,62.2,63.7,0.0,136.0,1,1,8.1,yolov8n,deepsort,
256,31.873,154.4,215.1,0.0,371.8,1,1,8.0,yolov8n,deepsort,
257,32.070,107.7,49.4,0.0,193.1,1,1,8.0,yolov8n,deepsort,
258,32.202,73.6,46.9,0.0,127.1,1,1,8.0,yolov8n,deepsort,
259,32.335,64.7,64.8,0.0,131.8,1,1,8.0,yolov8n,deepsort,
260,32.484,83.2,55.5,0.0,148.5,1,1,8.0,yolov8n,deepsort,
261,32.627,90.5,48.7,0.0,141.5,1,1,8.0,yolov8n,deepsort,
262,32.735,50.3,47.4,0.0,105.3,1,1,8.0,yolov8n,deepsort,
263,32.860,69.2,49.1,0.0,121.7,1,1,8.0,yolov8n,deepsort,
264,33.123,206.2,51.0,0.0,262.3,1,1,8.0,yolov8n,deepsort,
265,33.292,74.2,85.7,0.0,165.6,1,1,8.0,yolov8n,deepsort,
266,33.440,84.6,60.5,0.0,147.8,1,1,8.0,yolov8n,deepsort,
267,33.537,60.3,32.7,0.0,95.8,1,1,8.0,yolov8n,deepsort,
268,33.713,93.5,72.8,0.0,174.7,1,1,7.9,yolov8n,deepsort,
269,33.919,113.3,59.7,0.0,205.3,1,1,7.9,yolov8n,deepsort,
270,34.053,76.9,47.6,0.0,132.8,1,1,7.9,yolov8n,deepsort,
271,34.193,63.8,73.0,0.0,139.4,1,1,7.9,yolov8n,deepsort,
272,34.335,86.0,41.9,0.0,130.3,1,1,7.9,yolov8n,deepsort,
273,34.454,71.3,43.5,0.0,117.0,1,1,7.9,yolov8n,deepsort,
274,34.574,69.0,47.9,0.0,119.7,1,1,7.9,yolov8n,deepsort,
275,34.691,65.2,40.6,0.0,113.5,1,1,7.9,yolov8n,deepsort,
276,34.794,57.9,41.0,0.0,101.3,1,1,7.9,yolov8n,deepsort,
277,34.931,81.7,51.4,0.0,135.2,1,1,7.9,yolov8n,deepsort,
278,35.034,62.2,37.4,0.0,101.9,1,1,7.9,yolov8n,deepsort,
279,35.133,51.7,38.5,0.0,97.3,1,1,7.9,yolov8n,deepsort,
280,35.263,65.7,51.6,0.0,119.8,1,1,7.9,yolov8n,deepsort,
281,35.405,79.5,53.8,0.0,139.7,1,1,7.9,yolov8n,deepsort,
282,35.511,58.7,44.2,0.0,105.1,1,1,7.9,yolov8n,deepsort,
283,35.634,71.1,47.8,0.0,121.2,1,1,7.9,yolov8n,deepsort,
284,35.768,79.0,48.4,0.0,133.2,1,1,7.9,yolov8n,deepsort,
285,35.904,70.7,54.8,0.0,135.0,1,1,7.9,yolov8n,deepsort,
286,36.041,90.5,37.7,0.0,134.0,1,1,7.9,yolov8n,deepsort,
287,36.139,56.8,37.8,0.0,96.7,1,1,7.9,yolov8n,deepsort,
288,36.247,61.4,43.6,0.0,107.3,1,1,7.9,yolov8n,deepsort,
289,36.356,49.1,56.5,0.1,108.1,1,1,7.9,yolov8n,deepsort,
290,36.475,52.3,50.5,0.0,111.8,1,1,8.0,yolov8n,deepsort,
291,36.604,64.2,55.3,0.0,126.0,1,1,7.9,yolov8n,deepsort,
292,36.749,74.8,64.0,0.0,141.6,1,1,7.9,yolov8n,deepsort,
293,36.866,74.4,39.9,0.0,116.8,1,1,7.9,yolov8n,deepsort,
294,37.004,67.2,44.3,0.0,124.4,1,1,7.9,yolov8n,deepsort,
295,37.141,86.9,46.8,0.0,135.9,1,1,7.9,yolov8n,deepsort,
296,37.273,88.4,39.3,0.0,130.4,1,1,7.9,yolov8n,deepsort,
297,37.389,55.8,41.2,0.0,111.0,1,1,7.9,yolov8n,deepsort,
298,37.518,76.6,48.4,0.0,127.7,1,1,7.9,yolov8n,deepsort,
299,37.638,66.6,49.3,0.0,118.9,1,1,7.9,yolov8n,deepsort,
300,37.759,61.4,46.8,0.0,120.5,1,1,7.9,yolov8n,deepsort,
301,37.873,58.3,42.9,0.0,104.7,1,1,7.9,yolov8n,deepsort,
302,38.034,93.5,63.2,0.0,160.1,1,1,7.9,yolov8n,deepsort,
303,38.165,76.6,45.3,0.0,124.2,1,1,7.9,yolov8n,deepsort,
304,38.274,60.3,40.6,0.0,104.8,1,1,7.9,yolov8n,deepsort,
305,38.385,58.5,49.4,0.0,110.3,1,1,7.9,yolov8n,deepsort,
306,38.495,66.3,40.3,0.0,108.6,1,1,7.9,yolov8n,deepsort,
307,38.657,69.2,89.5,0.0,161.4,2,1,7.9,yolov8n,deepsort,
308,38.786,61.8,64.1,0.0,128.1,2,1,7.9,yolov8n,deepsort,
309,38.860,39.5,31.2,0.0,73.0,1,2,8.0,yolov8n,deepsort,
310,39.043,126.4,53.7,0.0,182.3,1,2,7.9,yolov8n,deepsort,
311,39.159,80.7,30.0,0.0,114.3,1,2,7.9,yolov8n,deepsort,
312,39.231,38.1,30.8,0.0,71.8,1,2,8.0,yolov8n,deepsort,
313,39.303,39.1,30.1,0.0,71.2,1,2,8.0,yolov8n,deepsort,
314,39.381,41.4,32.8,0.0,76.3,1,2,8.0,yolov8n,deepsort,
315,39.456,40.3,32.4,0.0,74.8,1,2,8.0,yolov8n,deepsort,
316,39.538,46.6,32.2,0.0,81.0,1,2,8.0,yolov8n,deepsort,
317,39.628,51.7,34.5,0.0,88.5,1,2,8.0,yolov8n,deepsort,
