timestamp,head_x,head_y,head_turning_detected,processing_time,confidence
1742888461.577227,1389.046630859375,135.19273376464844,False,371.6716766357422,0.93483436
1742888461.749054,1391.826416015625,128.36580403645831,False,31.997203826904297,0.9366432
1742888461.807352,1398.705078125,113.02606201171875,False,32.73177146911621,0.93507665
1742888461.8875039,1406.63232421875,98.70625813802083,False,48.87700080871582,0.9323123
1742888461.943415,1416.5546875,91.08846028645833,False,31.248807907104492,0.92837644
1742888462.007988,1422.359130859375,91.35031127929688,False,39.92915153503418,0.9102066
1742888462.0999491,1428.5145263671875,92.78776041666667,False,40.78316688537598,0.8831035
1742888462.151953,1435.60009765625,93.35365804036458,False,28.018951416015625,0.7958872
1742888462.205581,1440.43505859375,93.58482869466145,False,27.724027633666992,0.8140352
1742888462.255243,1449.508056640625,93.85357666015625,False,26.929140090942383,0.8498877
1742888462.3059142,1460.0419921875,93.96054077148438,False,27.395009994506836,0.82277286
1742888462.356071,1466.2568359375,93.76389567057292,False,27.066946029663086,0.92006075
1742888462.406993,1471.540283203125,94.28763834635417,False,27.4198055267334,0.92595154
1742888462.458109,1475.120849609375,94.24477132161458,False,26.690244674682617,0.92652416
1742888462.509027,1474.401123046875,94.10638427734375,False,27.566194534301758,0.9244834
1742888462.559812,1466.08642578125,94.80149332682292,False,27.517080307006836,0.90908456
1742888462.610208,1456.286376953125,94.61707560221355,False,27.324914932250977,0.84043366
1742888462.660587,1448.4708251953125,95.31931559244792,False,27.15587615966797,0.87427837
1742888462.711589,1440.361083984375,95.27968343098958,False,27.75406837463379,0.8034041
1742888462.76259,1432.321044921875,95.31526692708333,False,27.600765228271484,0.79569346
1742888462.813805,1419.402099609375,95.22932942708333,False,27.740955352783203,0.73449284
1742888462.916784,1398.4832763671875,93.04385375976562,False,28.196096420288086,0.41849533
1742888462.967618,1391.175537109375,93.91387939453125,False,27.822017669677734,0.5396619
1742888463.0177548,1383.28125,93.94287109375,False,26.757240295410156,0.92534983
1742888463.0691478,1371.2586669921875,94.21096801757812,False,27.034282684326172,0.9021415
1742888463.1198552,1355.925537109375,94.52935791015625,False,27.36520767211914,0.86988425
1742888463.1719859,1344.548095703125,93.8299051920573,False,28.45001220703125,0.830614
1742888463.2223082,1328.582275390625,93.98667399088542,False,27.065277099609375,0.43971276
1742888463.3232598,1286.115234375,94.14100138346355,False,27.769088745117188,0.5468639
1742888463.375584,1251.34033203125,93.46309407552083,False,28.454303741455078,0.6028693
1742888463.4268858,1210.6827392578125,92.5680440266927,False,28.162002563476562,0.32886097
1742888463.477219,1167.9544677734375,94.56905110677083,False,27.50110626220703,0.3260381
1742888463.631198,886.8094482421875,90.4833475748698,False,27.692079544067383,0.26503405
1742888463.6839192,833.8533325195312,94.59373982747395,False,28.30219268798828,0.81005216
1742888463.7361228,812.2750854492188,95.5276387532552,False,27.88710594177246,0.8664904
1742888463.789848,797.33740234375,95.73227945963542,False,27.725696563720703,0.8921817
1742888463.841902,787.916748046875,96.27091471354167,False,27.904748916625977,0.9003222
1742888463.893824,782.1720581054688,97.0272928873698,False,27.91118621826172,0.9089051
1742888463.948298,777.6614379882812,96.55635579427083,False,27.75120735168457,0.9151904
1742888464.000915,781.2405395507812,98.02493286132812,False,28.251171112060547,0.9207976
1742888464.053354,790.6195068359375,96.74672444661458,False,27.54807472229004,0.9205723
1742888464.107281,806.4055786132812,97.38946533203125,False,26.727914810180664,0.9146548
1742888464.1595352,820.1544189453125,97.47528076171875,False,27.510881423950195,0.91242886
1742888464.2165928,825.4200439453125,97.00452677408855,False,32.460927963256836,0.9073726
1742888464.2710881,830.072021484375,97.49952189127605,False,27.62603759765625,0.9129218
1742888464.3228831,833.253173828125,97.11388142903645,False,27.318954467773438,0.9231551
1742888464.375274,835.631591796875,96.50944010416667,False,27.673721313476562,0.9393053
1742888464.429066,835.841552734375,96.29799397786458,False,28.462886810302734,0.95162666
1742888464.482528,845.37841796875,95.30206298828125,False,28.64694595336914,0.9519845
1742888464.535468,856.5206909179688,95.25461832682292,False,28.074026107788086,0.9323712
1742888464.5878751,868.481689453125,94.14052327473958,False,27.078866958618164,0.9155975
1742888464.643361,879.01708984375,94.54224650065105,False,29.04987335205078,0.94458795
1742888464.7022889,890.1494750976562,93.12391153971355,False,34.07406806945801,0.93941915
1742888464.7577658,901.64013671875,93.24070231119792,False,28.994083404541016,0.94448787
1742888464.8114629,915.11572265625,94.89674886067708,False,28.959274291992188,0.95357966
1742888464.865998,932.0997924804688,94.0476786295573,False,29.57320213317871,0.9596822
1742888464.9208472,965.2955322265625,93.18853759765625,False,28.6409854888916,0.9499818
1742888464.974208,981.4096069335938,94.18717447916667,False,28.42092514038086,0.9495599
1742888465.0307798,991.4771118164062,92.61428833007812,False,29.246807098388672,0.9511574
1742888465.084772,1005.92626953125,93.15188598632812,False,28.687000274658203,0.9560164
1742888465.146676,1018.5164794921875,92.2162577311198,False,36.82112693786621,0.9538525
1742888465.201709,1072.8056640625,89.85720825195312,False,27.232885360717773,0.9464479
1742888465.256972,1085.2119140625,92.3554178873698,False,27.853012084960938,0.94627964
1742888465.312715,1096.8861083984375,91.20503743489583,False,27.954816818237305,0.9437576
1742888465.36784,1113.9261474609375,90.4732666015625,False,29.69503402709961,0.94338304
1742888465.421312,1126.8826904296875,93.1455078125,False,28.337955474853516,0.9386271
1742888465.4775522,1141.99462890625,101.2931620279948,False,27.949094772338867,0.93273145
1742888465.532013,1177.5726318359375,115.35272216796875,False,29.101133346557617,0.93268114
1742888465.5886452,1198.8984375,120.83790079752605,False,28.168916702270508,0.9330916
1742888465.642647,1213.3961181640625,125.96714274088542,False,28.773784637451172,0.927223
1742888465.696146,1228.6510009765625,129.34954833984375,False,28.83172035217285,0.9267901
1742888465.752867,1247.072509765625,133.13901774088544,False,28.9919376373291,0.93302494
1742888465.805067,1256.043701171875,138.12607828776044,False,27.373075485229492,0.9342841
1742888465.857367,1263.356689453125,146.98821512858075,False,27.810096740722656,0.93454796
1742888465.912682,1273.38037109375,154.43413798014325,False,28.27286720275879,0.9365714
1742888465.99348,1278.526123046875,165.33341471354169,False,56.4877986907959,0.9342735
1742888466.0460129,1283.5594482421875,175.25306193033856,False,28.247833251953125,0.92516816
1742888466.101781,1288.956787109375,182.7094268798828,False,28.581857681274414,0.9236087
1742888466.1536908,1292.616943359375,192.584228515625,False,27.75406837463379,0.91452104
1742888466.2064378,1301.7587890625,201.47945149739581,False,28.132200241088867,0.9264291
1742888466.2604039,1312.8006591796875,206.95278930664062,False,28.05924415588379,0.92703724
1742888466.318079,1320.230224609375,212.0452168782552,False,32.26613998413086,0.9275505
1742888466.371271,1333.399169921875,217.65957132975262,False,28.31101417541504,0.9229142
1742888466.428002,1344.192138671875,220.6262969970703,False,30.335187911987305,0.937589
1742888466.4812958,1351.7969970703125,221.28523763020831,False,28.647899627685547,0.93577063
1742888466.534314,1366.6275634765625,223.24314371744794,False,28.92899513244629,0.9249714
1742888466.5883079,1370.7025146484375,224.85718790690106,False,27.95720100402832,0.92671293
1742888466.642377,1371.822265625,226.76967366536456,False,28.393983840942383,0.9325398
1742888466.694676,1373.34814453125,231.01769002278644,False,27.804136276245117,0.9338193
1742888466.748661,1373.976318359375,237.04081217447919,False,27.952194213867188,0.9360927
1742888466.800554,1375.552734375,243.6475118001302,False,27.57120132446289,0.9315108
1742888466.853173,1375.890380859375,248.71802775065106,False,28.849124908447266,0.93180966
1742888466.9051971,1376.984375,257.70233154296875,False,27.80914306640625,0.93587273
1742888466.958557,1381.112060546875,266.51328531901044,False,28.114795684814453,0.9300525
1742888467.010106,1385.052978515625,271.20875040690106,False,27.00495719909668,0.92357486
1742888467.064899,1387.995849609375,274.52613321940106,False,29.057741165161133,0.9234654
1742888467.117162,1398.7637939453125,277.4294738769531,False,27.806997299194336,0.914383
1742888467.170125,1415.026123046875,276.4554748535156,False,28.609037399291992,0.91611946
1742888467.222254,1425.2728271484375,277.6963602701823,False,27.843236923217773,0.914445
1742888467.274476,1433.77783203125,278.8934071858724,False,28.052091598510742,0.926529
1742888467.327408,1443.290771484375,280.316162109375,False,28.41496467590332,0.9193782
1742888467.3816981,1450.9466552734375,281.26746622721356,False,29.921770095825195,0.9259345
1742888467.434392,1462.218505859375,285.1803487141927,False,28.57685089111328,0.8997535
1742888467.4873621,1475.9630126953125,286.6890157063802,False,28.839111328125,0.8951356
1742888467.539027,1486.78076171875,288.55865478515625,False,27.467012405395508,0.8964446
1742888467.592758,1495.503173828125,298.6404062906901,False,28.425216674804688,0.9053584
1742888467.644842,1503.9678955078125,304.8092041015625,False,27.385950088500977,0.9127998
1742888467.6973062,1513.1943359375,303.9332580566406,False,28.43189239501953,0.91074324
1742888467.7503822,1518.911865234375,311.2021993001302,False,28.755903244018555,0.9127251
1742888467.803566,1522.93505859375,307.1227315266927,False,28.726816177368164,0.9032073
1742888467.855917,1531.252685546875,318.1306864420573,False,28.128862380981445,0.90438306
1742888467.908332,1540.053955078125,317.1409454345703,False,28.390169143676758,0.91536456
1742888467.9602282,1547.9267578125,314.1465759277344,False,27.67777442932129,0.910513
1742888468.0129201,1555.456787109375,313.4092254638672,False,28.496742248535156,0.90954
1742888468.065923,1567.244140625,313.3483174641927,False,28.934717178344727,0.90549374
1742888468.118388,1569.656494140625,313.51991780598956,False,28.623104095458984,0.91376585
