frame_number,timestamp,left_hand_raised,right_hand_raised,dwell_stay_duration,dwell_is_long_stay,dwell_state,dwell_confidence,dwell_hip_center_x,dwell_hip_center_y,dwell_alert
216,9.004,False,False,4.002,False,STAYING,0.999,690.7,449.3,
217,9.046,False,False,4.043,False,STAYING,0.999,691.0,449.2,
218,9.087,False,False,4.085,False,STAYING,0.999,691.0,449.2,
219,9.129,False,False,4.127,False,STAYING,0.999,691.0,449.1,
220,9.171,False,False,4.168,False,STAYING,0.999,691.2,448.9,
221,9.212,False,False,4.210,False,STAYING,0.999,691.2,448.8,
222,9.254,False,False,4.252,False,STAYING,0.999,691.2,448.7,
223,9.296,False,False,4.294,False,STAYING,0.999,691.1,448.7,
224,9.337,False,False,4.335,False,STAYING,0.999,690.9,448.6,
225,9.379,False,False,4.377,False,STAYING,0.999,690.6,448.6,
226,9.421,False,False,4.419,False,STAYING,0.999,690.3,448.5,
227,9.462,False,False,4.460,False,STAYING,0.999,689.7,448.5,
228,9.504,False,False,4.502,False,STAYING,0.999,689.1,448.2,
229,9.546,False,False,4.544,False,STAYING,0.999,688.3,448.2,
230,9.587,False,False,4.585,False,STAYING,0.999,687.5,448.1,
231,9.629,False,False,4.627,False,STAYING,0.999,687.1,447.9,
232,9.671,False,False,4.669,False,STAYING,0.999,686.9,447.9,
233,9.713,False,False,4.710,False,STAYING,0.999,686.9,447.9,
234,9.754,False,False,4.752,False,STAYING,0.999,687.0,448.1,
235,9.796,False,False,4.794,False,STAYING,0.999,686.9,448.1,
236,9.838,False,False,4.835,False,STAYING,0.999,686.9,448.1,
237,9.879,False,False,4.877,False,STAYING,0.999,686.8,448.3,
238,9.921,False,False,4.919,False,STAYING,0.999,686.9,448.6,
239,9.963,False,False,4.960,False,STAYING,0.999,686.9,448.7,
240,10.004,False,False,5.002,False,STAYING,0.999,687.0,448.9,
241,10.046,False,False,5.044,False,STAYING,0.999,687.1,449.3,
242,10.088,False,False,5.086,False,STAYING,0.999,687.2,449.7,
243,10.129,False,False,5.127,False,STAYING,0.999,687.3,450.3,
244,10.171,False,False,5.169,False,STAYING,0.999,687.5,450.9,
245,10.213,False,False,5.211,False,STAYING,0.999,687.8,451.0,
246,10.254,False,False,5.252,False,STAYING,0.999,687.9,451.0,
247,10.296,False,False,5.294,False,STAYING,0.999,688.0,451.0,
248,10.338,False,False,5.336,False,STAYING,0.999,688.1,451.0,
249,10.380,False,False,5.377,False,STAYING,0.999,688.2,451.0,
250,10.421,False,False,5.419,False,STAYING,1.000,688.2,451.1,
251,10.463,False,False,5.461,False,STAYING,1.000,688.2,451.2,
252,10.505,False,False,5.502,False,STAYING,1.000,688.2,451.3,
253,10.546,False,False,5.544,False,STAYING,1.000,688.2,451.4,
254,10.588,False,False,5.586,False,STAYING,1.000,688.2,451.4,
255,10.630,False,False,5.627,False,STAYING,1.000,688.1,451.4,
256,10.671,False,False,5.669,False,STAYING,1.000,688.1,451.4,
257,10.713,False,False,5.711,False,STAYING,1.000,688.1,451.4,
258,10.755,False,False,5.752,False,STAYING,1.000,688.0,451.4,
259,10.796,False,False,5.794,False,STAYING,1.000,687.9,451.5,
260,10.838,False,False,5.836,False,STAYING,1.000,687.9,451.6,
261,10.880,False,False,5.878,False,STAYING,1.000,687.8,451.6,
262,10.921,False,False,5.919,False,STAYING,1.000,687.8,451.7,
263,10.963,False,False,5.961,False,STAYING,1.000,687.8,451.7,
264,11.005,False,False,6.003,False,STAYING,1.000,687.8,451.7,
265,11.046,False,False,6.044,False,STAYING,1.000,687.8,451.7,
266,11.088,False,False,6.086,False,STAYING,1.000,687.8,451.7,
267,11.130,False,False,6.128,False,STAYING,1.000,687.8,451.7,
268,11.172,False,False,6.169,False,STAYING,1.000,687.8,451.8,
269,11.213,False,False,6.211,False,STAYING,1.000,687.8,451.8,
270,11.255,False,False,6.253,False,STAYING,1.000,687.8,451.7,
271,11.297,False,False,6.294,False,STAYING,1.000,687.8,451.7,
272,11.338,False,False,6.336,False,STAYING,1.000,687.7,451.7,
273,11.380,False,False,6.378,False,STAYING,1.000,687.7,451.6,
274,11.422,False,False,6.419,False,STAYING,1.000,687.7,451.4,
275,11.463,False,False,6.461,False,STAYING,1.000,687.7,451.2,
276,11.505,False,False,6.503,False,STAYING,1.000,687.6,451.1,
277,11.547,False,False,6.545,False,STAYING,1.000,687.6,451.0,
278,11.588,False,False,6.586,False,STAYING,1.000,687.6,450.9,
279,11.630,False,False,6.628,False,STAYING,1.000,687.6,450.8,
280,11.672,False,False,6.670,False,STAYING,1.000,687.6,450.7,
281,11.713,False,False,6.711,False,STAYING,1.000,687.6,450.5,
282,11.755,False,False,6.753,False,STAYING,1.000,687.5,450.3,
283,11.797,False,False,6.795,False,STAYING,1.000,687.4,450.1,
284,11.838,False,False,6.836,False,STAYING,1.000,687.3,450.0,
285,11.880,False,False,6.878,False,STAYING,1.000,687.3,449.9,
286,11.922,False,False,6.920,False,STAYING,1.000,687.3,449.8,
287,11.964,False,False,6.961,False,STAYING,1.000,687.2,449.7,
288,12.005,False,False,7.003,False,STAYING,1.000,687.1,449.6,
289,12.047,False,False,7.045,False,STAYING,1.000,687.0,449.4,
290,12.089,False,False,7.086,False,STAYING,1.000,687.0,449.4,
291,12.130,False,False,7.128,False,STAYING,1.000,686.9,449.4,
292,12.172,False,False,7.170,False,STAYING,1.000,686.7,449.4,
293,12.214,False,False,7.211,False,STAYING,1.000,686.7,449.4,
294,12.255,False,False,7.253,False,STAYING,1.000,686.8,449.1,
295,12.297,False,False,7.295,False,STAYING,1.000,686.8,448.9,
296,12.339,False,False,7.337,False,STAYING,1.000,686.8,448.6,
297,12.380,False,False,7.378,False,STAYING,0.999,686.8,448.1,
298,12.422,False,False,7.420,False,STAYING,0.999,686.8,447.7,
299,12.464,False,False,7.462,False,STAYING,0.999,686.9,447.5,
300,12.505,False,False,7.503,False,STAYING,0.999,686.9,447.0,
301,12.547,False,True,7.545,False,STAYING,0.999,687.1,446.2,
302,12.589,False,True,7.587,False,STAYING,0.999,687.3,445.5,
303,12.630,False,True,7.628,False,STAYING,0.999,687.6,445.0,
304,12.672,False,True,7.670,False,STAYING,0.999,687.6,444.6,
305,12.714,False,True,7.712,False,STAYING,0.999,688.1,444.6,
306,12.756,False,True,7.753,False,STAYING,0.999,688.5,444.6,
307,12.797,False,True,7.795,False,STAYING,0.999,688.9,444.3,
308,12.839,False,True,7.837,False,STAYING,0.999,689.0,444.0,
309,12.881,False,True,7.878,False,STAYING,0.999,689.0,443.8,
310,12.922,False,True,7.920,False,STAYING,0.999,689.0,443.6,
311,12.964,False,True,7.962,False,STAYING,0.999,689.0,443.1,
312,13.006,False,True,8.003,False,STAYING,0.999,689.1,442.8,
313,13.047,False,True,8.045,False,STAYING,0.999,689.1,442.4,
314,13.089,False,True,8.087,False,STAYING,0.999,689.1,442.3,
315,13.131,False,True,8.129,False,STAYING,0.999,689.1,442.1,
316,13.172,False,True,8.170,False,STAYING,0.999,689.2,441.9,
317,13.214,False,True,8.212,False,STAYING,0.999,689.2,441.8,
318,13.256,False,True,8.254,False,STAYING,0.999,689.2,441.6,
319,13.297,False,True,8.295,False,STAYING,0.999,689.2,441.6,
320,13.339,False,True,8.337,False,STAYING,0.999,689.2,441.6,
321,13.381,False,True,8.379,False,STAYING,0.999,689.2,441.6,
322,13.422,False,True,8.420,False,STAYING,0.999,689.2,441.5,
323,13.464,False,True,8.462,False,STAYING,0.999,689.2,441.5,
324,13.506,False,True,8.504,False,STAYING,0.999,689.3,441.4,
325,13.548,False,True,8.545,False,STAYING,0.999,689.3,441.3,
326,13.589,False,True,8.587,False,STAYING,0.999,689.3,441.3,
327,13.631,False,True,8.629,False,STAYING,0.999,689.3,441.2,
328,13.673,False,True,8.670,False,STAYING,0.999,689.3,441.1,
329,13.714,False,True,8.712,False,STAYING,0.999,689.3,441.0,
330,13.756,False,True,8.754,False,STAYING,0.999,689.3,441.0,
331,13.798,False,True,8.795,False,STAYING,0.999,689.4,440.9,
332,13.839,False,True,8.837,False,STAYING,0.999,689.4,440.8,
333,13.881,False,True,8.879,False,STAYING,0.999,689.5,440.8,
334,13.923,False,True,8.921,False,STAYING,0.999,689.5,440.7,
335,13.964,False,True,8.962,False,STAYING,0.999,689.5,440.8,
336,14.006,False,True,9.004,False,STAYING,0.999,689.6,440.8,
337,14.048,False,True,9.046,False,STAYING,0.999,689.6,440.8,
338,14.089,False,True,9.087,False,STAYING,0.999,689.6,440.9,
339,14.131,False,True,9.129,False,STAYING,0.999,689.7,440.9,
340,14.173,False,True,9.171,False,STAYING,0.999,689.7,440.9,
341,14.215,False,True,9.212,False,STAYING,0.999,689.7,440.9,
342,14.256,False,True,9.254,False,STAYING,0.999,689.8,440.9,
343,14.298,False,True,9.296,False,STAYING,0.999,689.8,440.9,
344,14.340,False,True,9.337,False,STAYING,0.999,689.8,440.9,
345,14.381,False,True,9.379,False,STAYING,1.000,689.8,440.8,
346,14.423,False,True,9.421,False,STAYING,1.000,689.9,440.8,
347,14.465,False,True,9.462,False,STAYING,1.000,689.9,440.9,
348,14.506,False,True,9.504,False,STAYING,1.000,690.0,440.9,
349,14.548,False,True,9.546,False,STAYING,1.000,690.0,440.9,
350,14.590,False,True,9.587,False,STAYING,1.000,690.0,441.0,
351,14.631,False,True,9.629,False,STAYING,0.999,690.0,441.5,
352,14.673,False,True,9.671,False,STAYING,0.999,690.1,442.1,
353,14.715,False,True,9.713,False,STAYING,0.999,690.1,442.4,
354,14.756,False,True,9.754,False,STAYING,0.999,690.4,442.5,
355,14.798,False,False,9.796,False,STAYING,0.999,690.5,442.5,
356,14.840,False,False,9.838,False,STAYING,0.999,690.7,442.6,
357,14.881,False,False,9.879,False,STAYING,0.999,690.7,443.8,
358,14.923,False,False,9.921,False,STAYING,0.999,690.7,444.9,
359,14.965,False,False,9.963,False,STAYING,0.999,690.6,446.1,
360,15.007,False,False,10.004,True,STAYING,0.999,690.1,447.8,[!] Long Stay Detected: 10.0s
361,15.048,False,False,10.046,True,STAYING,0.999,689.7,448.8,
362,15.090,False,False,10.088,True,STAYING,0.999,689.5,448.9,
363,15.132,False,False,10.129,True,STAYING,0.999,689.4,448.5,
364,15.173,False,False,10.171,True,STAYING,0.999,689.4,448.3,
365,15.215,False,False,10.213,True,STAYING,0.999,689.2,448.1,
366,15.257,False,False,10.254,True,STAYING,0.999,689.1,448.0,
367,15.298,False,False,10.296,True,STAYING,0.999,689.1,448.3,
368,15.340,False,False,10.338,True,STAYING,0.999,689.1,448.7,
369,15.382,False,False,10.380,True,STAYING,0.999,689.0,449.1,
370,15.423,False,False,10.421,True,STAYING,0.999,689.1,449.4,
371,15.465,False,False,10.463,True,STAYING,1.000,689.1,449.5,
372,15.507,False,False,10.505,True,STAYING,1.000,689.0,449.4,
373,15.548,False,False,10.546,True,STAYING,1.000,689.0,449.4,
374,15.590,False,False,10.588,True,STAYING,1.000,689.0,449.4,
375,15.632,False,False,10.630,True,STAYING,1.000,688.9,449.4,
376,15.673,False,False,10.671,True,STAYING,1.000,688.9,449.8,
377,15.715,False,False,10.713,True,STAYING,1.000,689.0,449.9,
378,15.757,False,False,10.755,True,STAYING,1.000,689.1,450.1,
379,15.799,False,False,10.796,True,STAYING,1.000,689.3,450.4,
380,15.840,False,False,10.838,True,STAYING,1.000,689.5,450.7,
381,15.882,False,False,10.880,True,STAYING,1.000,689.9,450.7,
382,15.924,False,False,10.921,True,STAYING,1.000,690.3,450.8,
